Time,DER_692_c_9_Watts,DER_692_c_9_Vars,DER_692_c_9_loc
1672552795,4585.0,0.0,tlx_692_c_h_9
1672552800,4095.0,0.0,tlx_692_c_h_9
1672552805,3946.0,0.0,tlx_692_c_h_9
1672552810,4119.0,0.0,tlx_692_c_h_9
1672552815,3327.0,0.0,tlx_692_c_h_9
1672552820,3242.0,0.0,tlx_692_c_h_9
1672552825,4204.0,0.0,tlx_692_c_h_9
1672552830,3228.0,0.0,tlx_692_c_h_9
1672552835,3168.0,0.0,tlx_692_c_h_9
1672552840,3231.0,0.0,tlx_692_c_h_9
1672552845,4627.0,0.0,tlx_692_c_h_9
1672552850,3949.0,0.0,tlx_692_c_h_9
1672552855,4918.0,0.0,tlx_692_c_h_9
1672552860,3264.0,0.0,tlx_692_c_h_9
1672552865,3725.0,0.0,tlx_692_c_h_9
1672552870,3556.0,0.0,tlx_692_c_h_9
1672552875,3919.0,0.0,tlx_692_c_h_9
1672552880,4532.0,0.0,tlx_692_c_h_9
1672552885,3556.0,0.0,tlx_692_c_h_9
1672552890,3301.0,0.0,tlx_692_c_h_9
1672552895,3796.0,0.0,tlx_692_c_h_9
1672552900,3560.0,0.0,tlx_692_c_h_9
1672552905,4890.0,0.0,tlx_692_c_h_9
1672552910,3787.0,0.0,tlx_692_c_h_9
1672552915,4346.0,0.0,tlx_692_c_h_9
1672552920,4620.0,0.0,tlx_692_c_h_9
1672552925,3461.0,0.0,tlx_692_c_h_9
1672552930,3580.0,0.0,tlx_692_c_h_9
1672552935,4288.0,0.0,tlx_692_c_h_9
1672552940,3827.0,0.0,tlx_692_c_h_9
1672552945,3628.0,0.0,tlx_692_c_h_9
1672552950,3181.0,0.0,tlx_692_c_h_9
1672552955,4733.0,0.0,tlx_692_c_h_9
1672552960,4447.0,0.0,tlx_692_c_h_9
1672552965,3874.0,0.0,tlx_692_c_h_9
1672552970,3010.0,0.0,tlx_692_c_h_9
1672552975,3564.0,0.0,tlx_692_c_h_9
1672552980,4677.0,0.0,tlx_692_c_h_9
1672552985,3430.0,0.0,tlx_692_c_h_9
1672552990,4881.0,0.0,tlx_692_c_h_9
1672552995,4285.0,0.0,tlx_692_c_h_9
1672553000,4844.0,0.0,tlx_692_c_h_9
1672553005,3229.0,0.0,tlx_692_c_h_9
1672553010,4753.0,0.0,tlx_692_c_h_9
1672553015,4038.0,0.0,tlx_692_c_h_9
1672553020,4005.0,0.0,tlx_692_c_h_9
1672553025,4079.0,0.0,tlx_692_c_h_9
1672553030,3021.0,0.0,tlx_692_c_h_9
1672553035,4096.0,0.0,tlx_692_c_h_9
1672553040,4212.0,0.0,tlx_692_c_h_9
1672553045,4621.0,0.0,tlx_692_c_h_9
1672553050,4945.0,0.0,tlx_692_c_h_9
1672553055,4964.0,0.0,tlx_692_c_h_9
1672553060,4890.0,0.0,tlx_692_c_h_9
1672553065,3225.0,0.0,tlx_692_c_h_9
1672553070,4842.0,0.0,tlx_692_c_h_9
