Time,DER_632_a_21_Watts,DER_632_a_21_Vars,DER_632_a_21_loc
1672552795,4230.0,0.0,tlx_632_a_h_21
1672552800,3838.0,0.0,tlx_632_a_h_21
1672552805,4464.0,0.0,tlx_632_a_h_21
1672552810,3772.0,0.0,tlx_632_a_h_21
1672552815,4493.0,0.0,tlx_632_a_h_21
1672552820,3716.0,0.0,tlx_632_a_h_21
1672552825,3261.0,0.0,tlx_632_a_h_21
1672552830,3212.0,0.0,tlx_632_a_h_21
1672552835,3338.0,0.0,tlx_632_a_h_21
1672552840,3824.0,0.0,tlx_632_a_h_21
1672552845,3042.0,0.0,tlx_632_a_h_21
1672552850,4572.0,0.0,tlx_632_a_h_21
1672552855,4944.0,0.0,tlx_632_a_h_21
1672552860,4064.0,0.0,tlx_632_a_h_21
1672552865,4132.0,0.0,tlx_632_a_h_21
1672552870,3421.0,0.0,tlx_632_a_h_21
1672552875,4354.0,0.0,tlx_632_a_h_21
1672552880,3972.0,0.0,tlx_632_a_h_21
1672552885,3920.0,0.0,tlx_632_a_h_21
1672552890,3146.0,0.0,tlx_632_a_h_21
1672552895,3221.0,0.0,tlx_632_a_h_21
1672552900,3773.0,0.0,tlx_632_a_h_21
1672552905,3477.0,0.0,tlx_632_a_h_21
1672552910,3215.0,0.0,tlx_632_a_h_21
1672552915,4243.0,0.0,tlx_632_a_h_21
1672552920,4047.0,0.0,tlx_632_a_h_21
1672552925,4708.0,0.0,tlx_632_a_h_21
1672552930,3001.0,0.0,tlx_632_a_h_21
1672552935,4549.0,0.0,tlx_632_a_h_21
1672552940,3362.0,0.0,tlx_632_a_h_21
1672552945,4885.0,0.0,tlx_632_a_h_21
1672552950,3554.0,0.0,tlx_632_a_h_21
1672552955,3325.0,0.0,tlx_632_a_h_21
1672552960,3764.0,0.0,tlx_632_a_h_21
1672552965,4829.0,0.0,tlx_632_a_h_21
1672552970,3268.0,0.0,tlx_632_a_h_21
1672552975,4494.0,0.0,tlx_632_a_h_21
1672552980,4283.0,0.0,tlx_632_a_h_21
1672552985,3801.0,0.0,tlx_632_a_h_21
1672552990,3177.0,0.0,tlx_632_a_h_21
1672552995,4288.0,0.0,tlx_632_a_h_21
1672553000,4077.0,0.0,tlx_632_a_h_21
1672553005,3508.0,0.0,tlx_632_a_h_21
1672553010,4543.0,0.0,tlx_632_a_h_21
1672553015,4155.0,0.0,tlx_632_a_h_21
1672553020,4749.0,0.0,tlx_632_a_h_21
1672553025,4843.0,0.0,tlx_632_a_h_21
1672553030,3318.0,0.0,tlx_632_a_h_21
1672553035,4064.0,0.0,tlx_632_a_h_21
1672553040,4470.0,0.0,tlx_632_a_h_21
1672553045,4992.0,0.0,tlx_632_a_h_21
1672553050,4083.0,0.0,tlx_632_a_h_21
1672553055,3851.0,0.0,tlx_632_a_h_21
1672553060,4597.0,0.0,tlx_632_a_h_21
1672553065,3311.0,0.0,tlx_632_a_h_21
1672553070,3147.0,0.0,tlx_632_a_h_21
1672553075,4737.0,0.0,tlx_632_a_h_21
1672553080,4236.0,0.0,tlx_632_a_h_21
1672553085,3735.0,0.0,tlx_632_a_h_21
1672553090,4899.0,0.0,tlx_632_a_h_21
1672553095,4145.0,0.0,tlx_632_a_h_21
1672553100,4170.0,0.0,tlx_632_a_h_21
1672553105,4790.0,0.0,tlx_632_a_h_21
1672553110,3277.0,0.0,tlx_632_a_h_21
1672553115,4492.0,0.0,tlx_632_a_h_21
1672553120,3912.0,0.0,tlx_632_a_h_21
1672553125,4638.0,0.0,tlx_632_a_h_21
1672553130,3447.0,0.0,tlx_632_a_h_21
1672553135,3273.0,0.0,tlx_632_a_h_21
1672553140,3848.0,0.0,tlx_632_a_h_21
1672553145,4629.0,0.0,tlx_632_a_h_21
1672553150,4699.0,0.0,tlx_632_a_h_21
1672553155,4836.0,0.0,tlx_632_a_h_21
1672553160,3573.0,0.0,tlx_632_a_h_21
1672553165,3440.0,0.0,tlx_632_a_h_21
1672553170,3825.0,0.0,tlx_632_a_h_21
1672553175,3074.0,0.0,tlx_632_a_h_21
1672553180,3360.0,0.0,tlx_632_a_h_21
1672553185,3004.0,0.0,tlx_632_a_h_21
1672553190,3425.0,0.0,tlx_632_a_h_21
1672553195,3463.0,0.0,tlx_632_a_h_21
1672553200,3703.0,0.0,tlx_632_a_h_21
1672553205,4884.0,0.0,tlx_632_a_h_21
1672553210,3128.0,0.0,tlx_632_a_h_21
1672553215,3635.0,0.0,tlx_632_a_h_21
1672553220,4371.0,0.0,tlx_632_a_h_21
1672553225,4983.0,0.0,tlx_632_a_h_21
1672553230,3490.0,0.0,tlx_632_a_h_21
1672553235,4047.0,0.0,tlx_632_a_h_21
1672553240,3961.0,0.0,tlx_632_a_h_21
1672553245,3625.0,0.0,tlx_632_a_h_21
1672553250,4847.0,0.0,tlx_632_a_h_21
1672553255,3782.0,0.0,tlx_632_a_h_21
1672553260,3047.0,0.0,tlx_632_a_h_21
1672553265,4400.0,0.0,tlx_632_a_h_21
1672553270,4511.0,0.0,tlx_632_a_h_21
1672553275,3489.0,0.0,tlx_632_a_h_21
1672553280,3915.0,0.0,tlx_632_a_h_21
1672553285,4058.0,0.0,tlx_632_a_h_21
1672553290,4584.0,0.0,tlx_632_a_h_21
1672553295,3917.0,0.0,tlx_632_a_h_21
1672553300,3330.0,0.0,tlx_632_a_h_21
1672553305,4355.0,0.0,tlx_632_a_h_21
1672553310,4403.0,0.0,tlx_632_a_h_21
1672553315,4812.0,0.0,tlx_632_a_h_21
1672553320,4840.0,0.0,tlx_632_a_h_21
1672553325,3298.0,0.0,tlx_632_a_h_21
1672553330,4853.0,0.0,tlx_632_a_h_21
1672553335,4323.0,0.0,tlx_632_a_h_21
1672553340,3341.0,0.0,tlx_632_a_h_21
1672553345,3643.0,0.0,tlx_632_a_h_21
1672553350,4195.0,0.0,tlx_632_a_h_21
1672553355,4134.0,0.0,tlx_632_a_h_21
1672553360,3982.0,0.0,tlx_632_a_h_21
1672553365,4670.0,0.0,tlx_632_a_h_21
1672553370,3327.0,0.0,tlx_632_a_h_21
1672553375,3845.0,0.0,tlx_632_a_h_21
1672553380,4773.0,0.0,tlx_632_a_h_21
1672553385,4811.0,0.0,tlx_632_a_h_21
1672553390,4421.0,0.0,tlx_632_a_h_21
1672553395,3213.0,0.0,tlx_632_a_h_21
1672553400,4626.0,0.0,tlx_632_a_h_21
1672553405,4427.0,0.0,tlx_632_a_h_21
1672553410,4547.0,0.0,tlx_632_a_h_21
1672553415,3255.0,0.0,tlx_632_a_h_21
1672553420,3851.0,0.0,tlx_632_a_h_21
1672553425,4946.0,0.0,tlx_632_a_h_21
1672553430,4477.0,0.0,tlx_632_a_h_21
1672553435,4451.0,0.0,tlx_632_a_h_21
1672553440,4141.0,0.0,tlx_632_a_h_21
1672553445,3533.0,0.0,tlx_632_a_h_21
1672553450,4654.0,0.0,tlx_632_a_h_21
1672553455,4359.0,0.0,tlx_632_a_h_21
1672553460,3493.0,0.0,tlx_632_a_h_21
