Time,DER_680_c_11_Watts,DER_680_c_11_Vars,DER_680_c_11_loc
1672552795,4366.0,0.0,tlx_680_c_h_11
1672552800,3225.0,0.0,tlx_680_c_h_11
1672552805,4538.0,0.0,tlx_680_c_h_11
1672552810,3671.0,0.0,tlx_680_c_h_11
1672552815,3153.0,0.0,tlx_680_c_h_11
1672552820,3310.0,0.0,tlx_680_c_h_11
1672552825,3979.0,0.0,tlx_680_c_h_11
1672552830,4058.0,0.0,tlx_680_c_h_11
1672552835,4842.0,0.0,tlx_680_c_h_11
1672552840,3897.0,0.0,tlx_680_c_h_11
1672552845,3313.0,0.0,tlx_680_c_h_11
1672552850,4356.0,0.0,tlx_680_c_h_11
1672552855,4954.0,0.0,tlx_680_c_h_11
1672552860,3633.0,0.0,tlx_680_c_h_11
1672552865,3160.0,0.0,tlx_680_c_h_11
1672552870,3634.0,0.0,tlx_680_c_h_11
1672552875,3369.0,0.0,tlx_680_c_h_11
1672552880,3309.0,0.0,tlx_680_c_h_11
1672552885,3158.0,0.0,tlx_680_c_h_11
1672552890,3501.0,0.0,tlx_680_c_h_11
1672552895,3750.0,0.0,tlx_680_c_h_11
1672552900,3415.0,0.0,tlx_680_c_h_11
1672552905,3372.0,0.0,tlx_680_c_h_11
1672552910,4429.0,0.0,tlx_680_c_h_11
1672552915,4120.0,0.0,tlx_680_c_h_11
1672552920,3458.0,0.0,tlx_680_c_h_11
1672552925,4292.0,0.0,tlx_680_c_h_11
1672552930,3184.0,0.0,tlx_680_c_h_11
1672552935,3220.0,0.0,tlx_680_c_h_11
1672552940,3779.0,0.0,tlx_680_c_h_11
1672552945,3108.0,0.0,tlx_680_c_h_11
1672552950,3367.0,0.0,tlx_680_c_h_11
1672552955,4134.0,0.0,tlx_680_c_h_11
1672552960,5000.0,0.0,tlx_680_c_h_11
1672552965,3941.0,0.0,tlx_680_c_h_11
1672552970,4223.0,0.0,tlx_680_c_h_11
1672552975,4666.0,0.0,tlx_680_c_h_11
1672552980,3991.0,0.0,tlx_680_c_h_11
1672552985,3275.0,0.0,tlx_680_c_h_11
1672552990,3505.0,0.0,tlx_680_c_h_11
1672552995,4124.0,0.0,tlx_680_c_h_11
1672553000,4632.0,0.0,tlx_680_c_h_11
1672553005,4557.0,0.0,tlx_680_c_h_11
1672553010,3083.0,0.0,tlx_680_c_h_11
1672553015,4090.0,0.0,tlx_680_c_h_11
1672553020,4939.0,0.0,tlx_680_c_h_11
1672553025,3765.0,0.0,tlx_680_c_h_11
1672553030,3323.0,0.0,tlx_680_c_h_11
1672553035,3815.0,0.0,tlx_680_c_h_11
1672553040,4146.0,0.0,tlx_680_c_h_11
1672553045,4130.0,0.0,tlx_680_c_h_11
1672553050,4580.0,0.0,tlx_680_c_h_11
