Time,DER_633_a_34_Watts,DER_633_a_34_Vars,DER_633_a_34_loc
1672552795,0.0,0.0,tlx_633_a_h_34
1672552800,0.0,0.0,tlx_633_a_h_34
1672552805,0.0,0.0,tlx_633_a_h_34
1672552810,0.0,0.0,tlx_633_a_h_34
1672552815,0.0,0.0,tlx_633_a_h_34
1672552820,0.0,0.0,tlx_633_a_h_34
1672552825,0.0,0.0,tlx_633_a_h_34
1672552830,0.0,0.0,tlx_633_a_h_34
1672552835,0.0,0.0,tlx_633_a_h_34
1672552840,0.0,0.0,tlx_633_a_h_34
1672552845,0.0,0.0,tlx_633_a_h_34
1672552850,0.0,0.0,tlx_633_a_h_34
1672552855,-4492.91,0.0,tlx_633_a_h_34
1672552860,-4492.91,0.0,tlx_633_a_h_34
1672552865,-4492.91,0.0,tlx_633_a_h_34
1672552870,-4492.91,0.0,tlx_633_a_h_34
1672552875,-4492.91,0.0,tlx_633_a_h_34
1672552880,-4492.91,0.0,tlx_633_a_h_34
1672552885,-4492.91,0.0,tlx_633_a_h_34
1672552890,-4492.91,0.0,tlx_633_a_h_34
1672552895,-4492.91,0.0,tlx_633_a_h_34
1672552900,-4492.91,0.0,tlx_633_a_h_34
1672552905,-4492.91,0.0,tlx_633_a_h_34
1672552910,-4492.91,0.0,tlx_633_a_h_34
1672552915,-4492.91,0.0,tlx_633_a_h_34
1672552920,-4492.91,0.0,tlx_633_a_h_34
1672552925,-4492.91,0.0,tlx_633_a_h_34
1672552930,-4492.91,0.0,tlx_633_a_h_34
1672552935,-4492.91,0.0,tlx_633_a_h_34
1672552940,-4492.91,0.0,tlx_633_a_h_34
1672552945,-4492.91,0.0,tlx_633_a_h_34
1672552950,-4492.91,0.0,tlx_633_a_h_34
1672552955,-4492.91,0.0,tlx_633_a_h_34
1672552960,-4492.91,0.0,tlx_633_a_h_34
1672552965,-4492.91,0.0,tlx_633_a_h_34
1672552970,-4492.91,0.0,tlx_633_a_h_34
1672552975,-4492.93,0.0,tlx_633_a_h_34
1672552980,-4492.93,0.0,tlx_633_a_h_34
1672552985,-4492.93,0.0,tlx_633_a_h_34
1672552990,-4492.93,0.0,tlx_633_a_h_34
1672552995,-4492.93,0.0,tlx_633_a_h_34
1672553000,-4492.93,0.0,tlx_633_a_h_34
1672553005,-4492.93,0.0,tlx_633_a_h_34
1672553010,-4492.93,0.0,tlx_633_a_h_34
1672553015,-4492.93,0.0,tlx_633_a_h_34
1672553020,-4492.93,0.0,tlx_633_a_h_34
1672553025,-4492.93,0.0,tlx_633_a_h_34
1672553030,-4492.93,0.0,tlx_633_a_h_34
1672553035,-4492.93,0.0,tlx_633_a_h_34
1672553040,-4492.93,0.0,tlx_633_a_h_34
1672553045,-4492.93,0.0,tlx_633_a_h_34
1672553050,-4492.93,0.0,tlx_633_a_h_34
1672553055,-4492.93,0.0,tlx_633_a_h_34
1672553060,-4492.93,0.0,tlx_633_a_h_34
1672553065,-4492.93,0.0,tlx_633_a_h_34
1672553070,-4492.93,0.0,tlx_633_a_h_34
1672553075,-4492.93,0.0,tlx_633_a_h_34
1672553080,-4492.93,0.0,tlx_633_a_h_34
1672553085,-4492.93,0.0,tlx_633_a_h_34
1672553090,-4492.93,0.0,tlx_633_a_h_34
1672553095,-4492.93,0.0,tlx_633_a_h_34
1672553100,-4492.93,0.0,tlx_633_a_h_34
1672553105,-4492.93,0.0,tlx_633_a_h_34
1672553110,-4492.93,0.0,tlx_633_a_h_34
1672553115,-4492.93,0.0,tlx_633_a_h_34
1672553120,-4492.93,0.0,tlx_633_a_h_34
1672553125,-4492.93,0.0,tlx_633_a_h_34
1672553130,-4492.93,0.0,tlx_633_a_h_34
1672553135,-4492.93,0.0,tlx_633_a_h_34
1672553140,-4492.93,0.0,tlx_633_a_h_34
1672553145,-4492.93,0.0,tlx_633_a_h_34
1672553150,-4492.93,0.0,tlx_633_a_h_34
1672553155,-4492.93,0.0,tlx_633_a_h_34
1672553160,-4492.93,0.0,tlx_633_a_h_34
1672553165,-4492.93,0.0,tlx_633_a_h_34
1672553170,-4492.93,0.0,tlx_633_a_h_34
1672553175,-4492.93,0.0,tlx_633_a_h_34
1672553180,-4492.93,0.0,tlx_633_a_h_34
1672553185,-4492.93,0.0,tlx_633_a_h_34
1672553190,-4492.93,0.0,tlx_633_a_h_34
1672553195,-4492.93,0.0,tlx_633_a_h_34
1672553200,-4492.93,0.0,tlx_633_a_h_34
1672553205,-4492.93,0.0,tlx_633_a_h_34
1672553210,-4492.93,0.0,tlx_633_a_h_34
1672553215,-4492.91,0.0,tlx_633_a_h_34
1672553220,-4492.91,0.0,tlx_633_a_h_34
1672553225,-4492.91,0.0,tlx_633_a_h_34
1672553230,-4492.91,0.0,tlx_633_a_h_34
1672553235,-4492.91,0.0,tlx_633_a_h_34
1672553240,-4492.91,0.0,tlx_633_a_h_34
1672553245,-4492.91,0.0,tlx_633_a_h_34
1672553250,-4492.91,0.0,tlx_633_a_h_34
1672553255,-4492.91,0.0,tlx_633_a_h_34
1672553260,-4492.91,0.0,tlx_633_a_h_34
1672553265,-4492.91,0.0,tlx_633_a_h_34
1672553270,-4492.91,0.0,tlx_633_a_h_34
1672553275,-4492.89,0.0,tlx_633_a_h_34
1672553280,-4492.89,0.0,tlx_633_a_h_34
1672553285,-4492.89,0.0,tlx_633_a_h_34
1672553290,-4492.89,0.0,tlx_633_a_h_34
1672553295,-4492.89,0.0,tlx_633_a_h_34
1672553300,-4492.89,0.0,tlx_633_a_h_34
1672553305,-4492.89,0.0,tlx_633_a_h_34
1672553310,-4492.89,0.0,tlx_633_a_h_34
1672553315,-4492.89,0.0,tlx_633_a_h_34
1672553320,-4492.89,0.0,tlx_633_a_h_34
1672553325,-4492.89,0.0,tlx_633_a_h_34
1672553330,-4492.89,0.0,tlx_633_a_h_34
1672553335,-4490.42,0.0,tlx_633_a_h_34
1672553340,-4490.42,0.0,tlx_633_a_h_34
1672553345,-4490.42,0.0,tlx_633_a_h_34
1672553350,-4490.42,0.0,tlx_633_a_h_34
1672553355,-4490.42,0.0,tlx_633_a_h_34
1672553360,-4490.42,0.0,tlx_633_a_h_34
1672553365,-4490.42,0.0,tlx_633_a_h_34
1672553370,-4490.42,0.0,tlx_633_a_h_34
1672553375,-4490.42,0.0,tlx_633_a_h_34
1672553380,-4490.42,0.0,tlx_633_a_h_34
1672553385,-4490.42,0.0,tlx_633_a_h_34
1672553390,-4490.42,0.0,tlx_633_a_h_34
1672553395,-4490.37,0.0,tlx_633_a_h_34
1672553400,-4490.37,0.0,tlx_633_a_h_34
1672553405,-4490.37,0.0,tlx_633_a_h_34
1672553410,-4490.37,0.0,tlx_633_a_h_34
1672553415,-4490.37,0.0,tlx_633_a_h_34
1672553420,-4490.37,0.0,tlx_633_a_h_34
1672553425,-4490.37,0.0,tlx_633_a_h_34
1672553430,-4490.37,0.0,tlx_633_a_h_34
1672553435,-4490.37,0.0,tlx_633_a_h_34
1672553440,-4490.37,0.0,tlx_633_a_h_34
1672553445,-4490.37,0.0,tlx_633_a_h_34
1672553450,-4490.37,0.0,tlx_633_a_h_34
1672553455,-4492.82,0.0,tlx_633_a_h_34
1672553460,-4492.82,0.0,tlx_633_a_h_34
1672553465,-4492.82,0.0,tlx_633_a_h_34
1672553470,-4492.82,0.0,tlx_633_a_h_34
1672553475,-4492.82,0.0,tlx_633_a_h_34
1672553480,-4492.82,0.0,tlx_633_a_h_34
1672553485,-4492.82,0.0,tlx_633_a_h_34
1672553490,-4492.82,0.0,tlx_633_a_h_34
1672553495,-4492.82,0.0,tlx_633_a_h_34
1672553500,-4492.82,0.0,tlx_633_a_h_34
1672553505,-4492.82,0.0,tlx_633_a_h_34
1672553510,-4492.82,0.0,tlx_633_a_h_34
1672553515,-4492.82,0.0,tlx_633_a_h_34
1672553520,-4492.82,0.0,tlx_633_a_h_34
1672553525,-4492.82,0.0,tlx_633_a_h_34
1672553530,-4492.82,0.0,tlx_633_a_h_34
1672553535,-4492.82,0.0,tlx_633_a_h_34
1672553540,-4492.82,0.0,tlx_633_a_h_34
1672553545,-4492.82,0.0,tlx_633_a_h_34
1672553550,-4492.82,0.0,tlx_633_a_h_34
1672553555,-4492.82,0.0,tlx_633_a_h_34
1672553560,-4492.82,0.0,tlx_633_a_h_34
1672553565,-4492.82,0.0,tlx_633_a_h_34
1672553570,-4492.82,0.0,tlx_633_a_h_34
1672553575,-4495.29,0.0,tlx_633_a_h_34
1672553580,-4495.29,0.0,tlx_633_a_h_34
1672553585,-4495.29,0.0,tlx_633_a_h_34
1672553590,-4495.29,0.0,tlx_633_a_h_34
1672553595,-4495.29,0.0,tlx_633_a_h_34
1672553600,-4495.29,0.0,tlx_633_a_h_34
1672553605,-4495.29,0.0,tlx_633_a_h_34
1672553610,-4495.29,0.0,tlx_633_a_h_34
1672553615,-4495.29,0.0,tlx_633_a_h_34
1672553620,-4495.29,0.0,tlx_633_a_h_34
1672553625,-4495.29,0.0,tlx_633_a_h_34
1672553630,-4495.29,0.0,tlx_633_a_h_34
1672553635,-4495.31,0.0,tlx_633_a_h_34
1672553640,-4495.31,0.0,tlx_633_a_h_34
1672553645,-4495.31,0.0,tlx_633_a_h_34
1672553650,-4495.31,0.0,tlx_633_a_h_34
1672553655,-4495.31,0.0,tlx_633_a_h_34
1672553660,-4495.31,0.0,tlx_633_a_h_34
1672553665,-4495.31,0.0,tlx_633_a_h_34
1672553670,-4495.31,0.0,tlx_633_a_h_34
1672553675,-4495.31,0.0,tlx_633_a_h_34
1672553680,-4495.31,0.0,tlx_633_a_h_34
1672553685,-4495.31,0.0,tlx_633_a_h_34
1672553690,-4495.31,0.0,tlx_633_a_h_34
1672553695,-4495.29,0.0,tlx_633_a_h_34
1672553700,-4495.29,0.0,tlx_633_a_h_34
1672553705,-4495.29,0.0,tlx_633_a_h_34
1672553710,-4495.29,0.0,tlx_633_a_h_34
1672553715,-4495.29,0.0,tlx_633_a_h_34
1672553720,-4495.29,0.0,tlx_633_a_h_34
1672553725,-4495.29,0.0,tlx_633_a_h_34
1672553730,-4495.29,0.0,tlx_633_a_h_34
1672553735,-4495.29,0.0,tlx_633_a_h_34
1672553740,-4495.29,0.0,tlx_633_a_h_34
1672553745,-4495.29,0.0,tlx_633_a_h_34
1672553750,-4495.29,0.0,tlx_633_a_h_34
1672553755,-4495.31,0.0,tlx_633_a_h_34
1672553760,-4495.31,0.0,tlx_633_a_h_34
1672553765,-4495.31,0.0,tlx_633_a_h_34
1672553770,-4495.31,0.0,tlx_633_a_h_34
1672553775,-4495.31,0.0,tlx_633_a_h_34
1672553780,-4495.31,0.0,tlx_633_a_h_34
1672553785,-4495.31,0.0,tlx_633_a_h_34
1672553790,-4495.31,0.0,tlx_633_a_h_34
1672553795,-4495.31,0.0,tlx_633_a_h_34
1672553800,-4495.31,0.0,tlx_633_a_h_34
1672553805,-4495.31,0.0,tlx_633_a_h_34
1672553810,-4495.31,0.0,tlx_633_a_h_34
1672553815,-4497.72,0.0,tlx_633_a_h_34
1672553820,-4497.72,0.0,tlx_633_a_h_34
1672553825,-4497.72,0.0,tlx_633_a_h_34
1672553830,-4497.72,0.0,tlx_633_a_h_34
1672553835,-4497.72,0.0,tlx_633_a_h_34
1672553840,-4497.72,0.0,tlx_633_a_h_34
1672553845,-4497.72,0.0,tlx_633_a_h_34
1672553850,-4497.72,0.0,tlx_633_a_h_34
1672553855,-4497.72,0.0,tlx_633_a_h_34
1672553860,-4497.72,0.0,tlx_633_a_h_34
1672553865,-4497.72,0.0,tlx_633_a_h_34
1672553870,-4497.72,0.0,tlx_633_a_h_34
1672553875,-4497.72,0.0,tlx_633_a_h_34
1672553880,-4497.72,0.0,tlx_633_a_h_34
1672553885,-4497.72,0.0,tlx_633_a_h_34
1672553890,-4497.72,0.0,tlx_633_a_h_34
1672553895,-4497.72,0.0,tlx_633_a_h_34
1672553900,-4497.72,0.0,tlx_633_a_h_34
1672553905,-4497.72,0.0,tlx_633_a_h_34
1672553910,-4497.72,0.0,tlx_633_a_h_34
1672553915,-4497.72,0.0,tlx_633_a_h_34
1672553920,-4497.72,0.0,tlx_633_a_h_34
1672553925,-4497.72,0.0,tlx_633_a_h_34
1672553930,-4497.72,0.0,tlx_633_a_h_34
1672553935,-4495.27,0.0,tlx_633_a_h_34
1672553940,-4495.27,0.0,tlx_633_a_h_34
1672553945,-4495.27,0.0,tlx_633_a_h_34
1672553950,-4495.27,0.0,tlx_633_a_h_34
1672553955,-4495.27,0.0,tlx_633_a_h_34
1672553960,-4495.27,0.0,tlx_633_a_h_34
1672553965,-4495.27,0.0,tlx_633_a_h_34
1672553970,-4495.27,0.0,tlx_633_a_h_34
1672553975,-4495.27,0.0,tlx_633_a_h_34
1672553980,-4495.27,0.0,tlx_633_a_h_34
1672553985,-4495.27,0.0,tlx_633_a_h_34
1672553990,-4495.27,0.0,tlx_633_a_h_34
1672553995,-4495.29,0.0,tlx_633_a_h_34
1672554000,-4495.29,0.0,tlx_633_a_h_34
1672554005,-4495.29,0.0,tlx_633_a_h_34
1672554010,-4495.29,0.0,tlx_633_a_h_34
1672554015,-4495.29,0.0,tlx_633_a_h_34
1672554020,-4495.29,0.0,tlx_633_a_h_34
1672554025,-4495.29,0.0,tlx_633_a_h_34
1672554030,-4495.29,0.0,tlx_633_a_h_34
1672554035,-4495.29,0.0,tlx_633_a_h_34
1672554040,-4495.29,0.0,tlx_633_a_h_34
1672554045,-4495.29,0.0,tlx_633_a_h_34
1672554050,-4495.29,0.0,tlx_633_a_h_34
1672554055,-4492.82,0.0,tlx_633_a_h_34
1672554060,-4492.82,0.0,tlx_633_a_h_34
1672554065,-4492.82,0.0,tlx_633_a_h_34
1672554070,-4492.82,0.0,tlx_633_a_h_34
1672554075,-4492.82,0.0,tlx_633_a_h_34
1672554080,-4492.82,0.0,tlx_633_a_h_34
1672554085,-4492.82,0.0,tlx_633_a_h_34
1672554090,-4492.82,0.0,tlx_633_a_h_34
1672554095,-4492.82,0.0,tlx_633_a_h_34
1672554100,-4492.82,0.0,tlx_633_a_h_34
1672554105,-4492.82,0.0,tlx_633_a_h_34
1672554110,-4492.82,0.0,tlx_633_a_h_34
1672554115,-4495.29,0.0,tlx_633_a_h_34
1672554120,-4495.29,0.0,tlx_633_a_h_34
1672554125,-4495.29,0.0,tlx_633_a_h_34
1672554130,-4495.29,0.0,tlx_633_a_h_34
1672554135,-4495.29,0.0,tlx_633_a_h_34
1672554140,-4495.29,0.0,tlx_633_a_h_34
1672554145,-4495.29,0.0,tlx_633_a_h_34
1672554150,-4495.29,0.0,tlx_633_a_h_34
1672554155,-4495.29,0.0,tlx_633_a_h_34
1672554160,-4495.29,0.0,tlx_633_a_h_34
1672554165,-4495.29,0.0,tlx_633_a_h_34
1672554170,-4495.29,0.0,tlx_633_a_h_34
1672554175,-4495.27,0.0,tlx_633_a_h_34
1672554180,-4495.27,0.0,tlx_633_a_h_34
1672554185,-4495.27,0.0,tlx_633_a_h_34
1672554190,-4495.27,0.0,tlx_633_a_h_34
1672554195,-4495.27,0.0,tlx_633_a_h_34
1672554200,-4495.27,0.0,tlx_633_a_h_34
1672554205,-4495.27,0.0,tlx_633_a_h_34
1672554210,-4495.27,0.0,tlx_633_a_h_34
1672554215,-4495.27,0.0,tlx_633_a_h_34
1672554220,-4495.27,0.0,tlx_633_a_h_34
1672554225,-4495.27,0.0,tlx_633_a_h_34
1672554230,-4495.27,0.0,tlx_633_a_h_34
1672554235,-4497.72,0.0,tlx_633_a_h_34
1672554240,-4497.72,0.0,tlx_633_a_h_34
1672554245,-4497.72,0.0,tlx_633_a_h_34
1672554250,-4497.72,0.0,tlx_633_a_h_34
1672554255,-4497.72,0.0,tlx_633_a_h_34
1672554260,-4497.72,0.0,tlx_633_a_h_34
1672554265,-4497.72,0.0,tlx_633_a_h_34
1672554270,-4497.72,0.0,tlx_633_a_h_34
1672554275,-4497.72,0.0,tlx_633_a_h_34
1672554280,-4497.72,0.0,tlx_633_a_h_34
1672554285,-4497.72,0.0,tlx_633_a_h_34
1672554290,-4497.72,0.0,tlx_633_a_h_34
1672554295,-4497.72,0.0,tlx_633_a_h_34
1672554300,-4497.72,0.0,tlx_633_a_h_34
1672554305,-4497.72,0.0,tlx_633_a_h_34
1672554310,-4497.72,0.0,tlx_633_a_h_34
1672554315,-4497.72,0.0,tlx_633_a_h_34
1672554320,-4497.72,0.0,tlx_633_a_h_34
1672554325,-4497.72,0.0,tlx_633_a_h_34
1672554330,-4497.72,0.0,tlx_633_a_h_34
1672554335,-4497.72,0.0,tlx_633_a_h_34
1672554340,-4497.72,0.0,tlx_633_a_h_34
1672554345,-4497.72,0.0,tlx_633_a_h_34
1672554350,-4497.72,0.0,tlx_633_a_h_34
1672554355,-4497.72,0.0,tlx_633_a_h_34
1672554360,-4497.72,0.0,tlx_633_a_h_34
1672554365,-4497.72,0.0,tlx_633_a_h_34
1672554370,-4497.72,0.0,tlx_633_a_h_34
1672554375,-4497.72,0.0,tlx_633_a_h_34
1672554380,-4497.72,0.0,tlx_633_a_h_34
1672554385,-4497.72,0.0,tlx_633_a_h_34
1672554390,-4497.72,0.0,tlx_633_a_h_34
1672554395,-4497.72,0.0,tlx_633_a_h_34
1672554400,-4497.72,0.0,tlx_633_a_h_34
1672554405,-4497.72,0.0,tlx_633_a_h_34
1672554410,-4497.72,0.0,tlx_633_a_h_34
1672554415,0.0,0.0,tlx_633_a_h_34
1672554420,0.0,0.0,tlx_633_a_h_34
1672554425,0.0,0.0,tlx_633_a_h_34
1672554430,0.0,0.0,tlx_633_a_h_34
1672554435,0.0,0.0,tlx_633_a_h_34
1672554440,0.0,0.0,tlx_633_a_h_34
1672554445,0.0,0.0,tlx_633_a_h_34
1672554450,0.0,0.0,tlx_633_a_h_34
1672554455,0.0,0.0,tlx_633_a_h_34
1672554460,0.0,0.0,tlx_633_a_h_34
