Time,DER_611_c_30_Watts,DER_611_c_30_Vars,DER_611_c_30_loc
1672552795,3974.0,0.0,tlx_611_c_h_30
1672552800,3370.0,0.0,tlx_611_c_h_30
1672552805,4235.0,0.0,tlx_611_c_h_30
1672552810,3419.0,0.0,tlx_611_c_h_30
1672552815,3297.0,0.0,tlx_611_c_h_30
1672552820,3338.0,0.0,tlx_611_c_h_30
1672552825,4399.0,0.0,tlx_611_c_h_30
1672552830,3339.0,0.0,tlx_611_c_h_30
1672552835,4063.0,0.0,tlx_611_c_h_30
1672552840,4364.0,0.0,tlx_611_c_h_30
1672552845,4501.0,0.0,tlx_611_c_h_30
1672552850,3656.0,0.0,tlx_611_c_h_30
1672552855,3739.0,0.0,tlx_611_c_h_30
1672552860,3733.0,0.0,tlx_611_c_h_30
1672552865,3224.0,0.0,tlx_611_c_h_30
1672552870,3875.0,0.0,tlx_611_c_h_30
1672552875,4740.0,0.0,tlx_611_c_h_30
1672552880,3117.0,0.0,tlx_611_c_h_30
1672552885,4545.0,0.0,tlx_611_c_h_30
1672552890,3181.0,0.0,tlx_611_c_h_30
1672552895,4266.0,0.0,tlx_611_c_h_30
1672552900,4360.0,0.0,tlx_611_c_h_30
1672552905,4155.0,0.0,tlx_611_c_h_30
1672552910,4706.0,0.0,tlx_611_c_h_30
1672552915,4691.0,0.0,tlx_611_c_h_30
1672552920,4367.0,0.0,tlx_611_c_h_30
1672552925,3857.0,0.0,tlx_611_c_h_30
1672552930,4131.0,0.0,tlx_611_c_h_30
1672552935,3853.0,0.0,tlx_611_c_h_30
1672552940,4888.0,0.0,tlx_611_c_h_30
1672552945,3104.0,0.0,tlx_611_c_h_30
1672552950,4568.0,0.0,tlx_611_c_h_30
1672552955,4946.0,0.0,tlx_611_c_h_30
1672552960,4964.0,0.0,tlx_611_c_h_30
1672552965,3013.0,0.0,tlx_611_c_h_30
1672552970,3172.0,0.0,tlx_611_c_h_30
1672552975,3814.0,0.0,tlx_611_c_h_30
1672552980,3451.0,0.0,tlx_611_c_h_30
1672552985,3549.0,0.0,tlx_611_c_h_30
1672552990,4045.0,0.0,tlx_611_c_h_30
1672552995,3036.0,0.0,tlx_611_c_h_30
1672553000,4040.0,0.0,tlx_611_c_h_30
1672553005,4351.0,0.0,tlx_611_c_h_30
1672553010,4393.0,0.0,tlx_611_c_h_30
1672553015,3624.0,0.0,tlx_611_c_h_30
1672553020,3940.0,0.0,tlx_611_c_h_30
1672553025,3334.0,0.0,tlx_611_c_h_30
1672553030,3781.0,0.0,tlx_611_c_h_30
1672553035,4255.0,0.0,tlx_611_c_h_30
1672553040,4462.0,0.0,tlx_611_c_h_30
1672553045,3721.0,0.0,tlx_611_c_h_30
1672553050,4187.0,0.0,tlx_611_c_h_30
1672553055,4048.0,0.0,tlx_611_c_h_30
1672553060,4412.0,0.0,tlx_611_c_h_30
1672553065,4390.0,0.0,tlx_611_c_h_30
1672553070,4699.0,0.0,tlx_611_c_h_30
1672553075,3865.0,0.0,tlx_611_c_h_30
1672553080,4096.0,0.0,tlx_611_c_h_30
1672553085,3968.0,0.0,tlx_611_c_h_30
1672553090,4298.0,0.0,tlx_611_c_h_30
1672553095,4395.0,0.0,tlx_611_c_h_30
1672553100,3027.0,0.0,tlx_611_c_h_30
1672553105,4801.0,0.0,tlx_611_c_h_30
1672553110,3737.0,0.0,tlx_611_c_h_30
1672553115,4139.0,0.0,tlx_611_c_h_30
1672553120,3871.0,0.0,tlx_611_c_h_30
1672553125,3937.0,0.0,tlx_611_c_h_30
1672553130,4061.0,0.0,tlx_611_c_h_30
1672553135,4963.0,0.0,tlx_611_c_h_30
1672553140,4486.0,0.0,tlx_611_c_h_30
1672553145,3768.0,0.0,tlx_611_c_h_30
1672553150,3009.0,0.0,tlx_611_c_h_30
1672553155,3238.0,0.0,tlx_611_c_h_30
1672553160,4878.0,0.0,tlx_611_c_h_30
1672553165,3622.0,0.0,tlx_611_c_h_30
1672553170,4604.0,0.0,tlx_611_c_h_30
1672553175,4409.0,0.0,tlx_611_c_h_30
1672553180,4355.0,0.0,tlx_611_c_h_30
1672553185,4904.0,0.0,tlx_611_c_h_30
1672553190,4231.0,0.0,tlx_611_c_h_30
1672553195,3959.0,0.0,tlx_611_c_h_30
1672553200,4298.0,0.0,tlx_611_c_h_30
1672553205,3852.0,0.0,tlx_611_c_h_30
1672553210,4728.0,0.0,tlx_611_c_h_30
1672553215,4853.0,0.0,tlx_611_c_h_30
1672553220,3577.0,0.0,tlx_611_c_h_30
1672553225,4329.0,0.0,tlx_611_c_h_30
1672553230,4384.0,0.0,tlx_611_c_h_30
1672553235,4157.0,0.0,tlx_611_c_h_30
1672553240,3361.0,0.0,tlx_611_c_h_30
1672553245,4006.0,0.0,tlx_611_c_h_30
1672553250,4446.0,0.0,tlx_611_c_h_30
1672553255,4043.0,0.0,tlx_611_c_h_30
1672553260,3615.0,0.0,tlx_611_c_h_30
1672553265,4878.0,0.0,tlx_611_c_h_30
1672553270,3300.0,0.0,tlx_611_c_h_30
1672553275,3935.0,0.0,tlx_611_c_h_30
1672553280,3810.0,0.0,tlx_611_c_h_30
1672553285,3928.0,0.0,tlx_611_c_h_30
1672553290,3247.0,0.0,tlx_611_c_h_30
1672553295,4444.0,0.0,tlx_611_c_h_30
1672553300,4494.0,0.0,tlx_611_c_h_30
1672553305,3146.0,0.0,tlx_611_c_h_30
1672553310,4674.0,0.0,tlx_611_c_h_30
1672553315,4380.0,0.0,tlx_611_c_h_30
1672553320,3789.0,0.0,tlx_611_c_h_30
1672553325,3633.0,0.0,tlx_611_c_h_30
1672553330,3723.0,0.0,tlx_611_c_h_30
1672553335,3945.0,0.0,tlx_611_c_h_30
1672553340,4547.0,0.0,tlx_611_c_h_30
1672553345,4918.0,0.0,tlx_611_c_h_30
1672553350,4003.0,0.0,tlx_611_c_h_30
1672553355,3067.0,0.0,tlx_611_c_h_30
1672553360,4461.0,0.0,tlx_611_c_h_30
1672553365,4631.0,0.0,tlx_611_c_h_30
1672553370,3193.0,0.0,tlx_611_c_h_30
1672553375,4448.0,0.0,tlx_611_c_h_30
1672553380,4998.0,0.0,tlx_611_c_h_30
1672553385,3175.0,0.0,tlx_611_c_h_30
1672553390,3569.0,0.0,tlx_611_c_h_30
1672553395,4026.0,0.0,tlx_611_c_h_30
1672553400,3487.0,0.0,tlx_611_c_h_30
1672553405,3428.0,0.0,tlx_611_c_h_30
1672553410,3320.0,0.0,tlx_611_c_h_30
1672553415,3265.0,0.0,tlx_611_c_h_30
1672553420,3913.0,0.0,tlx_611_c_h_30
1672553425,4463.0,0.0,tlx_611_c_h_30
1672553430,4429.0,0.0,tlx_611_c_h_30
1672553435,3042.0,0.0,tlx_611_c_h_30
1672553440,3933.0,0.0,tlx_611_c_h_30
1672553445,4471.0,0.0,tlx_611_c_h_30
1672553450,4628.0,0.0,tlx_611_c_h_30
1672553455,4233.0,0.0,tlx_611_c_h_30
1672553460,4625.0,0.0,tlx_611_c_h_30
1672553465,3583.0,0.0,tlx_611_c_h_30
1672553470,4426.0,0.0,tlx_611_c_h_30
1672553475,3130.0,0.0,tlx_611_c_h_30
1672553480,3399.0,0.0,tlx_611_c_h_30
1672553485,3712.0,0.0,tlx_611_c_h_30
1672553490,4094.0,0.0,tlx_611_c_h_30
1672553495,4427.0,0.0,tlx_611_c_h_30
1672553500,4086.0,0.0,tlx_611_c_h_30
1672553505,3190.0,0.0,tlx_611_c_h_30
1672553510,3382.0,0.0,tlx_611_c_h_30
1672553515,4391.0,0.0,tlx_611_c_h_30
1672553520,4303.0,0.0,tlx_611_c_h_30
1672553525,3543.0,0.0,tlx_611_c_h_30
1672553530,3697.0,0.0,tlx_611_c_h_30
1672553535,4882.0,0.0,tlx_611_c_h_30
1672553540,4224.0,0.0,tlx_611_c_h_30
1672553545,3840.0,0.0,tlx_611_c_h_30
1672553550,4603.0,0.0,tlx_611_c_h_30
1672553555,4851.0,0.0,tlx_611_c_h_30
1672553560,4866.0,0.0,tlx_611_c_h_30
1672553565,4590.0,0.0,tlx_611_c_h_30
1672553570,3030.0,0.0,tlx_611_c_h_30
1672553575,3488.0,0.0,tlx_611_c_h_30
1672553580,4876.0,0.0,tlx_611_c_h_30
1672553585,3802.0,0.0,tlx_611_c_h_30
1672553590,4789.0,0.0,tlx_611_c_h_30
1672553595,3700.0,0.0,tlx_611_c_h_30
1672553600,3408.0,0.0,tlx_611_c_h_30
1672553605,4780.0,0.0,tlx_611_c_h_30
1672553610,3862.0,0.0,tlx_611_c_h_30
1672553615,3456.0,0.0,tlx_611_c_h_30
1672553620,4559.0,0.0,tlx_611_c_h_30
1672553625,3267.0,0.0,tlx_611_c_h_30
1672553630,3592.0,0.0,tlx_611_c_h_30
1672553635,4699.0,0.0,tlx_611_c_h_30
1672553640,4052.0,0.0,tlx_611_c_h_30
1672553645,4675.0,0.0,tlx_611_c_h_30
1672553650,4766.0,0.0,tlx_611_c_h_30
1672553655,3768.0,0.0,tlx_611_c_h_30
1672553660,3680.0,0.0,tlx_611_c_h_30
1672553665,4988.0,0.0,tlx_611_c_h_30
1672553670,3985.0,0.0,tlx_611_c_h_30
1672553675,4758.0,0.0,tlx_611_c_h_30
1672553680,4605.0,0.0,tlx_611_c_h_30
1672553685,4220.0,0.0,tlx_611_c_h_30
1672553690,4040.0,0.0,tlx_611_c_h_30
1672553695,3667.0,0.0,tlx_611_c_h_30
1672553700,4873.0,0.0,tlx_611_c_h_30
1672553705,4178.0,0.0,tlx_611_c_h_30
1672553710,3232.0,0.0,tlx_611_c_h_30
1672553715,4392.0,0.0,tlx_611_c_h_30
1672553720,4772.0,0.0,tlx_611_c_h_30
1672553725,3718.0,0.0,tlx_611_c_h_30
1672553730,4301.0,0.0,tlx_611_c_h_30
1672553735,3548.0,0.0,tlx_611_c_h_30
1672553740,4092.0,0.0,tlx_611_c_h_30
1672553745,4403.0,0.0,tlx_611_c_h_30
1672553750,3788.0,0.0,tlx_611_c_h_30
1672553755,4105.0,0.0,tlx_611_c_h_30
1672553760,3290.0,0.0,tlx_611_c_h_30
1672553765,4784.0,0.0,tlx_611_c_h_30
1672553770,3615.0,0.0,tlx_611_c_h_30
1672553775,3429.0,0.0,tlx_611_c_h_30
1672553780,3889.0,0.0,tlx_611_c_h_30
1672553785,3241.0,0.0,tlx_611_c_h_30
1672553790,3554.0,0.0,tlx_611_c_h_30
1672553795,3978.0,0.0,tlx_611_c_h_30
1672553800,3124.0,0.0,tlx_611_c_h_30
1672553805,4234.0,0.0,tlx_611_c_h_30
1672553810,3169.0,0.0,tlx_611_c_h_30
1672553815,4245.0,0.0,tlx_611_c_h_30
1672553820,4419.0,0.0,tlx_611_c_h_30
1672553825,3321.0,0.0,tlx_611_c_h_30
1672553830,4316.0,0.0,tlx_611_c_h_30
1672553835,3451.0,0.0,tlx_611_c_h_30
1672553840,4982.0,0.0,tlx_611_c_h_30
1672553845,4491.0,0.0,tlx_611_c_h_30
1672553850,3439.0,0.0,tlx_611_c_h_30
1672553855,4152.0,0.0,tlx_611_c_h_30
1672553860,3049.0,0.0,tlx_611_c_h_30
1672553865,3591.0,0.0,tlx_611_c_h_30
1672553870,4353.0,0.0,tlx_611_c_h_30
1672553875,4533.0,0.0,tlx_611_c_h_30
1672553880,3574.0,0.0,tlx_611_c_h_30
1672553885,3644.0,0.0,tlx_611_c_h_30
1672553890,4567.0,0.0,tlx_611_c_h_30
1672553895,4629.0,0.0,tlx_611_c_h_30
1672553900,3661.0,0.0,tlx_611_c_h_30
1672553905,3781.0,0.0,tlx_611_c_h_30
