Time,DER_632_b_28_Watts,DER_632_b_28_Vars,DER_632_b_28_loc
1672552795,3108.0,0.0,tlx_632_b_h_28
1672552800,4996.0,0.0,tlx_632_b_h_28
1672552805,3905.0,0.0,tlx_632_b_h_28
1672552810,4918.0,0.0,tlx_632_b_h_28
1672552815,3984.0,0.0,tlx_632_b_h_28
1672552820,3269.0,0.0,tlx_632_b_h_28
1672552825,4366.0,0.0,tlx_632_b_h_28
1672552830,4125.0,0.0,tlx_632_b_h_28
1672552835,4684.0,0.0,tlx_632_b_h_28
1672552840,3864.0,0.0,tlx_632_b_h_28
1672552845,3843.0,0.0,tlx_632_b_h_28
1672552850,4736.0,0.0,tlx_632_b_h_28
1672552855,3842.0,0.0,tlx_632_b_h_28
1672552860,3115.0,0.0,tlx_632_b_h_28
1672552865,4117.0,0.0,tlx_632_b_h_28
1672552870,3666.0,0.0,tlx_632_b_h_28
1672552875,4604.0,0.0,tlx_632_b_h_28
1672552880,3117.0,0.0,tlx_632_b_h_28
1672552885,4927.0,0.0,tlx_632_b_h_28
1672552890,4600.0,0.0,tlx_632_b_h_28
1672552895,4537.0,0.0,tlx_632_b_h_28
1672552900,3223.0,0.0,tlx_632_b_h_28
1672552905,3568.0,0.0,tlx_632_b_h_28
1672552910,4180.0,0.0,tlx_632_b_h_28
1672552915,4204.0,0.0,tlx_632_b_h_28
1672552920,4583.0,0.0,tlx_632_b_h_28
1672552925,4418.0,0.0,tlx_632_b_h_28
1672552930,3240.0,0.0,tlx_632_b_h_28
1672552935,4735.0,0.0,tlx_632_b_h_28
1672552940,3952.0,0.0,tlx_632_b_h_28
1672552945,3035.0,0.0,tlx_632_b_h_28
1672552950,4753.0,0.0,tlx_632_b_h_28
1672552955,3245.0,0.0,tlx_632_b_h_28
1672552960,4170.0,0.0,tlx_632_b_h_28
1672552965,3841.0,0.0,tlx_632_b_h_28
1672552970,3401.0,0.0,tlx_632_b_h_28
1672552975,4074.0,0.0,tlx_632_b_h_28
1672552980,4427.0,0.0,tlx_632_b_h_28
1672552985,4687.0,0.0,tlx_632_b_h_28
