Time,DER_692_a_34_Watts,DER_692_a_34_Vars,DER_692_a_34_loc
1672552795,3200.0,0.0,tlx_692_a_h_34
1672552800,3839.0,0.0,tlx_692_a_h_34
1672552805,4080.0,0.0,tlx_692_a_h_34
1672552810,4343.0,0.0,tlx_692_a_h_34
1672552815,3148.0,0.0,tlx_692_a_h_34
1672552820,4515.0,0.0,tlx_692_a_h_34
1672552825,4129.0,0.0,tlx_692_a_h_34
1672552830,4414.0,0.0,tlx_692_a_h_34
1672552835,3835.0,0.0,tlx_692_a_h_34
1672552840,4815.0,0.0,tlx_692_a_h_34
1672552845,3960.0,0.0,tlx_692_a_h_34
1672552850,4559.0,0.0,tlx_692_a_h_34
1672552855,3374.0,0.0,tlx_692_a_h_34
1672552860,3007.0,0.0,tlx_692_a_h_34
1672552865,3666.0,0.0,tlx_692_a_h_34
1672552870,3823.0,0.0,tlx_692_a_h_34
1672552875,4702.0,0.0,tlx_692_a_h_34
1672552880,4410.0,0.0,tlx_692_a_h_34
1672552885,3388.0,0.0,tlx_692_a_h_34
1672552890,4952.0,0.0,tlx_692_a_h_34
1672552895,3790.0,0.0,tlx_692_a_h_34
1672552900,3395.0,0.0,tlx_692_a_h_34
1672552905,4640.0,0.0,tlx_692_a_h_34
1672552910,4434.0,0.0,tlx_692_a_h_34
1672552915,3360.0,0.0,tlx_692_a_h_34
1672552920,3724.0,0.0,tlx_692_a_h_34
1672552925,4327.0,0.0,tlx_692_a_h_34
1672552930,4908.0,0.0,tlx_692_a_h_34
1672552935,4603.0,0.0,tlx_692_a_h_34
1672552940,4074.0,0.0,tlx_692_a_h_34
1672552945,4667.0,0.0,tlx_692_a_h_34
1672552950,4531.0,0.0,tlx_692_a_h_34
1672552955,4432.0,0.0,tlx_692_a_h_34
1672552960,3979.0,0.0,tlx_692_a_h_34
1672552965,4221.0,0.0,tlx_692_a_h_34
1672552970,3860.0,0.0,tlx_692_a_h_34
1672552975,3566.0,0.0,tlx_692_a_h_34
1672552980,3990.0,0.0,tlx_692_a_h_34
1672552985,4572.0,0.0,tlx_692_a_h_34
1672552990,3541.0,0.0,tlx_692_a_h_34
1672552995,3754.0,0.0,tlx_692_a_h_34
1672553000,4034.0,0.0,tlx_692_a_h_34
1672553005,3728.0,0.0,tlx_692_a_h_34
1672553010,4342.0,0.0,tlx_692_a_h_34
1672553015,4501.0,0.0,tlx_692_a_h_34
1672553020,3141.0,0.0,tlx_692_a_h_34
1672553025,4008.0,0.0,tlx_692_a_h_34
1672553030,3378.0,0.0,tlx_692_a_h_34
1672553035,4540.0,0.0,tlx_692_a_h_34
1672553040,4903.0,0.0,tlx_692_a_h_34
1672553045,4179.0,0.0,tlx_692_a_h_34
1672553050,3523.0,0.0,tlx_692_a_h_34
1672553055,4826.0,0.0,tlx_692_a_h_34
1672553060,3104.0,0.0,tlx_692_a_h_34
1672553065,4079.0,0.0,tlx_692_a_h_34
1672553070,4816.0,0.0,tlx_692_a_h_34
1672553075,4091.0,0.0,tlx_692_a_h_34
1672553080,3242.0,0.0,tlx_692_a_h_34
