Time,DER_645_b_18_Watts,DER_645_b_18_Vars,DER_645_b_18_loc
1672552795,4955.0,0.0,tlx_645_b_h_18
1672552800,4595.0,0.0,tlx_645_b_h_18
1672552805,3546.0,0.0,tlx_645_b_h_18
1672552810,4610.0,0.0,tlx_645_b_h_18
1672552815,4440.0,0.0,tlx_645_b_h_18
1672552820,3353.0,0.0,tlx_645_b_h_18
1672552825,4225.0,0.0,tlx_645_b_h_18
1672552830,3541.0,0.0,tlx_645_b_h_18
1672552835,4120.0,0.0,tlx_645_b_h_18
1672552840,3014.0,0.0,tlx_645_b_h_18
1672552845,4589.0,0.0,tlx_645_b_h_18
1672552850,3622.0,0.0,tlx_645_b_h_18
1672552855,3130.0,0.0,tlx_645_b_h_18
1672552860,4704.0,0.0,tlx_645_b_h_18
1672552865,3952.0,0.0,tlx_645_b_h_18
1672552870,3582.0,0.0,tlx_645_b_h_18
1672552875,4663.0,0.0,tlx_645_b_h_18
1672552880,3554.0,0.0,tlx_645_b_h_18
1672552885,3262.0,0.0,tlx_645_b_h_18
1672552890,3181.0,0.0,tlx_645_b_h_18
1672552895,4122.0,0.0,tlx_645_b_h_18
1672552900,3191.0,0.0,tlx_645_b_h_18
1672552905,4909.0,0.0,tlx_645_b_h_18
1672552910,4846.0,0.0,tlx_645_b_h_18
1672552915,4589.0,0.0,tlx_645_b_h_18
1672552920,3712.0,0.0,tlx_645_b_h_18
1672552925,4882.0,0.0,tlx_645_b_h_18
1672552930,3928.0,0.0,tlx_645_b_h_18
1672552935,4423.0,0.0,tlx_645_b_h_18
1672552940,3844.0,0.0,tlx_645_b_h_18
1672552945,3907.0,0.0,tlx_645_b_h_18
1672552950,3357.0,0.0,tlx_645_b_h_18
1672552955,4066.0,0.0,tlx_645_b_h_18
1672552960,4051.0,0.0,tlx_645_b_h_18
1672552965,4662.0,0.0,tlx_645_b_h_18
1672552970,3242.0,0.0,tlx_645_b_h_18
1672552975,3575.0,0.0,tlx_645_b_h_18
1672552980,4217.0,0.0,tlx_645_b_h_18
1672552985,3840.0,0.0,tlx_645_b_h_18
1672552990,3155.0,0.0,tlx_645_b_h_18
1672552995,4194.0,0.0,tlx_645_b_h_18
1672553000,3681.0,0.0,tlx_645_b_h_18
1672553005,4405.0,0.0,tlx_645_b_h_18
1672553010,4598.0,0.0,tlx_645_b_h_18
1672553015,4827.0,0.0,tlx_645_b_h_18
1672553020,4098.0,0.0,tlx_645_b_h_18
1672553025,3208.0,0.0,tlx_645_b_h_18
1672553030,4729.0,0.0,tlx_645_b_h_18
1672553035,3714.0,0.0,tlx_645_b_h_18
1672553040,4115.0,0.0,tlx_645_b_h_18
1672553045,4178.0,0.0,tlx_645_b_h_18
1672553050,4056.0,0.0,tlx_645_b_h_18
1672553055,4150.0,0.0,tlx_645_b_h_18
1672553060,3730.0,0.0,tlx_645_b_h_18
1672553065,4244.0,0.0,tlx_645_b_h_18
1672553070,3798.0,0.0,tlx_645_b_h_18
1672553075,4937.0,0.0,tlx_645_b_h_18
1672553080,3660.0,0.0,tlx_645_b_h_18
1672553085,3250.0,0.0,tlx_645_b_h_18
1672553090,3904.0,0.0,tlx_645_b_h_18
1672553095,3209.0,0.0,tlx_645_b_h_18
1672553100,4168.0,0.0,tlx_645_b_h_18
1672553105,3330.0,0.0,tlx_645_b_h_18
1672553110,4072.0,0.0,tlx_645_b_h_18
1672553115,3785.0,0.0,tlx_645_b_h_18
1672553120,3581.0,0.0,tlx_645_b_h_18
1672553125,4337.0,0.0,tlx_645_b_h_18
1672553130,3213.0,0.0,tlx_645_b_h_18
1672553135,4079.0,0.0,tlx_645_b_h_18
1672553140,4703.0,0.0,tlx_645_b_h_18
1672553145,4528.0,0.0,tlx_645_b_h_18
1672553150,3524.0,0.0,tlx_645_b_h_18
1672553155,3601.0,0.0,tlx_645_b_h_18
1672553160,3965.0,0.0,tlx_645_b_h_18
1672553165,4482.0,0.0,tlx_645_b_h_18
1672553170,4325.0,0.0,tlx_645_b_h_18
1672553175,4902.0,0.0,tlx_645_b_h_18
1672553180,4229.0,0.0,tlx_645_b_h_18
1672553185,3063.0,0.0,tlx_645_b_h_18
1672553190,3803.0,0.0,tlx_645_b_h_18
1672553195,3785.0,0.0,tlx_645_b_h_18
1672553200,4476.0,0.0,tlx_645_b_h_18
1672553205,4547.0,0.0,tlx_645_b_h_18
1672553210,3431.0,0.0,tlx_645_b_h_18
1672553215,4087.0,0.0,tlx_645_b_h_18
1672553220,3154.0,0.0,tlx_645_b_h_18
1672553225,4572.0,0.0,tlx_645_b_h_18
1672553230,4291.0,0.0,tlx_645_b_h_18
1672553235,3165.0,0.0,tlx_645_b_h_18
1672553240,3975.0,0.0,tlx_645_b_h_18
1672553245,4508.0,0.0,tlx_645_b_h_18
1672553250,3089.0,0.0,tlx_645_b_h_18
1672553255,4059.0,0.0,tlx_645_b_h_18
1672553260,3351.0,0.0,tlx_645_b_h_18
1672553265,4134.0,0.0,tlx_645_b_h_18
1672553270,4683.0,0.0,tlx_645_b_h_18
1672553275,3652.0,0.0,tlx_645_b_h_18
1672553280,4195.0,0.0,tlx_645_b_h_18
1672553285,3449.0,0.0,tlx_645_b_h_18
1672553290,3426.0,0.0,tlx_645_b_h_18
1672553295,3477.0,0.0,tlx_645_b_h_18
1672553300,3283.0,0.0,tlx_645_b_h_18
1672553305,4316.0,0.0,tlx_645_b_h_18
1672553310,4884.0,0.0,tlx_645_b_h_18
1672553315,3039.0,0.0,tlx_645_b_h_18
1672553320,3010.0,0.0,tlx_645_b_h_18
1672553325,3953.0,0.0,tlx_645_b_h_18
1672553330,4542.0,0.0,tlx_645_b_h_18
1672553335,3074.0,0.0,tlx_645_b_h_18
1672553340,4063.0,0.0,tlx_645_b_h_18
1672553345,4007.0,0.0,tlx_645_b_h_18
1672553350,4771.0,0.0,tlx_645_b_h_18
1672553355,4955.0,0.0,tlx_645_b_h_18
1672553360,3140.0,0.0,tlx_645_b_h_18
1672553365,4560.0,0.0,tlx_645_b_h_18
1672553370,4354.0,0.0,tlx_645_b_h_18
1672553375,3410.0,0.0,tlx_645_b_h_18
1672553380,4841.0,0.0,tlx_645_b_h_18
1672553385,4730.0,0.0,tlx_645_b_h_18
1672553390,4577.0,0.0,tlx_645_b_h_18
1672553395,3683.0,0.0,tlx_645_b_h_18
1672553400,3464.0,0.0,tlx_645_b_h_18
1672553405,4351.0,0.0,tlx_645_b_h_18
1672553410,3744.0,0.0,tlx_645_b_h_18
1672553415,3488.0,0.0,tlx_645_b_h_18
1672553420,3237.0,0.0,tlx_645_b_h_18
1672553425,4631.0,0.0,tlx_645_b_h_18
1672553430,3833.0,0.0,tlx_645_b_h_18
1672553435,3924.0,0.0,tlx_645_b_h_18
1672553440,3963.0,0.0,tlx_645_b_h_18
1672553445,4180.0,0.0,tlx_645_b_h_18
1672553450,4324.0,0.0,tlx_645_b_h_18
1672553455,3500.0,0.0,tlx_645_b_h_18
1672553460,3817.0,0.0,tlx_645_b_h_18
1672553465,4178.0,0.0,tlx_645_b_h_18
1672553470,4503.0,0.0,tlx_645_b_h_18
1672553475,4749.0,0.0,tlx_645_b_h_18
1672553480,3252.0,0.0,tlx_645_b_h_18
1672553485,4858.0,0.0,tlx_645_b_h_18
1672553490,3665.0,0.0,tlx_645_b_h_18
1672553495,4612.0,0.0,tlx_645_b_h_18
1672553500,4643.0,0.0,tlx_645_b_h_18
1672553505,4106.0,0.0,tlx_645_b_h_18
1672553510,4803.0,0.0,tlx_645_b_h_18
1672553515,3033.0,0.0,tlx_645_b_h_18
1672553520,4984.0,0.0,tlx_645_b_h_18
1672553525,4798.0,0.0,tlx_645_b_h_18
1672553530,3042.0,0.0,tlx_645_b_h_18
1672553535,4303.0,0.0,tlx_645_b_h_18
1672553540,3138.0,0.0,tlx_645_b_h_18
1672553545,3352.0,0.0,tlx_645_b_h_18
1672553550,3016.0,0.0,tlx_645_b_h_18
1672553555,4319.0,0.0,tlx_645_b_h_18
1672553560,4582.0,0.0,tlx_645_b_h_18
1672553565,3555.0,0.0,tlx_645_b_h_18
1672553570,3141.0,0.0,tlx_645_b_h_18
1672553575,4817.0,0.0,tlx_645_b_h_18
1672553580,3567.0,0.0,tlx_645_b_h_18
1672553585,4718.0,0.0,tlx_645_b_h_18
1672553590,4594.0,0.0,tlx_645_b_h_18
1672553595,3170.0,0.0,tlx_645_b_h_18
1672553600,3777.0,0.0,tlx_645_b_h_18
1672553605,3923.0,0.0,tlx_645_b_h_18
