Time,DER_645_c_26_Watts,DER_645_c_26_Vars,DER_645_c_26_loc
1672552795,4686.0,0.0,tlx_645_c_h_26
1672552800,4680.0,0.0,tlx_645_c_h_26
1672552805,4934.0,0.0,tlx_645_c_h_26
1672552810,3753.0,0.0,tlx_645_c_h_26
1672552815,3290.0,0.0,tlx_645_c_h_26
1672552820,4511.0,0.0,tlx_645_c_h_26
1672552825,3210.0,0.0,tlx_645_c_h_26
1672552830,4432.0,0.0,tlx_645_c_h_26
1672552835,3234.0,0.0,tlx_645_c_h_26
1672552840,4379.0,0.0,tlx_645_c_h_26
1672552845,3577.0,0.0,tlx_645_c_h_26
1672552850,4569.0,0.0,tlx_645_c_h_26
1672552855,3431.0,0.0,tlx_645_c_h_26
1672552860,3953.0,0.0,tlx_645_c_h_26
1672552865,4872.0,0.0,tlx_645_c_h_26
1672552870,3013.0,0.0,tlx_645_c_h_26
1672552875,3008.0,0.0,tlx_645_c_h_26
1672552880,3837.0,0.0,tlx_645_c_h_26
1672552885,4867.0,0.0,tlx_645_c_h_26
1672552890,3653.0,0.0,tlx_645_c_h_26
1672552895,3242.0,0.0,tlx_645_c_h_26
1672552900,4597.0,0.0,tlx_645_c_h_26
1672552905,3696.0,0.0,tlx_645_c_h_26
1672552910,3809.0,0.0,tlx_645_c_h_26
1672552915,4871.0,0.0,tlx_645_c_h_26
1672552920,3445.0,0.0,tlx_645_c_h_26
1672552925,3645.0,0.0,tlx_645_c_h_26
1672552930,3862.0,0.0,tlx_645_c_h_26
1672552935,3646.0,0.0,tlx_645_c_h_26
1672552940,4604.0,0.0,tlx_645_c_h_26
1672552945,3107.0,0.0,tlx_645_c_h_26
1672552950,4269.0,0.0,tlx_645_c_h_26
1672552955,3695.0,0.0,tlx_645_c_h_26
1672552960,3942.0,0.0,tlx_645_c_h_26
1672552965,4227.0,0.0,tlx_645_c_h_26
1672552970,3694.0,0.0,tlx_645_c_h_26
1672552975,4608.0,0.0,tlx_645_c_h_26
1672552980,3306.0,0.0,tlx_645_c_h_26
1672552985,4225.0,0.0,tlx_645_c_h_26
1672552990,4160.0,0.0,tlx_645_c_h_26
1672552995,4505.0,0.0,tlx_645_c_h_26
1672553000,3448.0,0.0,tlx_645_c_h_26
1672553005,4412.0,0.0,tlx_645_c_h_26
1672553010,4793.0,0.0,tlx_645_c_h_26
1672553015,4355.0,0.0,tlx_645_c_h_26
1672553020,3934.0,0.0,tlx_645_c_h_26
1672553025,4139.0,0.0,tlx_645_c_h_26
1672553030,4568.0,0.0,tlx_645_c_h_26
1672553035,4200.0,0.0,tlx_645_c_h_26
1672553040,3468.0,0.0,tlx_645_c_h_26
1672553045,3277.0,0.0,tlx_645_c_h_26
1672553050,4547.0,0.0,tlx_645_c_h_26
1672553055,4378.0,0.0,tlx_645_c_h_26
1672553060,3545.0,0.0,tlx_645_c_h_26
1672553065,4885.0,0.0,tlx_645_c_h_26
1672553070,3052.0,0.0,tlx_645_c_h_26
1672553075,3933.0,0.0,tlx_645_c_h_26
1672553080,4140.0,0.0,tlx_645_c_h_26
1672553085,4677.0,0.0,tlx_645_c_h_26
1672553090,4537.0,0.0,tlx_645_c_h_26
1672553095,4989.0,0.0,tlx_645_c_h_26
1672553100,3471.0,0.0,tlx_645_c_h_26
1672553105,3825.0,0.0,tlx_645_c_h_26
1672553110,3990.0,0.0,tlx_645_c_h_26
1672553115,4795.0,0.0,tlx_645_c_h_26
1672553120,3264.0,0.0,tlx_645_c_h_26
1672553125,4647.0,0.0,tlx_645_c_h_26
1672553130,4309.0,0.0,tlx_645_c_h_26
1672553135,4384.0,0.0,tlx_645_c_h_26
1672553140,3906.0,0.0,tlx_645_c_h_26
1672553145,4456.0,0.0,tlx_645_c_h_26
1672553150,3852.0,0.0,tlx_645_c_h_26
1672553155,3698.0,0.0,tlx_645_c_h_26
1672553160,3537.0,0.0,tlx_645_c_h_26
1672553165,4605.0,0.0,tlx_645_c_h_26
1672553170,3838.0,0.0,tlx_645_c_h_26
1672553175,4463.0,0.0,tlx_645_c_h_26
1672553180,4390.0,0.0,tlx_645_c_h_26
1672553185,3667.0,0.0,tlx_645_c_h_26
1672553190,3930.0,0.0,tlx_645_c_h_26
1672553195,3417.0,0.0,tlx_645_c_h_26
1672553200,3784.0,0.0,tlx_645_c_h_26
1672553205,3185.0,0.0,tlx_645_c_h_26
1672553210,4266.0,0.0,tlx_645_c_h_26
1672553215,4458.0,0.0,tlx_645_c_h_26
1672553220,3810.0,0.0,tlx_645_c_h_26
1672553225,3624.0,0.0,tlx_645_c_h_26
1672553230,3451.0,0.0,tlx_645_c_h_26
1672553235,4623.0,0.0,tlx_645_c_h_26
1672553240,3436.0,0.0,tlx_645_c_h_26
1672553245,4695.0,0.0,tlx_645_c_h_26
1672553250,4863.0,0.0,tlx_645_c_h_26
1672553255,4884.0,0.0,tlx_645_c_h_26
1672553260,3858.0,0.0,tlx_645_c_h_26
1672553265,4159.0,0.0,tlx_645_c_h_26
1672553270,3335.0,0.0,tlx_645_c_h_26
1672553275,4752.0,0.0,tlx_645_c_h_26
1672553280,4198.0,0.0,tlx_645_c_h_26
1672553285,4659.0,0.0,tlx_645_c_h_26
1672553290,4403.0,0.0,tlx_645_c_h_26
1672553295,4696.0,0.0,tlx_645_c_h_26
1672553300,4049.0,0.0,tlx_645_c_h_26
1672553305,4599.0,0.0,tlx_645_c_h_26
1672553310,4939.0,0.0,tlx_645_c_h_26
