Time,DER_692_b_23_Watts,DER_692_b_23_Vars,DER_692_b_23_loc
1672552795,4094.0,0.0,tlx_692_b_h_23
1672552800,3828.0,0.0,tlx_692_b_h_23
1672552805,4904.0,0.0,tlx_692_b_h_23
1672552810,3197.0,0.0,tlx_692_b_h_23
1672552815,4992.0,0.0,tlx_692_b_h_23
1672552820,3875.0,0.0,tlx_692_b_h_23
1672552825,3311.0,0.0,tlx_692_b_h_23
1672552830,3687.0,0.0,tlx_692_b_h_23
1672552835,4541.0,0.0,tlx_692_b_h_23
1672552840,4813.0,0.0,tlx_692_b_h_23
1672552845,4935.0,0.0,tlx_692_b_h_23
1672552850,4178.0,0.0,tlx_692_b_h_23
1672552855,3783.0,0.0,tlx_692_b_h_23
1672552860,4725.0,0.0,tlx_692_b_h_23
1672552865,3859.0,0.0,tlx_692_b_h_23
1672552870,3287.0,0.0,tlx_692_b_h_23
1672552875,3246.0,0.0,tlx_692_b_h_23
1672552880,4686.0,0.0,tlx_692_b_h_23
1672552885,3737.0,0.0,tlx_692_b_h_23
1672552890,3659.0,0.0,tlx_692_b_h_23
1672552895,3156.0,0.0,tlx_692_b_h_23
1672552900,4534.0,0.0,tlx_692_b_h_23
1672552905,3281.0,0.0,tlx_692_b_h_23
1672552910,4205.0,0.0,tlx_692_b_h_23
1672552915,4075.0,0.0,tlx_692_b_h_23
1672552920,3979.0,0.0,tlx_692_b_h_23
1672552925,4304.0,0.0,tlx_692_b_h_23
1672552930,3864.0,0.0,tlx_692_b_h_23
1672552935,4462.0,0.0,tlx_692_b_h_23
1672552940,3217.0,0.0,tlx_692_b_h_23
1672552945,3383.0,0.0,tlx_692_b_h_23
1672552950,3284.0,0.0,tlx_692_b_h_23
1672552955,4409.0,0.0,tlx_692_b_h_23
1672552960,3659.0,0.0,tlx_692_b_h_23
1672552965,4980.0,0.0,tlx_692_b_h_23
1672552970,3151.0,0.0,tlx_692_b_h_23
1672552975,3920.0,0.0,tlx_692_b_h_23
1672552980,4797.0,0.0,tlx_692_b_h_23
1672552985,4478.0,0.0,tlx_692_b_h_23
1672552990,3317.0,0.0,tlx_692_b_h_23
1672552995,4128.0,0.0,tlx_692_b_h_23
1672553000,3534.0,0.0,tlx_692_b_h_23
1672553005,3719.0,0.0,tlx_692_b_h_23
1672553010,3955.0,0.0,tlx_692_b_h_23
1672553015,3001.0,0.0,tlx_692_b_h_23
1672553020,3475.0,0.0,tlx_692_b_h_23
1672553025,3553.0,0.0,tlx_692_b_h_23
1672553030,4704.0,0.0,tlx_692_b_h_23
1672553035,3965.0,0.0,tlx_692_b_h_23
1672553040,4976.0,0.0,tlx_692_b_h_23
1672553045,4009.0,0.0,tlx_692_b_h_23
1672553050,3183.0,0.0,tlx_692_b_h_23
1672553055,4448.0,0.0,tlx_692_b_h_23
1672553060,4934.0,0.0,tlx_692_b_h_23
1672553065,3400.0,0.0,tlx_692_b_h_23
1672553070,3749.0,0.0,tlx_692_b_h_23
1672553075,4210.0,0.0,tlx_692_b_h_23
1672553080,4860.0,0.0,tlx_692_b_h_23
1672553085,3597.0,0.0,tlx_692_b_h_23
1672553090,3101.0,0.0,tlx_692_b_h_23
1672553095,3667.0,0.0,tlx_692_b_h_23
1672553100,3182.0,0.0,tlx_692_b_h_23
1672553105,3638.0,0.0,tlx_692_b_h_23
1672553110,4821.0,0.0,tlx_692_b_h_23
1672553115,3445.0,0.0,tlx_692_b_h_23
1672553120,3429.0,0.0,tlx_692_b_h_23
1672553125,4591.0,0.0,tlx_692_b_h_23
1672553130,4318.0,0.0,tlx_692_b_h_23
1672553135,4010.0,0.0,tlx_692_b_h_23
