Time,DER_633_a_22_Watts,DER_633_a_22_Vars,DER_633_a_22_loc
1672552795,4239.0,0.0,tlx_633_a_h_22
1672552800,4628.0,0.0,tlx_633_a_h_22
1672552805,3784.0,0.0,tlx_633_a_h_22
1672552810,3647.0,0.0,tlx_633_a_h_22
1672552815,4550.0,0.0,tlx_633_a_h_22
1672552820,4806.0,0.0,tlx_633_a_h_22
1672552825,3040.0,0.0,tlx_633_a_h_22
1672552830,3468.0,0.0,tlx_633_a_h_22
1672552835,3204.0,0.0,tlx_633_a_h_22
1672552840,3444.0,0.0,tlx_633_a_h_22
1672552845,3898.0,0.0,tlx_633_a_h_22
1672552850,4473.0,0.0,tlx_633_a_h_22
1672552855,4680.0,0.0,tlx_633_a_h_22
1672552860,3150.0,0.0,tlx_633_a_h_22
1672552865,4159.0,0.0,tlx_633_a_h_22
1672552870,4111.0,0.0,tlx_633_a_h_22
1672552875,4917.0,0.0,tlx_633_a_h_22
1672552880,3220.0,0.0,tlx_633_a_h_22
1672552885,4832.0,0.0,tlx_633_a_h_22
1672552890,4869.0,0.0,tlx_633_a_h_22
1672552895,3617.0,0.0,tlx_633_a_h_22
1672552900,4253.0,0.0,tlx_633_a_h_22
1672552905,4227.0,0.0,tlx_633_a_h_22
1672552910,4661.0,0.0,tlx_633_a_h_22
1672552915,3742.0,0.0,tlx_633_a_h_22
1672552920,4833.0,0.0,tlx_633_a_h_22
1672552925,4569.0,0.0,tlx_633_a_h_22
1672552930,4673.0,0.0,tlx_633_a_h_22
1672552935,3057.0,0.0,tlx_633_a_h_22
1672552940,3034.0,0.0,tlx_633_a_h_22
1672552945,3844.0,0.0,tlx_633_a_h_22
1672552950,3018.0,0.0,tlx_633_a_h_22
1672552955,4913.0,0.0,tlx_633_a_h_22
1672552960,3458.0,0.0,tlx_633_a_h_22
1672552965,3698.0,0.0,tlx_633_a_h_22
1672552970,4111.0,0.0,tlx_633_a_h_22
1672552975,4918.0,0.0,tlx_633_a_h_22
1672552980,4233.0,0.0,tlx_633_a_h_22
1672552985,4514.0,0.0,tlx_633_a_h_22
1672552990,3426.0,0.0,tlx_633_a_h_22
1672552995,4650.0,0.0,tlx_633_a_h_22
1672553000,4499.0,0.0,tlx_633_a_h_22
1672553005,4852.0,0.0,tlx_633_a_h_22
1672553010,3209.0,0.0,tlx_633_a_h_22
1672553015,4626.0,0.0,tlx_633_a_h_22
1672553020,3275.0,0.0,tlx_633_a_h_22
1672553025,3173.0,0.0,tlx_633_a_h_22
1672553030,3607.0,0.0,tlx_633_a_h_22
