Time,DER_680_c_20_Watts,DER_680_c_20_Vars,DER_680_c_20_loc
1672552795,4412.0,0.0,tlx_680_c_h_20
1672552800,3200.0,0.0,tlx_680_c_h_20
1672552805,3438.0,0.0,tlx_680_c_h_20
1672552810,4759.0,0.0,tlx_680_c_h_20
1672552815,4978.0,0.0,tlx_680_c_h_20
1672552820,3648.0,0.0,tlx_680_c_h_20
1672552825,4223.0,0.0,tlx_680_c_h_20
1672552830,4745.0,0.0,tlx_680_c_h_20
1672552835,3986.0,0.0,tlx_680_c_h_20
1672552840,3423.0,0.0,tlx_680_c_h_20
1672552845,3653.0,0.0,tlx_680_c_h_20
1672552850,4713.0,0.0,tlx_680_c_h_20
1672552855,3458.0,0.0,tlx_680_c_h_20
1672552860,4070.0,0.0,tlx_680_c_h_20
1672552865,4647.0,0.0,tlx_680_c_h_20
1672552870,3030.0,0.0,tlx_680_c_h_20
1672552875,4972.0,0.0,tlx_680_c_h_20
1672552880,3983.0,0.0,tlx_680_c_h_20
1672552885,3018.0,0.0,tlx_680_c_h_20
1672552890,4929.0,0.0,tlx_680_c_h_20
1672552895,3011.0,0.0,tlx_680_c_h_20
1672552900,4262.0,0.0,tlx_680_c_h_20
1672552905,3682.0,0.0,tlx_680_c_h_20
1672552910,4822.0,0.0,tlx_680_c_h_20
1672552915,4253.0,0.0,tlx_680_c_h_20
1672552920,4387.0,0.0,tlx_680_c_h_20
1672552925,3064.0,0.0,tlx_680_c_h_20
1672552930,3738.0,0.0,tlx_680_c_h_20
1672552935,4479.0,0.0,tlx_680_c_h_20
1672552940,4698.0,0.0,tlx_680_c_h_20
1672552945,4180.0,0.0,tlx_680_c_h_20
1672552950,3976.0,0.0,tlx_680_c_h_20
1672552955,3696.0,0.0,tlx_680_c_h_20
1672552960,4889.0,0.0,tlx_680_c_h_20
1672552965,4351.0,0.0,tlx_680_c_h_20
1672552970,3288.0,0.0,tlx_680_c_h_20
1672552975,4731.0,0.0,tlx_680_c_h_20
1672552980,4809.0,0.0,tlx_680_c_h_20
1672552985,4936.0,0.0,tlx_680_c_h_20
1672552990,4508.0,0.0,tlx_680_c_h_20
1672552995,4092.0,0.0,tlx_680_c_h_20
1672553000,4003.0,0.0,tlx_680_c_h_20
1672553005,4511.0,0.0,tlx_680_c_h_20
1672553010,3429.0,0.0,tlx_680_c_h_20
1672553015,4128.0,0.0,tlx_680_c_h_20
1672553020,4077.0,0.0,tlx_680_c_h_20
1672553025,3745.0,0.0,tlx_680_c_h_20
1672553030,4297.0,0.0,tlx_680_c_h_20
1672553035,3196.0,0.0,tlx_680_c_h_20
1672553040,4487.0,0.0,tlx_680_c_h_20
1672553045,4691.0,0.0,tlx_680_c_h_20
1672553050,4352.0,0.0,tlx_680_c_h_20
