Time,DER_692_a_25_Watts,DER_692_a_25_Vars,DER_692_a_25_loc
1672552795,4293.0,0.0,tlx_692_a_h_25
1672552800,3893.0,0.0,tlx_692_a_h_25
1672552805,3201.0,0.0,tlx_692_a_h_25
1672552810,3810.0,0.0,tlx_692_a_h_25
1672552815,4251.0,0.0,tlx_692_a_h_25
1672552820,4472.0,0.0,tlx_692_a_h_25
1672552825,3116.0,0.0,tlx_692_a_h_25
1672552830,4552.0,0.0,tlx_692_a_h_25
1672552835,3015.0,0.0,tlx_692_a_h_25
1672552840,4428.0,0.0,tlx_692_a_h_25
1672552845,4055.0,0.0,tlx_692_a_h_25
1672552850,3084.0,0.0,tlx_692_a_h_25
1672552855,4878.0,0.0,tlx_692_a_h_25
1672552860,3610.0,0.0,tlx_692_a_h_25
1672552865,4049.0,0.0,tlx_692_a_h_25
1672552870,3775.0,0.0,tlx_692_a_h_25
1672552875,4480.0,0.0,tlx_692_a_h_25
1672552880,4163.0,0.0,tlx_692_a_h_25
1672552885,4218.0,0.0,tlx_692_a_h_25
1672552890,3545.0,0.0,tlx_692_a_h_25
1672552895,3076.0,0.0,tlx_692_a_h_25
1672552900,4320.0,0.0,tlx_692_a_h_25
1672552905,3900.0,0.0,tlx_692_a_h_25
1672552910,4082.0,0.0,tlx_692_a_h_25
1672552915,4781.0,0.0,tlx_692_a_h_25
1672552920,4304.0,0.0,tlx_692_a_h_25
1672552925,3895.0,0.0,tlx_692_a_h_25
1672552930,3139.0,0.0,tlx_692_a_h_25
1672552935,3650.0,0.0,tlx_692_a_h_25
1672552940,3979.0,0.0,tlx_692_a_h_25
1672552945,4016.0,0.0,tlx_692_a_h_25
1672552950,4839.0,0.0,tlx_692_a_h_25
1672552955,4490.0,0.0,tlx_692_a_h_25
1672552960,4738.0,0.0,tlx_692_a_h_25
1672552965,3133.0,0.0,tlx_692_a_h_25
1672552970,3867.0,0.0,tlx_692_a_h_25
1672552975,4239.0,0.0,tlx_692_a_h_25
1672552980,4223.0,0.0,tlx_692_a_h_25
1672552985,3310.0,0.0,tlx_692_a_h_25
1672552990,3545.0,0.0,tlx_692_a_h_25
1672552995,4299.0,0.0,tlx_692_a_h_25
1672553000,4212.0,0.0,tlx_692_a_h_25
1672553005,4852.0,0.0,tlx_692_a_h_25
1672553010,4298.0,0.0,tlx_692_a_h_25
1672553015,3531.0,0.0,tlx_692_a_h_25
1672553020,3271.0,0.0,tlx_692_a_h_25
1672553025,4623.0,0.0,tlx_692_a_h_25
1672553030,3875.0,0.0,tlx_692_a_h_25
1672553035,4021.0,0.0,tlx_692_a_h_25
1672553040,3342.0,0.0,tlx_692_a_h_25
1672553045,4950.0,0.0,tlx_692_a_h_25
1672553050,3109.0,0.0,tlx_692_a_h_25
1672553055,3126.0,0.0,tlx_692_a_h_25
1672553060,3932.0,0.0,tlx_692_a_h_25
1672553065,4581.0,0.0,tlx_692_a_h_25
1672553070,4516.0,0.0,tlx_692_a_h_25
1672553075,4868.0,0.0,tlx_692_a_h_25
1672553080,4060.0,0.0,tlx_692_a_h_25
1672553085,3286.0,0.0,tlx_692_a_h_25
1672553090,3436.0,0.0,tlx_692_a_h_25
1672553095,4420.0,0.0,tlx_692_a_h_25
1672553100,3276.0,0.0,tlx_692_a_h_25
1672553105,4336.0,0.0,tlx_692_a_h_25
1672553110,3723.0,0.0,tlx_692_a_h_25
1672553115,3413.0,0.0,tlx_692_a_h_25
1672553120,3603.0,0.0,tlx_692_a_h_25
1672553125,4751.0,0.0,tlx_692_a_h_25
1672553130,3478.0,0.0,tlx_692_a_h_25
1672553135,4388.0,0.0,tlx_692_a_h_25
1672553140,3999.0,0.0,tlx_692_a_h_25
1672553145,3795.0,0.0,tlx_692_a_h_25
1672553150,4569.0,0.0,tlx_692_a_h_25
1672553155,4461.0,0.0,tlx_692_a_h_25
1672553160,4657.0,0.0,tlx_692_a_h_25
1672553165,3670.0,0.0,tlx_692_a_h_25
1672553170,4254.0,0.0,tlx_692_a_h_25
1672553175,4793.0,0.0,tlx_692_a_h_25
