Time,DER_632_b_19_Watts,DER_632_b_19_Vars,DER_632_b_19_loc
1672552795,4135.0,0.0,tlx_632_b_h_19
1672552800,4842.0,0.0,tlx_632_b_h_19
1672552805,3011.0,0.0,tlx_632_b_h_19
1672552810,4362.0,0.0,tlx_632_b_h_19
1672552815,4189.0,0.0,tlx_632_b_h_19
1672552820,4875.0,0.0,tlx_632_b_h_19
1672552825,4904.0,0.0,tlx_632_b_h_19
1672552830,3669.0,0.0,tlx_632_b_h_19
1672552835,4379.0,0.0,tlx_632_b_h_19
1672552840,3261.0,0.0,tlx_632_b_h_19
1672552845,4590.0,0.0,tlx_632_b_h_19
1672552850,4260.0,0.0,tlx_632_b_h_19
1672552855,3767.0,0.0,tlx_632_b_h_19
1672552860,3700.0,0.0,tlx_632_b_h_19
1672552865,4677.0,0.0,tlx_632_b_h_19
1672552870,3243.0,0.0,tlx_632_b_h_19
1672552875,4092.0,0.0,tlx_632_b_h_19
1672552880,4127.0,0.0,tlx_632_b_h_19
1672552885,4248.0,0.0,tlx_632_b_h_19
1672552890,4228.0,0.0,tlx_632_b_h_19
1672552895,3419.0,0.0,tlx_632_b_h_19
1672552900,3729.0,0.0,tlx_632_b_h_19
1672552905,4467.0,0.0,tlx_632_b_h_19
1672552910,4129.0,0.0,tlx_632_b_h_19
1672552915,4782.0,0.0,tlx_632_b_h_19
1672552920,3930.0,0.0,tlx_632_b_h_19
1672552925,4759.0,0.0,tlx_632_b_h_19
1672552930,4984.0,0.0,tlx_632_b_h_19
1672552935,4823.0,0.0,tlx_632_b_h_19
1672552940,4954.0,0.0,tlx_632_b_h_19
1672552945,4737.0,0.0,tlx_632_b_h_19
1672552950,4125.0,0.0,tlx_632_b_h_19
1672552955,3091.0,0.0,tlx_632_b_h_19
1672552960,3137.0,0.0,tlx_632_b_h_19
1672552965,4464.0,0.0,tlx_632_b_h_19
1672552970,4525.0,0.0,tlx_632_b_h_19
1672552975,4657.0,0.0,tlx_632_b_h_19
1672552980,3246.0,0.0,tlx_632_b_h_19
1672552985,4676.0,0.0,tlx_632_b_h_19
1672552990,4694.0,0.0,tlx_632_b_h_19
1672552995,4602.0,0.0,tlx_632_b_h_19
1672553000,3516.0,0.0,tlx_632_b_h_19
1672553005,3718.0,0.0,tlx_632_b_h_19
1672553010,3789.0,0.0,tlx_632_b_h_19
1672553015,3782.0,0.0,tlx_632_b_h_19
1672553020,4318.0,0.0,tlx_632_b_h_19
