Time,DER_684_c_21_Watts,DER_684_c_21_Vars,DER_684_c_21_loc
1672552795,4100.0,0.0,tlx_684_c_h_21
1672552800,4194.0,0.0,tlx_684_c_h_21
1672552805,3824.0,0.0,tlx_684_c_h_21
1672552810,3611.0,0.0,tlx_684_c_h_21
1672552815,4209.0,0.0,tlx_684_c_h_21
1672552820,4150.0,0.0,tlx_684_c_h_21
1672552825,3830.0,0.0,tlx_684_c_h_21
1672552830,4975.0,0.0,tlx_684_c_h_21
1672552835,4536.0,0.0,tlx_684_c_h_21
1672552840,4185.0,0.0,tlx_684_c_h_21
1672552845,4750.0,0.0,tlx_684_c_h_21
1672552850,3722.0,0.0,tlx_684_c_h_21
1672552855,4177.0,0.0,tlx_684_c_h_21
1672552860,4653.0,0.0,tlx_684_c_h_21
1672552865,4025.0,0.0,tlx_684_c_h_21
1672552870,4456.0,0.0,tlx_684_c_h_21
1672552875,4994.0,0.0,tlx_684_c_h_21
1672552880,3873.0,0.0,tlx_684_c_h_21
1672552885,3826.0,0.0,tlx_684_c_h_21
1672552890,3693.0,0.0,tlx_684_c_h_21
1672552895,3527.0,0.0,tlx_684_c_h_21
1672552900,4441.0,0.0,tlx_684_c_h_21
1672552905,4510.0,0.0,tlx_684_c_h_21
1672552910,3709.0,0.0,tlx_684_c_h_21
1672552915,3646.0,0.0,tlx_684_c_h_21
1672552920,4468.0,0.0,tlx_684_c_h_21
1672552925,3918.0,0.0,tlx_684_c_h_21
1672552930,4313.0,0.0,tlx_684_c_h_21
1672552935,3718.0,0.0,tlx_684_c_h_21
1672552940,4517.0,0.0,tlx_684_c_h_21
1672552945,3006.0,0.0,tlx_684_c_h_21
1672552950,4084.0,0.0,tlx_684_c_h_21
1672552955,3205.0,0.0,tlx_684_c_h_21
1672552960,4887.0,0.0,tlx_684_c_h_21
1672552965,4228.0,0.0,tlx_684_c_h_21
1672552970,3947.0,0.0,tlx_684_c_h_21
1672552975,3387.0,0.0,tlx_684_c_h_21
1672552980,3456.0,0.0,tlx_684_c_h_21
1672552985,3154.0,0.0,tlx_684_c_h_21
1672552990,3863.0,0.0,tlx_684_c_h_21
