Time,DER_692_a_10_Watts,DER_692_a_10_Vars,DER_692_a_10_loc
1672552795,3882.0,0.0,tlx_692_a_h_10
1672552800,3001.0,0.0,tlx_692_a_h_10
1672552805,3411.0,0.0,tlx_692_a_h_10
1672552810,4756.0,0.0,tlx_692_a_h_10
1672552815,4247.0,0.0,tlx_692_a_h_10
1672552820,4961.0,0.0,tlx_692_a_h_10
1672552825,4764.0,0.0,tlx_692_a_h_10
1672552830,3514.0,0.0,tlx_692_a_h_10
1672552835,3336.0,0.0,tlx_692_a_h_10
1672552840,4758.0,0.0,tlx_692_a_h_10
1672552845,4540.0,0.0,tlx_692_a_h_10
1672552850,3639.0,0.0,tlx_692_a_h_10
1672552855,4600.0,0.0,tlx_692_a_h_10
1672552860,4328.0,0.0,tlx_692_a_h_10
1672552865,4530.0,0.0,tlx_692_a_h_10
1672552870,4078.0,0.0,tlx_692_a_h_10
1672552875,3662.0,0.0,tlx_692_a_h_10
1672552880,4537.0,0.0,tlx_692_a_h_10
1672552885,3862.0,0.0,tlx_692_a_h_10
1672552890,3714.0,0.0,tlx_692_a_h_10
1672552895,4422.0,0.0,tlx_692_a_h_10
1672552900,3295.0,0.0,tlx_692_a_h_10
1672552905,3783.0,0.0,tlx_692_a_h_10
1672552910,3233.0,0.0,tlx_692_a_h_10
1672552915,3183.0,0.0,tlx_692_a_h_10
1672552920,4880.0,0.0,tlx_692_a_h_10
1672552925,4495.0,0.0,tlx_692_a_h_10
1672552930,3864.0,0.0,tlx_692_a_h_10
1672552935,3481.0,0.0,tlx_692_a_h_10
1672552940,3612.0,0.0,tlx_692_a_h_10
1672552945,4180.0,0.0,tlx_692_a_h_10
1672552950,3533.0,0.0,tlx_692_a_h_10
1672552955,4470.0,0.0,tlx_692_a_h_10
1672552960,4718.0,0.0,tlx_692_a_h_10
1672552965,3573.0,0.0,tlx_692_a_h_10
1672552970,3477.0,0.0,tlx_692_a_h_10
1672552975,4339.0,0.0,tlx_692_a_h_10
1672552980,4712.0,0.0,tlx_692_a_h_10
1672552985,4617.0,0.0,tlx_692_a_h_10
1672552990,3433.0,0.0,tlx_692_a_h_10
1672552995,4017.0,0.0,tlx_692_a_h_10
1672553000,4882.0,0.0,tlx_692_a_h_10
1672553005,3378.0,0.0,tlx_692_a_h_10
1672553010,4327.0,0.0,tlx_692_a_h_10
1672553015,3332.0,0.0,tlx_692_a_h_10
1672553020,3758.0,0.0,tlx_692_a_h_10
1672553025,4265.0,0.0,tlx_692_a_h_10
1672553030,3443.0,0.0,tlx_692_a_h_10
1672553035,3492.0,0.0,tlx_692_a_h_10
1672553040,4548.0,0.0,tlx_692_a_h_10
1672553045,3896.0,0.0,tlx_692_a_h_10
1672553050,3086.0,0.0,tlx_692_a_h_10
1672553055,4545.0,0.0,tlx_692_a_h_10
1672553060,3901.0,0.0,tlx_692_a_h_10
1672553065,4842.0,0.0,tlx_692_a_h_10
1672553070,4867.0,0.0,tlx_692_a_h_10
1672553075,3638.0,0.0,tlx_692_a_h_10
1672553080,4319.0,0.0,tlx_692_a_h_10
1672553085,3376.0,0.0,tlx_692_a_h_10
1672553090,3899.0,0.0,tlx_692_a_h_10
1672553095,4352.0,0.0,tlx_692_a_h_10
1672553100,4901.0,0.0,tlx_692_a_h_10
1672553105,3513.0,0.0,tlx_692_a_h_10
1672553110,3995.0,0.0,tlx_692_a_h_10
1672553115,4508.0,0.0,tlx_692_a_h_10
1672553120,4225.0,0.0,tlx_692_a_h_10
1672553125,4581.0,0.0,tlx_692_a_h_10
1672553130,4450.0,0.0,tlx_692_a_h_10
1672553135,4794.0,0.0,tlx_692_a_h_10
1672553140,3431.0,0.0,tlx_692_a_h_10
1672553145,4043.0,0.0,tlx_692_a_h_10
1672553150,4825.0,0.0,tlx_692_a_h_10
1672553155,3145.0,0.0,tlx_692_a_h_10
1672553160,3122.0,0.0,tlx_692_a_h_10
1672553165,4565.0,0.0,tlx_692_a_h_10
1672553170,4767.0,0.0,tlx_692_a_h_10
1672553175,4232.0,0.0,tlx_692_a_h_10
1672553180,4729.0,0.0,tlx_692_a_h_10
1672553185,3076.0,0.0,tlx_692_a_h_10
1672553190,3098.0,0.0,tlx_692_a_h_10
1672553195,4794.0,0.0,tlx_692_a_h_10
1672553200,3804.0,0.0,tlx_692_a_h_10
1672553205,3062.0,0.0,tlx_692_a_h_10
1672553210,4952.0,0.0,tlx_692_a_h_10
1672553215,3019.0,0.0,tlx_692_a_h_10
1672553220,3404.0,0.0,tlx_692_a_h_10
1672553225,4261.0,0.0,tlx_692_a_h_10
1672553230,4913.0,0.0,tlx_692_a_h_10
1672553235,3849.0,0.0,tlx_692_a_h_10
1672553240,3636.0,0.0,tlx_692_a_h_10
1672553245,3483.0,0.0,tlx_692_a_h_10
1672553250,3920.0,0.0,tlx_692_a_h_10
1672553255,4219.0,0.0,tlx_692_a_h_10
1672553260,3377.0,0.0,tlx_692_a_h_10
1672553265,4022.0,0.0,tlx_692_a_h_10
1672553270,3143.0,0.0,tlx_692_a_h_10
1672553275,4165.0,0.0,tlx_692_a_h_10
1672553280,3183.0,0.0,tlx_692_a_h_10
1672553285,4372.0,0.0,tlx_692_a_h_10
1672553290,4542.0,0.0,tlx_692_a_h_10
1672553295,3906.0,0.0,tlx_692_a_h_10
1672553300,4156.0,0.0,tlx_692_a_h_10
1672553305,4754.0,0.0,tlx_692_a_h_10
1672553310,4276.0,0.0,tlx_692_a_h_10
1672553315,3224.0,0.0,tlx_692_a_h_10
1672553320,3994.0,0.0,tlx_692_a_h_10
1672553325,4359.0,0.0,tlx_692_a_h_10
1672553330,4685.0,0.0,tlx_692_a_h_10
1672553335,4649.0,0.0,tlx_692_a_h_10
1672553340,4424.0,0.0,tlx_692_a_h_10
1672553345,3018.0,0.0,tlx_692_a_h_10
1672553350,4875.0,0.0,tlx_692_a_h_10
1672553355,4607.0,0.0,tlx_692_a_h_10
1672553360,3718.0,0.0,tlx_692_a_h_10
1672553365,3805.0,0.0,tlx_692_a_h_10
1672553370,3361.0,0.0,tlx_692_a_h_10
1672553375,4437.0,0.0,tlx_692_a_h_10
1672553380,3464.0,0.0,tlx_692_a_h_10
1672553385,4211.0,0.0,tlx_692_a_h_10
1672553390,3872.0,0.0,tlx_692_a_h_10
1672553395,4065.0,0.0,tlx_692_a_h_10
1672553400,3339.0,0.0,tlx_692_a_h_10
1672553405,3941.0,0.0,tlx_692_a_h_10
1672553410,3417.0,0.0,tlx_692_a_h_10
1672553415,4329.0,0.0,tlx_692_a_h_10
1672553420,3224.0,0.0,tlx_692_a_h_10
1672553425,3915.0,0.0,tlx_692_a_h_10
1672553430,4118.0,0.0,tlx_692_a_h_10
1672553435,4552.0,0.0,tlx_692_a_h_10
1672553440,4077.0,0.0,tlx_692_a_h_10
1672553445,3846.0,0.0,tlx_692_a_h_10
1672553450,3874.0,0.0,tlx_692_a_h_10
1672553455,3246.0,0.0,tlx_692_a_h_10
1672553460,3631.0,0.0,tlx_692_a_h_10
1672553465,3657.0,0.0,tlx_692_a_h_10
1672553470,4726.0,0.0,tlx_692_a_h_10
1672553475,4715.0,0.0,tlx_692_a_h_10
1672553480,4659.0,0.0,tlx_692_a_h_10
1672553485,3867.0,0.0,tlx_692_a_h_10
1672553490,4445.0,0.0,tlx_692_a_h_10
1672553495,3466.0,0.0,tlx_692_a_h_10
1672553500,3650.0,0.0,tlx_692_a_h_10
1672553505,4257.0,0.0,tlx_692_a_h_10
1672553510,3556.0,0.0,tlx_692_a_h_10
1672553515,3839.0,0.0,tlx_692_a_h_10
1672553520,3290.0,0.0,tlx_692_a_h_10
1672553525,3622.0,0.0,tlx_692_a_h_10
1672553530,4000.0,0.0,tlx_692_a_h_10
1672553535,4323.0,0.0,tlx_692_a_h_10
1672553540,4659.0,0.0,tlx_692_a_h_10
1672553545,4261.0,0.0,tlx_692_a_h_10
1672553550,4613.0,0.0,tlx_692_a_h_10
1672553555,3027.0,0.0,tlx_692_a_h_10
1672553560,4905.0,0.0,tlx_692_a_h_10
1672553565,3225.0,0.0,tlx_692_a_h_10
1672553570,3418.0,0.0,tlx_692_a_h_10
1672553575,4405.0,0.0,tlx_692_a_h_10
1672553580,3363.0,0.0,tlx_692_a_h_10
1672553585,3989.0,0.0,tlx_692_a_h_10
1672553590,3909.0,0.0,tlx_692_a_h_10
1672553595,4759.0,0.0,tlx_692_a_h_10
1672553600,3504.0,0.0,tlx_692_a_h_10
1672553605,3423.0,0.0,tlx_692_a_h_10
1672553610,4843.0,0.0,tlx_692_a_h_10
1672553615,4817.0,0.0,tlx_692_a_h_10
1672553620,4726.0,0.0,tlx_692_a_h_10
1672553625,3871.0,0.0,tlx_692_a_h_10
1672553630,4137.0,0.0,tlx_692_a_h_10
1672553635,4798.0,0.0,tlx_692_a_h_10
1672553640,4990.0,0.0,tlx_692_a_h_10
1672553645,3001.0,0.0,tlx_692_a_h_10
1672553650,3756.0,0.0,tlx_692_a_h_10
1672553655,4634.0,0.0,tlx_692_a_h_10
1672553660,3198.0,0.0,tlx_692_a_h_10
1672553665,3176.0,0.0,tlx_692_a_h_10
1672553670,3053.0,0.0,tlx_692_a_h_10
1672553675,3199.0,0.0,tlx_692_a_h_10
1672553680,3381.0,0.0,tlx_692_a_h_10
1672553685,3987.0,0.0,tlx_692_a_h_10
1672553690,4254.0,0.0,tlx_692_a_h_10
1672553695,3190.0,0.0,tlx_692_a_h_10
1672553700,4062.0,0.0,tlx_692_a_h_10
1672553705,3972.0,0.0,tlx_692_a_h_10
1672553710,4710.0,0.0,tlx_692_a_h_10
1672553715,4034.0,0.0,tlx_692_a_h_10
1672553720,4921.0,0.0,tlx_692_a_h_10
1672553725,4805.0,0.0,tlx_692_a_h_10
1672553730,4521.0,0.0,tlx_692_a_h_10
1672553735,4008.0,0.0,tlx_692_a_h_10
1672553740,3685.0,0.0,tlx_692_a_h_10
1672553745,3217.0,0.0,tlx_692_a_h_10
1672553750,4751.0,0.0,tlx_692_a_h_10
1672553755,3282.0,0.0,tlx_692_a_h_10
1672553760,4561.0,0.0,tlx_692_a_h_10
1672553765,3680.0,0.0,tlx_692_a_h_10
1672553770,4846.0,0.0,tlx_692_a_h_10
1672553775,3496.0,0.0,tlx_692_a_h_10
1672553780,4371.0,0.0,tlx_692_a_h_10
1672553785,3562.0,0.0,tlx_692_a_h_10
1672553790,3568.0,0.0,tlx_692_a_h_10
