Time,DER_645_c_39_Watts,DER_645_c_39_Vars,DER_645_c_39_loc
1672552795,3263.0,0.0,tlx_645_c_h_39
1672552800,3924.0,0.0,tlx_645_c_h_39
1672552805,4229.0,0.0,tlx_645_c_h_39
1672552810,3180.0,0.0,tlx_645_c_h_39
1672552815,3948.0,0.0,tlx_645_c_h_39
1672552820,3395.0,0.0,tlx_645_c_h_39
1672552825,3352.0,0.0,tlx_645_c_h_39
1672552830,3996.0,0.0,tlx_645_c_h_39
1672552835,4945.0,0.0,tlx_645_c_h_39
1672552840,4937.0,0.0,tlx_645_c_h_39
1672552845,4681.0,0.0,tlx_645_c_h_39
1672552850,4269.0,0.0,tlx_645_c_h_39
1672552855,3689.0,0.0,tlx_645_c_h_39
1672552860,4617.0,0.0,tlx_645_c_h_39
1672552865,4486.0,0.0,tlx_645_c_h_39
1672552870,3684.0,0.0,tlx_645_c_h_39
1672552875,4135.0,0.0,tlx_645_c_h_39
1672552880,3281.0,0.0,tlx_645_c_h_39
1672552885,3471.0,0.0,tlx_645_c_h_39
1672552890,4661.0,0.0,tlx_645_c_h_39
1672552895,3276.0,0.0,tlx_645_c_h_39
1672552900,3281.0,0.0,tlx_645_c_h_39
1672552905,3362.0,0.0,tlx_645_c_h_39
1672552910,3037.0,0.0,tlx_645_c_h_39
1672552915,4465.0,0.0,tlx_645_c_h_39
1672552920,4516.0,0.0,tlx_645_c_h_39
1672552925,4076.0,0.0,tlx_645_c_h_39
1672552930,4491.0,0.0,tlx_645_c_h_39
1672552935,3989.0,0.0,tlx_645_c_h_39
1672552940,3443.0,0.0,tlx_645_c_h_39
1672552945,3884.0,0.0,tlx_645_c_h_39
1672552950,3235.0,0.0,tlx_645_c_h_39
1672552955,4216.0,0.0,tlx_645_c_h_39
1672552960,3262.0,0.0,tlx_645_c_h_39
1672552965,3754.0,0.0,tlx_645_c_h_39
1672552970,3163.0,0.0,tlx_645_c_h_39
1672552975,3909.0,0.0,tlx_645_c_h_39
1672552980,3176.0,0.0,tlx_645_c_h_39
1672552985,4963.0,0.0,tlx_645_c_h_39
1672552990,3491.0,0.0,tlx_645_c_h_39
1672552995,3521.0,0.0,tlx_645_c_h_39
1672553000,3778.0,0.0,tlx_645_c_h_39
1672553005,4035.0,0.0,tlx_645_c_h_39
1672553010,4606.0,0.0,tlx_645_c_h_39
1672553015,3597.0,0.0,tlx_645_c_h_39
1672553020,3825.0,0.0,tlx_645_c_h_39
1672553025,3805.0,0.0,tlx_645_c_h_39
1672553030,4839.0,0.0,tlx_645_c_h_39
1672553035,3256.0,0.0,tlx_645_c_h_39
1672553040,4178.0,0.0,tlx_645_c_h_39
1672553045,3759.0,0.0,tlx_645_c_h_39
1672553050,4007.0,0.0,tlx_645_c_h_39
1672553055,4931.0,0.0,tlx_645_c_h_39
1672553060,3515.0,0.0,tlx_645_c_h_39
1672553065,3319.0,0.0,tlx_645_c_h_39
1672553070,3703.0,0.0,tlx_645_c_h_39
1672553075,3342.0,0.0,tlx_645_c_h_39
1672553080,4307.0,0.0,tlx_645_c_h_39
1672553085,3120.0,0.0,tlx_645_c_h_39
1672553090,4438.0,0.0,tlx_645_c_h_39
1672553095,3280.0,0.0,tlx_645_c_h_39
1672553100,4456.0,0.0,tlx_645_c_h_39
1672553105,3724.0,0.0,tlx_645_c_h_39
1672553110,4948.0,0.0,tlx_645_c_h_39
1672553115,4896.0,0.0,tlx_645_c_h_39
1672553120,4536.0,0.0,tlx_645_c_h_39
1672553125,3837.0,0.0,tlx_645_c_h_39
1672553130,4475.0,0.0,tlx_645_c_h_39
1672553135,3429.0,0.0,tlx_645_c_h_39
1672553140,4422.0,0.0,tlx_645_c_h_39
1672553145,4870.0,0.0,tlx_645_c_h_39
1672553150,3156.0,0.0,tlx_645_c_h_39
1672553155,4624.0,0.0,tlx_645_c_h_39
1672553160,4807.0,0.0,tlx_645_c_h_39
1672553165,3575.0,0.0,tlx_645_c_h_39
1672553170,3548.0,0.0,tlx_645_c_h_39
1672553175,3126.0,0.0,tlx_645_c_h_39
1672553180,4424.0,0.0,tlx_645_c_h_39
1672553185,3456.0,0.0,tlx_645_c_h_39
1672553190,3781.0,0.0,tlx_645_c_h_39
