Time,DER_632_c_24_Watts,DER_632_c_24_Vars,DER_632_c_24_loc
1672552795,3331.0,0.0,tlx_632_c_h_24
1672552800,4619.0,0.0,tlx_632_c_h_24
1672552805,3061.0,0.0,tlx_632_c_h_24
1672552810,4110.0,0.0,tlx_632_c_h_24
1672552815,3164.0,0.0,tlx_632_c_h_24
1672552820,3931.0,0.0,tlx_632_c_h_24
1672552825,3922.0,0.0,tlx_632_c_h_24
1672552830,4941.0,0.0,tlx_632_c_h_24
1672552835,3770.0,0.0,tlx_632_c_h_24
1672552840,4578.0,0.0,tlx_632_c_h_24
1672552845,4726.0,0.0,tlx_632_c_h_24
1672552850,3068.0,0.0,tlx_632_c_h_24
1672552855,3945.0,0.0,tlx_632_c_h_24
1672552860,3267.0,0.0,tlx_632_c_h_24
1672552865,4087.0,0.0,tlx_632_c_h_24
1672552870,3321.0,0.0,tlx_632_c_h_24
1672552875,3844.0,0.0,tlx_632_c_h_24
1672552880,3678.0,0.0,tlx_632_c_h_24
1672552885,3105.0,0.0,tlx_632_c_h_24
1672552890,4340.0,0.0,tlx_632_c_h_24
1672552895,4921.0,0.0,tlx_632_c_h_24
1672552900,4933.0,0.0,tlx_632_c_h_24
1672552905,3502.0,0.0,tlx_632_c_h_24
1672552910,4760.0,0.0,tlx_632_c_h_24
1672552915,4270.0,0.0,tlx_632_c_h_24
1672552920,4133.0,0.0,tlx_632_c_h_24
1672552925,4691.0,0.0,tlx_632_c_h_24
1672552930,4452.0,0.0,tlx_632_c_h_24
1672552935,3878.0,0.0,tlx_632_c_h_24
1672552940,4292.0,0.0,tlx_632_c_h_24
1672552945,4423.0,0.0,tlx_632_c_h_24
1672552950,3347.0,0.0,tlx_632_c_h_24
1672552955,4724.0,0.0,tlx_632_c_h_24
1672552960,4942.0,0.0,tlx_632_c_h_24
1672552965,3640.0,0.0,tlx_632_c_h_24
1672552970,4195.0,0.0,tlx_632_c_h_24
1672552975,3856.0,0.0,tlx_632_c_h_24
1672552980,4491.0,0.0,tlx_632_c_h_24
1672552985,3280.0,0.0,tlx_632_c_h_24
1672552990,3683.0,0.0,tlx_632_c_h_24
1672552995,3489.0,0.0,tlx_632_c_h_24
1672553000,4213.0,0.0,tlx_632_c_h_24
1672553005,3935.0,0.0,tlx_632_c_h_24
1672553010,3059.0,0.0,tlx_632_c_h_24
1672553015,4606.0,0.0,tlx_632_c_h_24
1672553020,3060.0,0.0,tlx_632_c_h_24
1672553025,3930.0,0.0,tlx_632_c_h_24
1672553030,4997.0,0.0,tlx_632_c_h_24
1672553035,3821.0,0.0,tlx_632_c_h_24
1672553040,3256.0,0.0,tlx_632_c_h_24
1672553045,3499.0,0.0,tlx_632_c_h_24
1672553050,3349.0,0.0,tlx_632_c_h_24
1672553055,3321.0,0.0,tlx_632_c_h_24
1672553060,4276.0,0.0,tlx_632_c_h_24
1672553065,4971.0,0.0,tlx_632_c_h_24
1672553070,3022.0,0.0,tlx_632_c_h_24
1672553075,3985.0,0.0,tlx_632_c_h_24
1672553080,3073.0,0.0,tlx_632_c_h_24
1672553085,3742.0,0.0,tlx_632_c_h_24
1672553090,4639.0,0.0,tlx_632_c_h_24
1672553095,3353.0,0.0,tlx_632_c_h_24
1672553100,3304.0,0.0,tlx_632_c_h_24
1672553105,4835.0,0.0,tlx_632_c_h_24
1672553110,3363.0,0.0,tlx_632_c_h_24
1672553115,3740.0,0.0,tlx_632_c_h_24
1672553120,3180.0,0.0,tlx_632_c_h_24
1672553125,4870.0,0.0,tlx_632_c_h_24
1672553130,3369.0,0.0,tlx_632_c_h_24
1672553135,4264.0,0.0,tlx_632_c_h_24
1672553140,4044.0,0.0,tlx_632_c_h_24
1672553145,3503.0,0.0,tlx_632_c_h_24
1672553150,4295.0,0.0,tlx_632_c_h_24
1672553155,4808.0,0.0,tlx_632_c_h_24
1672553160,3090.0,0.0,tlx_632_c_h_24
1672553165,3302.0,0.0,tlx_632_c_h_24
1672553170,3149.0,0.0,tlx_632_c_h_24
1672553175,4398.0,0.0,tlx_632_c_h_24
1672553180,3937.0,0.0,tlx_632_c_h_24
1672553185,4558.0,0.0,tlx_632_c_h_24
1672553190,3999.0,0.0,tlx_632_c_h_24
1672553195,4826.0,0.0,tlx_632_c_h_24
1672553200,4736.0,0.0,tlx_632_c_h_24
1672553205,4837.0,0.0,tlx_632_c_h_24
