Time,DER_692_b_12_Watts,DER_692_b_12_Vars,DER_692_b_12_loc
1672552795,3238.0,0.0,tlx_692_b_h_12
1672552800,4203.0,0.0,tlx_692_b_h_12
1672552805,3966.0,0.0,tlx_692_b_h_12
1672552810,4700.0,0.0,tlx_692_b_h_12
1672552815,4069.0,0.0,tlx_692_b_h_12
1672552820,4161.0,0.0,tlx_692_b_h_12
1672552825,4232.0,0.0,tlx_692_b_h_12
1672552830,4757.0,0.0,tlx_692_b_h_12
1672552835,3660.0,0.0,tlx_692_b_h_12
1672552840,3035.0,0.0,tlx_692_b_h_12
1672552845,3094.0,0.0,tlx_692_b_h_12
1672552850,3934.0,0.0,tlx_692_b_h_12
1672552855,3317.0,0.0,tlx_692_b_h_12
1672552860,3934.0,0.0,tlx_692_b_h_12
1672552865,3674.0,0.0,tlx_692_b_h_12
1672552870,3884.0,0.0,tlx_692_b_h_12
1672552875,4359.0,0.0,tlx_692_b_h_12
1672552880,3918.0,0.0,tlx_692_b_h_12
1672552885,3283.0,0.0,tlx_692_b_h_12
1672552890,3524.0,0.0,tlx_692_b_h_12
1672552895,3755.0,0.0,tlx_692_b_h_12
1672552900,4354.0,0.0,tlx_692_b_h_12
1672552905,4570.0,0.0,tlx_692_b_h_12
1672552910,3440.0,0.0,tlx_692_b_h_12
1672552915,4084.0,0.0,tlx_692_b_h_12
1672552920,3173.0,0.0,tlx_692_b_h_12
1672552925,4015.0,0.0,tlx_692_b_h_12
1672552930,4684.0,0.0,tlx_692_b_h_12
1672552935,4536.0,0.0,tlx_692_b_h_12
1672552940,3980.0,0.0,tlx_692_b_h_12
1672552945,3550.0,0.0,tlx_692_b_h_12
1672552950,4915.0,0.0,tlx_692_b_h_12
1672552955,3349.0,0.0,tlx_692_b_h_12
1672552960,3680.0,0.0,tlx_692_b_h_12
1672552965,3418.0,0.0,tlx_692_b_h_12
1672552970,4965.0,0.0,tlx_692_b_h_12
1672552975,3380.0,0.0,tlx_692_b_h_12
1672552980,3109.0,0.0,tlx_692_b_h_12
1672552985,4863.0,0.0,tlx_692_b_h_12
1672552990,3430.0,0.0,tlx_692_b_h_12
1672552995,4342.0,0.0,tlx_692_b_h_12
1672553000,3665.0,0.0,tlx_692_b_h_12
1672553005,4249.0,0.0,tlx_692_b_h_12
1672553010,4337.0,0.0,tlx_692_b_h_12
1672553015,4955.0,0.0,tlx_692_b_h_12
1672553020,4058.0,0.0,tlx_692_b_h_12
1672553025,4166.0,0.0,tlx_692_b_h_12
1672553030,4989.0,0.0,tlx_692_b_h_12
1672553035,3192.0,0.0,tlx_692_b_h_12
1672553040,4692.0,0.0,tlx_692_b_h_12
1672553045,3271.0,0.0,tlx_692_b_h_12
1672553050,4612.0,0.0,tlx_692_b_h_12
1672553055,3068.0,0.0,tlx_692_b_h_12
1672553060,4875.0,0.0,tlx_692_b_h_12
1672553065,3281.0,0.0,tlx_692_b_h_12
1672553070,3304.0,0.0,tlx_692_b_h_12
1672553075,3454.0,0.0,tlx_692_b_h_12
1672553080,4182.0,0.0,tlx_692_b_h_12
1672553085,3165.0,0.0,tlx_692_b_h_12
1672553090,3495.0,0.0,tlx_692_b_h_12
1672553095,3977.0,0.0,tlx_692_b_h_12
1672553100,3615.0,0.0,tlx_692_b_h_12
1672553105,3204.0,0.0,tlx_692_b_h_12
1672553110,3934.0,0.0,tlx_692_b_h_12
1672553115,4770.0,0.0,tlx_692_b_h_12
1672553120,3610.0,0.0,tlx_692_b_h_12
1672553125,3349.0,0.0,tlx_692_b_h_12
1672553130,4684.0,0.0,tlx_692_b_h_12
1672553135,4760.0,0.0,tlx_692_b_h_12
1672553140,4014.0,0.0,tlx_692_b_h_12
1672553145,4802.0,0.0,tlx_692_b_h_12
1672553150,4061.0,0.0,tlx_692_b_h_12
1672553155,3279.0,0.0,tlx_692_b_h_12
1672553160,3360.0,0.0,tlx_692_b_h_12
1672553165,3466.0,0.0,tlx_692_b_h_12
1672553170,4740.0,0.0,tlx_692_b_h_12
1672553175,3445.0,0.0,tlx_692_b_h_12
1672553180,4508.0,0.0,tlx_692_b_h_12
1672553185,4690.0,0.0,tlx_692_b_h_12
1672553190,3628.0,0.0,tlx_692_b_h_12
1672553195,4576.0,0.0,tlx_692_b_h_12
1672553200,3489.0,0.0,tlx_692_b_h_12
1672553205,4334.0,0.0,tlx_692_b_h_12
1672553210,4200.0,0.0,tlx_692_b_h_12
1672553215,4840.0,0.0,tlx_692_b_h_12
1672553220,3532.0,0.0,tlx_692_b_h_12
1672553225,4184.0,0.0,tlx_692_b_h_12
1672553230,3798.0,0.0,tlx_692_b_h_12
1672553235,3595.0,0.0,tlx_692_b_h_12
