Time,DER_633_b_34_Watts,DER_633_b_34_Vars,DER_633_b_34_loc
1672552795,4620.0,0.0,tlx_633_b_h_34
1672552800,3757.0,0.0,tlx_633_b_h_34
1672552805,4227.0,0.0,tlx_633_b_h_34
1672552810,3999.0,0.0,tlx_633_b_h_34
1672552815,4101.0,0.0,tlx_633_b_h_34
1672552820,4347.0,0.0,tlx_633_b_h_34
1672552825,4727.0,0.0,tlx_633_b_h_34
1672552830,4040.0,0.0,tlx_633_b_h_34
1672552835,3384.0,0.0,tlx_633_b_h_34
1672552840,4640.0,0.0,tlx_633_b_h_34
1672552845,4157.0,0.0,tlx_633_b_h_34
1672552850,3685.0,0.0,tlx_633_b_h_34
1672552855,3730.0,0.0,tlx_633_b_h_34
1672552860,3141.0,0.0,tlx_633_b_h_34
1672552865,4384.0,0.0,tlx_633_b_h_34
1672552870,3142.0,0.0,tlx_633_b_h_34
1672552875,3014.0,0.0,tlx_633_b_h_34
1672552880,3706.0,0.0,tlx_633_b_h_34
1672552885,3907.0,0.0,tlx_633_b_h_34
1672552890,4262.0,0.0,tlx_633_b_h_34
1672552895,4733.0,0.0,tlx_633_b_h_34
1672552900,4828.0,0.0,tlx_633_b_h_34
1672552905,4371.0,0.0,tlx_633_b_h_34
1672552910,3233.0,0.0,tlx_633_b_h_34
1672552915,3436.0,0.0,tlx_633_b_h_34
1672552920,3053.0,0.0,tlx_633_b_h_34
1672552925,4587.0,0.0,tlx_633_b_h_34
1672552930,4833.0,0.0,tlx_633_b_h_34
1672552935,3490.0,0.0,tlx_633_b_h_34
1672552940,3602.0,0.0,tlx_633_b_h_34
1672552945,3441.0,0.0,tlx_633_b_h_34
1672552950,3468.0,0.0,tlx_633_b_h_34
1672552955,4920.0,0.0,tlx_633_b_h_34
1672552960,4989.0,0.0,tlx_633_b_h_34
1672552965,4667.0,0.0,tlx_633_b_h_34
1672552970,4335.0,0.0,tlx_633_b_h_34
1672552975,4048.0,0.0,tlx_633_b_h_34
1672552980,4640.0,0.0,tlx_633_b_h_34
1672552985,3881.0,0.0,tlx_633_b_h_34
1672552990,3734.0,0.0,tlx_633_b_h_34
1672552995,4223.0,0.0,tlx_633_b_h_34
1672553000,4038.0,0.0,tlx_633_b_h_34
1672553005,3252.0,0.0,tlx_633_b_h_34
1672553010,3701.0,0.0,tlx_633_b_h_34
1672553015,4042.0,0.0,tlx_633_b_h_34
1672553020,3240.0,0.0,tlx_633_b_h_34
1672553025,4670.0,0.0,tlx_633_b_h_34
1672553030,4009.0,0.0,tlx_633_b_h_34
1672553035,4475.0,0.0,tlx_633_b_h_34
1672553040,4174.0,0.0,tlx_633_b_h_34
1672553045,4733.0,0.0,tlx_633_b_h_34
1672553050,4838.0,0.0,tlx_633_b_h_34
1672553055,3310.0,0.0,tlx_633_b_h_34
1672553060,3657.0,0.0,tlx_633_b_h_34
1672553065,3850.0,0.0,tlx_633_b_h_34
1672553070,4721.0,0.0,tlx_633_b_h_34
1672553075,4655.0,0.0,tlx_633_b_h_34
1672553080,4798.0,0.0,tlx_633_b_h_34
1672553085,3972.0,0.0,tlx_633_b_h_34
1672553090,4590.0,0.0,tlx_633_b_h_34
1672553095,3249.0,0.0,tlx_633_b_h_34
1672553100,3502.0,0.0,tlx_633_b_h_34
1672553105,4745.0,0.0,tlx_633_b_h_34
1672553110,4520.0,0.0,tlx_633_b_h_34
1672553115,3699.0,0.0,tlx_633_b_h_34
1672553120,3836.0,0.0,tlx_633_b_h_34
1672553125,4995.0,0.0,tlx_633_b_h_34
1672553130,3564.0,0.0,tlx_633_b_h_34
1672553135,4319.0,0.0,tlx_633_b_h_34
1672553140,3671.0,0.0,tlx_633_b_h_34
1672553145,4592.0,0.0,tlx_633_b_h_34
1672553150,4571.0,0.0,tlx_633_b_h_34
1672553155,3523.0,0.0,tlx_633_b_h_34
1672553160,4318.0,0.0,tlx_633_b_h_34
1672553165,3978.0,0.0,tlx_633_b_h_34
1672553170,3820.0,0.0,tlx_633_b_h_34
1672553175,3990.0,0.0,tlx_633_b_h_34
1672553180,4957.0,0.0,tlx_633_b_h_34
1672553185,3792.0,0.0,tlx_633_b_h_34
1672553190,3594.0,0.0,tlx_633_b_h_34
1672553195,3723.0,0.0,tlx_633_b_h_34
1672553200,4170.0,0.0,tlx_633_b_h_34
1672553205,4468.0,0.0,tlx_633_b_h_34
1672553210,4321.0,0.0,tlx_633_b_h_34
1672553215,4955.0,0.0,tlx_633_b_h_34
1672553220,3822.0,0.0,tlx_633_b_h_34
1672553225,4995.0,0.0,tlx_633_b_h_34
1672553230,4941.0,0.0,tlx_633_b_h_34
1672553235,4602.0,0.0,tlx_633_b_h_34
1672553240,4714.0,0.0,tlx_633_b_h_34
1672553245,3316.0,0.0,tlx_633_b_h_34
1672553250,3383.0,0.0,tlx_633_b_h_34
1672553255,3796.0,0.0,tlx_633_b_h_34
1672553260,4595.0,0.0,tlx_633_b_h_34
1672553265,3289.0,0.0,tlx_633_b_h_34
1672553270,3352.0,0.0,tlx_633_b_h_34
1672553275,3884.0,0.0,tlx_633_b_h_34
1672553280,3203.0,0.0,tlx_633_b_h_34
1672553285,4100.0,0.0,tlx_633_b_h_34
1672553290,4849.0,0.0,tlx_633_b_h_34
1672553295,4295.0,0.0,tlx_633_b_h_34
1672553300,3553.0,0.0,tlx_633_b_h_34
1672553305,3334.0,0.0,tlx_633_b_h_34
1672553310,3952.0,0.0,tlx_633_b_h_34
1672553315,4409.0,0.0,tlx_633_b_h_34
1672553320,3741.0,0.0,tlx_633_b_h_34
1672553325,3849.0,0.0,tlx_633_b_h_34
1672553330,3918.0,0.0,tlx_633_b_h_34
1672553335,4306.0,0.0,tlx_633_b_h_34
1672553340,4622.0,0.0,tlx_633_b_h_34
1672553345,4862.0,0.0,tlx_633_b_h_34
1672553350,3520.0,0.0,tlx_633_b_h_34
1672553355,3689.0,0.0,tlx_633_b_h_34
1672553360,4996.0,0.0,tlx_633_b_h_34
1672553365,4644.0,0.0,tlx_633_b_h_34
1672553370,3551.0,0.0,tlx_633_b_h_34
1672553375,3859.0,0.0,tlx_633_b_h_34
1672553380,4389.0,0.0,tlx_633_b_h_34
1672553385,4958.0,0.0,tlx_633_b_h_34
1672553390,4307.0,0.0,tlx_633_b_h_34
1672553395,3921.0,0.0,tlx_633_b_h_34
1672553400,4342.0,0.0,tlx_633_b_h_34
1672553405,3253.0,0.0,tlx_633_b_h_34
1672553410,4376.0,0.0,tlx_633_b_h_34
1672553415,3065.0,0.0,tlx_633_b_h_34
1672553420,4190.0,0.0,tlx_633_b_h_34
1672553425,4649.0,0.0,tlx_633_b_h_34
1672553430,4364.0,0.0,tlx_633_b_h_34
1672553435,3700.0,0.0,tlx_633_b_h_34
1672553440,3859.0,0.0,tlx_633_b_h_34
1672553445,3921.0,0.0,tlx_633_b_h_34
1672553450,3167.0,0.0,tlx_633_b_h_34
1672553455,4075.0,0.0,tlx_633_b_h_34
1672553460,4639.0,0.0,tlx_633_b_h_34
1672553465,3945.0,0.0,tlx_633_b_h_34
1672553470,4611.0,0.0,tlx_633_b_h_34
1672553475,4520.0,0.0,tlx_633_b_h_34
1672553480,4364.0,0.0,tlx_633_b_h_34
1672553485,3302.0,0.0,tlx_633_b_h_34
1672553490,3739.0,0.0,tlx_633_b_h_34
1672553495,3336.0,0.0,tlx_633_b_h_34
1672553500,4379.0,0.0,tlx_633_b_h_34
1672553505,3347.0,0.0,tlx_633_b_h_34
1672553510,4080.0,0.0,tlx_633_b_h_34
1672553515,3651.0,0.0,tlx_633_b_h_34
1672553520,3800.0,0.0,tlx_633_b_h_34
1672553525,3980.0,0.0,tlx_633_b_h_34
1672553530,3456.0,0.0,tlx_633_b_h_34
1672553535,3309.0,0.0,tlx_633_b_h_34
1672553540,4656.0,0.0,tlx_633_b_h_34
1672553545,3050.0,0.0,tlx_633_b_h_34
1672553550,3580.0,0.0,tlx_633_b_h_34
1672553555,3114.0,0.0,tlx_633_b_h_34
1672553560,4456.0,0.0,tlx_633_b_h_34
1672553565,4586.0,0.0,tlx_633_b_h_34
1672553570,3208.0,0.0,tlx_633_b_h_34
1672553575,3001.0,0.0,tlx_633_b_h_34
1672553580,3686.0,0.0,tlx_633_b_h_34
1672553585,4747.0,0.0,tlx_633_b_h_34
1672553590,3944.0,0.0,tlx_633_b_h_34
1672553595,4690.0,0.0,tlx_633_b_h_34
1672553600,4388.0,0.0,tlx_633_b_h_34
1672553605,4950.0,0.0,tlx_633_b_h_34
1672553610,4588.0,0.0,tlx_633_b_h_34
1672553615,3402.0,0.0,tlx_633_b_h_34
1672553620,3719.0,0.0,tlx_633_b_h_34
1672553625,4347.0,0.0,tlx_633_b_h_34
1672553630,3968.0,0.0,tlx_633_b_h_34
1672553635,4360.0,0.0,tlx_633_b_h_34
1672553640,4412.0,0.0,tlx_633_b_h_34
1672553645,3323.0,0.0,tlx_633_b_h_34
1672553650,3595.0,0.0,tlx_633_b_h_34
1672553655,4042.0,0.0,tlx_633_b_h_34
1672553660,4468.0,0.0,tlx_633_b_h_34
1672553665,3399.0,0.0,tlx_633_b_h_34
1672553670,4650.0,0.0,tlx_633_b_h_34
1672553675,4289.0,0.0,tlx_633_b_h_34
1672553680,4113.0,0.0,tlx_633_b_h_34
1672553685,4308.0,0.0,tlx_633_b_h_34
1672553690,4587.0,0.0,tlx_633_b_h_34
1672553695,3502.0,0.0,tlx_633_b_h_34
1672553700,4284.0,0.0,tlx_633_b_h_34
1672553705,3781.0,0.0,tlx_633_b_h_34
1672553710,3433.0,0.0,tlx_633_b_h_34
1672553715,4749.0,0.0,tlx_633_b_h_34
1672553720,3591.0,0.0,tlx_633_b_h_34
1672553725,3441.0,0.0,tlx_633_b_h_34
1672553730,4289.0,0.0,tlx_633_b_h_34
1672553735,3573.0,0.0,tlx_633_b_h_34
1672553740,4623.0,0.0,tlx_633_b_h_34
1672553745,4355.0,0.0,tlx_633_b_h_34
1672553750,3494.0,0.0,tlx_633_b_h_34
1672553755,4449.0,0.0,tlx_633_b_h_34
1672553760,3355.0,0.0,tlx_633_b_h_34
1672553765,4809.0,0.0,tlx_633_b_h_34
1672553770,3819.0,0.0,tlx_633_b_h_34
1672553775,4795.0,0.0,tlx_633_b_h_34
1672553780,4003.0,0.0,tlx_633_b_h_34
1672553785,3319.0,0.0,tlx_633_b_h_34
1672553790,4129.0,0.0,tlx_633_b_h_34
1672553795,3955.0,0.0,tlx_633_b_h_34
1672553800,3769.0,0.0,tlx_633_b_h_34
1672553805,4785.0,0.0,tlx_633_b_h_34
1672553810,4149.0,0.0,tlx_633_b_h_34
1672553815,3689.0,0.0,tlx_633_b_h_34
1672553820,3400.0,0.0,tlx_633_b_h_34
1672553825,3269.0,0.0,tlx_633_b_h_34
1672553830,3826.0,0.0,tlx_633_b_h_34
1672553835,4919.0,0.0,tlx_633_b_h_34
1672553840,4914.0,0.0,tlx_633_b_h_34
1672553845,4128.0,0.0,tlx_633_b_h_34
1672553850,4143.0,0.0,tlx_633_b_h_34
1672553855,3057.0,0.0,tlx_633_b_h_34
1672553860,4581.0,0.0,tlx_633_b_h_34
1672553865,4189.0,0.0,tlx_633_b_h_34
1672553870,4061.0,0.0,tlx_633_b_h_34
1672553875,4666.0,0.0,tlx_633_b_h_34
1672553880,3309.0,0.0,tlx_633_b_h_34
1672553885,3459.0,0.0,tlx_633_b_h_34
1672553890,3675.0,0.0,tlx_633_b_h_34
1672553895,4243.0,0.0,tlx_633_b_h_34
1672553900,3070.0,0.0,tlx_633_b_h_34
1672553905,4608.0,0.0,tlx_633_b_h_34
1672553910,3336.0,0.0,tlx_633_b_h_34
1672553915,3264.0,0.0,tlx_633_b_h_34
1672553920,3357.0,0.0,tlx_633_b_h_34
1672553925,4934.0,0.0,tlx_633_b_h_34
1672553930,4387.0,0.0,tlx_633_b_h_34
1672553935,3957.0,0.0,tlx_633_b_h_34
1672553940,4855.0,0.0,tlx_633_b_h_34
1672553945,4998.0,0.0,tlx_633_b_h_34
1672553950,4280.0,0.0,tlx_633_b_h_34
1672553955,3023.0,0.0,tlx_633_b_h_34
1672553960,3573.0,0.0,tlx_633_b_h_34
1672553965,4267.0,0.0,tlx_633_b_h_34
1672553970,3523.0,0.0,tlx_633_b_h_34
1672553975,3719.0,0.0,tlx_633_b_h_34
1672553980,4174.0,0.0,tlx_633_b_h_34
1672553985,4229.0,0.0,tlx_633_b_h_34
1672553990,4782.0,0.0,tlx_633_b_h_34
1672553995,3405.0,0.0,tlx_633_b_h_34
1672554000,4368.0,0.0,tlx_633_b_h_34
1672554005,3561.0,0.0,tlx_633_b_h_34
1672554010,3102.0,0.0,tlx_633_b_h_34
1672554015,4758.0,0.0,tlx_633_b_h_34
1672554020,4942.0,0.0,tlx_633_b_h_34
1672554025,3665.0,0.0,tlx_633_b_h_34
1672554030,3383.0,0.0,tlx_633_b_h_34
1672554035,3960.0,0.0,tlx_633_b_h_34
1672554040,3665.0,0.0,tlx_633_b_h_34
1672554045,3947.0,0.0,tlx_633_b_h_34
1672554050,4680.0,0.0,tlx_633_b_h_34
