Time,DER_680_c_10_Watts,DER_680_c_10_Vars,DER_680_c_10_loc
1672552795,4448.0,0.0,tlx_680_c_h_10
1672552800,4202.0,0.0,tlx_680_c_h_10
1672552805,3844.0,0.0,tlx_680_c_h_10
1672552810,4482.0,0.0,tlx_680_c_h_10
1672552815,3383.0,0.0,tlx_680_c_h_10
1672552820,4372.0,0.0,tlx_680_c_h_10
1672552825,3110.0,0.0,tlx_680_c_h_10
1672552830,4384.0,0.0,tlx_680_c_h_10
1672552835,4107.0,0.0,tlx_680_c_h_10
1672552840,3170.0,0.0,tlx_680_c_h_10
1672552845,3385.0,0.0,tlx_680_c_h_10
1672552850,3463.0,0.0,tlx_680_c_h_10
1672552855,4872.0,0.0,tlx_680_c_h_10
1672552860,3191.0,0.0,tlx_680_c_h_10
1672552865,3509.0,0.0,tlx_680_c_h_10
1672552870,3316.0,0.0,tlx_680_c_h_10
1672552875,3913.0,0.0,tlx_680_c_h_10
1672552880,3025.0,0.0,tlx_680_c_h_10
1672552885,4357.0,0.0,tlx_680_c_h_10
1672552890,3368.0,0.0,tlx_680_c_h_10
1672552895,4175.0,0.0,tlx_680_c_h_10
1672552900,3358.0,0.0,tlx_680_c_h_10
1672552905,4435.0,0.0,tlx_680_c_h_10
1672552910,3471.0,0.0,tlx_680_c_h_10
1672552915,4468.0,0.0,tlx_680_c_h_10
1672552920,3249.0,0.0,tlx_680_c_h_10
1672552925,3551.0,0.0,tlx_680_c_h_10
1672552930,4852.0,0.0,tlx_680_c_h_10
1672552935,4265.0,0.0,tlx_680_c_h_10
1672552940,3060.0,0.0,tlx_680_c_h_10
1672552945,3418.0,0.0,tlx_680_c_h_10
1672552950,3803.0,0.0,tlx_680_c_h_10
1672552955,3386.0,0.0,tlx_680_c_h_10
1672552960,3917.0,0.0,tlx_680_c_h_10
1672552965,3791.0,0.0,tlx_680_c_h_10
1672552970,3538.0,0.0,tlx_680_c_h_10
1672552975,4901.0,0.0,tlx_680_c_h_10
1672552980,4428.0,0.0,tlx_680_c_h_10
1672552985,4856.0,0.0,tlx_680_c_h_10
1672552990,4753.0,0.0,tlx_680_c_h_10
1672552995,3607.0,0.0,tlx_680_c_h_10
1672553000,3729.0,0.0,tlx_680_c_h_10
1672553005,4468.0,0.0,tlx_680_c_h_10
1672553010,4682.0,0.0,tlx_680_c_h_10
1672553015,4129.0,0.0,tlx_680_c_h_10
1672553020,4957.0,0.0,tlx_680_c_h_10
1672553025,3981.0,0.0,tlx_680_c_h_10
1672553030,4906.0,0.0,tlx_680_c_h_10
1672553035,4597.0,0.0,tlx_680_c_h_10
1672553040,4343.0,0.0,tlx_680_c_h_10
1672553045,4359.0,0.0,tlx_680_c_h_10
1672553050,3187.0,0.0,tlx_680_c_h_10
1672553055,4764.0,0.0,tlx_680_c_h_10
1672553060,4009.0,0.0,tlx_680_c_h_10
1672553065,4751.0,0.0,tlx_680_c_h_10
1672553070,3513.0,0.0,tlx_680_c_h_10
1672553075,3553.0,0.0,tlx_680_c_h_10
1672553080,4429.0,0.0,tlx_680_c_h_10
1672553085,3490.0,0.0,tlx_680_c_h_10
1672553090,4462.0,0.0,tlx_680_c_h_10
1672553095,3001.0,0.0,tlx_680_c_h_10
1672553100,4914.0,0.0,tlx_680_c_h_10
1672553105,4756.0,0.0,tlx_680_c_h_10
1672553110,4126.0,0.0,tlx_680_c_h_10
1672553115,3349.0,0.0,tlx_680_c_h_10
1672553120,3261.0,0.0,tlx_680_c_h_10
1672553125,3222.0,0.0,tlx_680_c_h_10
1672553130,4101.0,0.0,tlx_680_c_h_10
1672553135,3642.0,0.0,tlx_680_c_h_10
1672553140,3579.0,0.0,tlx_680_c_h_10
1672553145,4147.0,0.0,tlx_680_c_h_10
1672553150,3570.0,0.0,tlx_680_c_h_10
1672553155,3595.0,0.0,tlx_680_c_h_10
1672553160,3691.0,0.0,tlx_680_c_h_10
1672553165,3288.0,0.0,tlx_680_c_h_10
1672553170,3282.0,0.0,tlx_680_c_h_10
1672553175,4298.0,0.0,tlx_680_c_h_10
1672553180,4419.0,0.0,tlx_680_c_h_10
1672553185,4882.0,0.0,tlx_680_c_h_10
1672553190,3429.0,0.0,tlx_680_c_h_10
1672553195,3795.0,0.0,tlx_680_c_h_10
1672553200,3357.0,0.0,tlx_680_c_h_10
1672553205,4612.0,0.0,tlx_680_c_h_10
1672553210,3856.0,0.0,tlx_680_c_h_10
1672553215,3161.0,0.0,tlx_680_c_h_10
1672553220,4487.0,0.0,tlx_680_c_h_10
1672553225,3841.0,0.0,tlx_680_c_h_10
1672553230,3287.0,0.0,tlx_680_c_h_10
1672553235,4987.0,0.0,tlx_680_c_h_10
1672553240,3276.0,0.0,tlx_680_c_h_10
1672553245,4378.0,0.0,tlx_680_c_h_10
1672553250,3992.0,0.0,tlx_680_c_h_10
1672553255,4341.0,0.0,tlx_680_c_h_10
1672553260,4483.0,0.0,tlx_680_c_h_10
1672553265,4404.0,0.0,tlx_680_c_h_10
1672553270,3254.0,0.0,tlx_680_c_h_10
1672553275,3713.0,0.0,tlx_680_c_h_10
