Time,DER_632_c_1_Watts,DER_632_c_1_Vars,DER_632_c_1_loc
1672552795,3484.0,0.0,tlx_632_c_h_1
1672552800,3527.0,0.0,tlx_632_c_h_1
1672552805,4436.0,0.0,tlx_632_c_h_1
1672552810,3246.0,0.0,tlx_632_c_h_1
1672552815,4444.0,0.0,tlx_632_c_h_1
1672552820,4255.0,0.0,tlx_632_c_h_1
1672552825,4735.0,0.0,tlx_632_c_h_1
1672552830,3639.0,0.0,tlx_632_c_h_1
1672552835,3987.0,0.0,tlx_632_c_h_1
1672552840,3327.0,0.0,tlx_632_c_h_1
1672552845,3316.0,0.0,tlx_632_c_h_1
1672552850,3744.0,0.0,tlx_632_c_h_1
1672552855,4637.0,0.0,tlx_632_c_h_1
1672552860,3013.0,0.0,tlx_632_c_h_1
1672552865,3552.0,0.0,tlx_632_c_h_1
1672552870,4247.0,0.0,tlx_632_c_h_1
1672552875,3877.0,0.0,tlx_632_c_h_1
1672552880,4050.0,0.0,tlx_632_c_h_1
1672552885,4590.0,0.0,tlx_632_c_h_1
1672552890,3692.0,0.0,tlx_632_c_h_1
1672552895,4145.0,0.0,tlx_632_c_h_1
1672552900,3394.0,0.0,tlx_632_c_h_1
1672552905,3446.0,0.0,tlx_632_c_h_1
1672552910,3647.0,0.0,tlx_632_c_h_1
1672552915,3729.0,0.0,tlx_632_c_h_1
1672552920,3873.0,0.0,tlx_632_c_h_1
1672552925,4558.0,0.0,tlx_632_c_h_1
1672552930,4319.0,0.0,tlx_632_c_h_1
1672552935,3868.0,0.0,tlx_632_c_h_1
1672552940,4995.0,0.0,tlx_632_c_h_1
1672552945,4145.0,0.0,tlx_632_c_h_1
1672552950,3922.0,0.0,tlx_632_c_h_1
1672552955,3122.0,0.0,tlx_632_c_h_1
1672552960,3825.0,0.0,tlx_632_c_h_1
1672552965,4156.0,0.0,tlx_632_c_h_1
1672552970,3752.0,0.0,tlx_632_c_h_1
1672552975,3897.0,0.0,tlx_632_c_h_1
1672552980,4953.0,0.0,tlx_632_c_h_1
1672552985,3477.0,0.0,tlx_632_c_h_1
1672552990,4009.0,0.0,tlx_632_c_h_1
1672552995,4614.0,0.0,tlx_632_c_h_1
1672553000,3843.0,0.0,tlx_632_c_h_1
1672553005,4708.0,0.0,tlx_632_c_h_1
1672553010,4953.0,0.0,tlx_632_c_h_1
1672553015,4132.0,0.0,tlx_632_c_h_1
1672553020,3653.0,0.0,tlx_632_c_h_1
1672553025,3904.0,0.0,tlx_632_c_h_1
1672553030,3361.0,0.0,tlx_632_c_h_1
1672553035,4387.0,0.0,tlx_632_c_h_1
1672553040,3006.0,0.0,tlx_632_c_h_1
1672553045,4866.0,0.0,tlx_632_c_h_1
1672553050,3431.0,0.0,tlx_632_c_h_1
1672553055,3144.0,0.0,tlx_632_c_h_1
1672553060,4753.0,0.0,tlx_632_c_h_1
1672553065,4805.0,0.0,tlx_632_c_h_1
1672553070,4642.0,0.0,tlx_632_c_h_1
1672553075,3947.0,0.0,tlx_632_c_h_1
1672553080,3404.0,0.0,tlx_632_c_h_1
1672553085,4137.0,0.0,tlx_632_c_h_1
1672553090,4860.0,0.0,tlx_632_c_h_1
1672553095,3438.0,0.0,tlx_632_c_h_1
1672553100,4701.0,0.0,tlx_632_c_h_1
1672553105,3861.0,0.0,tlx_632_c_h_1
1672553110,4363.0,0.0,tlx_632_c_h_1
1672553115,3663.0,0.0,tlx_632_c_h_1
1672553120,4882.0,0.0,tlx_632_c_h_1
1672553125,3921.0,0.0,tlx_632_c_h_1
1672553130,3076.0,0.0,tlx_632_c_h_1
1672553135,3806.0,0.0,tlx_632_c_h_1
1672553140,3998.0,0.0,tlx_632_c_h_1
1672553145,4150.0,0.0,tlx_632_c_h_1
1672553150,4185.0,0.0,tlx_632_c_h_1
1672553155,3350.0,0.0,tlx_632_c_h_1
1672553160,3601.0,0.0,tlx_632_c_h_1
1672553165,3241.0,0.0,tlx_632_c_h_1
1672553170,3540.0,0.0,tlx_632_c_h_1
1672553175,4717.0,0.0,tlx_632_c_h_1
1672553180,3589.0,0.0,tlx_632_c_h_1
1672553185,3120.0,0.0,tlx_632_c_h_1
1672553190,4990.0,0.0,tlx_632_c_h_1
1672553195,3237.0,0.0,tlx_632_c_h_1
1672553200,3781.0,0.0,tlx_632_c_h_1
1672553205,4386.0,0.0,tlx_632_c_h_1
1672553210,3600.0,0.0,tlx_632_c_h_1
1672553215,3366.0,0.0,tlx_632_c_h_1
1672553220,3534.0,0.0,tlx_632_c_h_1
1672553225,3814.0,0.0,tlx_632_c_h_1
1672553230,3706.0,0.0,tlx_632_c_h_1
1672553235,4529.0,0.0,tlx_632_c_h_1
1672553240,4899.0,0.0,tlx_632_c_h_1
1672553245,4800.0,0.0,tlx_632_c_h_1
1672553250,4724.0,0.0,tlx_632_c_h_1
1672553255,3524.0,0.0,tlx_632_c_h_1
1672553260,4983.0,0.0,tlx_632_c_h_1
1672553265,3568.0,0.0,tlx_632_c_h_1
1672553270,3774.0,0.0,tlx_632_c_h_1
1672553275,3712.0,0.0,tlx_632_c_h_1
1672553280,4406.0,0.0,tlx_632_c_h_1
1672553285,3065.0,0.0,tlx_632_c_h_1
1672553290,3538.0,0.0,tlx_632_c_h_1
1672553295,4939.0,0.0,tlx_632_c_h_1
1672553300,3499.0,0.0,tlx_632_c_h_1
1672553305,3650.0,0.0,tlx_632_c_h_1
1672553310,4377.0,0.0,tlx_632_c_h_1
1672553315,4372.0,0.0,tlx_632_c_h_1
1672553320,3636.0,0.0,tlx_632_c_h_1
1672553325,3724.0,0.0,tlx_632_c_h_1
1672553330,3072.0,0.0,tlx_632_c_h_1
1672553335,4834.0,0.0,tlx_632_c_h_1
1672553340,3161.0,0.0,tlx_632_c_h_1
1672553345,3925.0,0.0,tlx_632_c_h_1
1672553350,3156.0,0.0,tlx_632_c_h_1
1672553355,3260.0,0.0,tlx_632_c_h_1
1672553360,3414.0,0.0,tlx_632_c_h_1
1672553365,3567.0,0.0,tlx_632_c_h_1
1672553370,3661.0,0.0,tlx_632_c_h_1
1672553375,3810.0,0.0,tlx_632_c_h_1
1672553380,4762.0,0.0,tlx_632_c_h_1
1672553385,3750.0,0.0,tlx_632_c_h_1
1672553390,3184.0,0.0,tlx_632_c_h_1
1672553395,3711.0,0.0,tlx_632_c_h_1
1672553400,3853.0,0.0,tlx_632_c_h_1
1672553405,4256.0,0.0,tlx_632_c_h_1
1672553410,4157.0,0.0,tlx_632_c_h_1
1672553415,3710.0,0.0,tlx_632_c_h_1
1672553420,3901.0,0.0,tlx_632_c_h_1
1672553425,4400.0,0.0,tlx_632_c_h_1
1672553430,3565.0,0.0,tlx_632_c_h_1
1672553435,4901.0,0.0,tlx_632_c_h_1
1672553440,4892.0,0.0,tlx_632_c_h_1
1672553445,4854.0,0.0,tlx_632_c_h_1
1672553450,4501.0,0.0,tlx_632_c_h_1
1672553455,4942.0,0.0,tlx_632_c_h_1
1672553460,3898.0,0.0,tlx_632_c_h_1
1672553465,4659.0,0.0,tlx_632_c_h_1
1672553470,3345.0,0.0,tlx_632_c_h_1
1672553475,4619.0,0.0,tlx_632_c_h_1
1672553480,3455.0,0.0,tlx_632_c_h_1
1672553485,4693.0,0.0,tlx_632_c_h_1
1672553490,4570.0,0.0,tlx_632_c_h_1
1672553495,3081.0,0.0,tlx_632_c_h_1
1672553500,3221.0,0.0,tlx_632_c_h_1
1672553505,3947.0,0.0,tlx_632_c_h_1
1672553510,4211.0,0.0,tlx_632_c_h_1
1672553515,4171.0,0.0,tlx_632_c_h_1
1672553520,3389.0,0.0,tlx_632_c_h_1
1672553525,3489.0,0.0,tlx_632_c_h_1
1672553530,3953.0,0.0,tlx_632_c_h_1
1672553535,3388.0,0.0,tlx_632_c_h_1
1672553540,4292.0,0.0,tlx_632_c_h_1
1672553545,4077.0,0.0,tlx_632_c_h_1
1672553550,4611.0,0.0,tlx_632_c_h_1
1672553555,3177.0,0.0,tlx_632_c_h_1
1672553560,3870.0,0.0,tlx_632_c_h_1
1672553565,3123.0,0.0,tlx_632_c_h_1
1672553570,3019.0,0.0,tlx_632_c_h_1
1672553575,3221.0,0.0,tlx_632_c_h_1
1672553580,4551.0,0.0,tlx_632_c_h_1
1672553585,4440.0,0.0,tlx_632_c_h_1
1672553590,3753.0,0.0,tlx_632_c_h_1
1672553595,3726.0,0.0,tlx_632_c_h_1
1672553600,3558.0,0.0,tlx_632_c_h_1
1672553605,4143.0,0.0,tlx_632_c_h_1
