Time,DER_632_b_24_Watts,DER_632_b_24_Vars,DER_632_b_24_loc
1672552795,4207.0,0.0,tlx_632_b_h_24
1672552800,3104.0,0.0,tlx_632_b_h_24
1672552805,4592.0,0.0,tlx_632_b_h_24
1672552810,4657.0,0.0,tlx_632_b_h_24
1672552815,4318.0,0.0,tlx_632_b_h_24
1672552820,3859.0,0.0,tlx_632_b_h_24
1672552825,4235.0,0.0,tlx_632_b_h_24
1672552830,3071.0,0.0,tlx_632_b_h_24
1672552835,3025.0,0.0,tlx_632_b_h_24
1672552840,4680.0,0.0,tlx_632_b_h_24
1672552845,4523.0,0.0,tlx_632_b_h_24
1672552850,3711.0,0.0,tlx_632_b_h_24
1672552855,4970.0,0.0,tlx_632_b_h_24
1672552860,4577.0,0.0,tlx_632_b_h_24
1672552865,3527.0,0.0,tlx_632_b_h_24
1672552870,4900.0,0.0,tlx_632_b_h_24
1672552875,4571.0,0.0,tlx_632_b_h_24
1672552880,3383.0,0.0,tlx_632_b_h_24
1672552885,4291.0,0.0,tlx_632_b_h_24
1672552890,3858.0,0.0,tlx_632_b_h_24
1672552895,3459.0,0.0,tlx_632_b_h_24
1672552900,4930.0,0.0,tlx_632_b_h_24
1672552905,4100.0,0.0,tlx_632_b_h_24
1672552910,4184.0,0.0,tlx_632_b_h_24
1672552915,3493.0,0.0,tlx_632_b_h_24
1672552920,3612.0,0.0,tlx_632_b_h_24
1672552925,3964.0,0.0,tlx_632_b_h_24
1672552930,3789.0,0.0,tlx_632_b_h_24
1672552935,4056.0,0.0,tlx_632_b_h_24
1672552940,3001.0,0.0,tlx_632_b_h_24
1672552945,4536.0,0.0,tlx_632_b_h_24
1672552950,3340.0,0.0,tlx_632_b_h_24
1672552955,3463.0,0.0,tlx_632_b_h_24
1672552960,3392.0,0.0,tlx_632_b_h_24
1672552965,3930.0,0.0,tlx_632_b_h_24
1672552970,3042.0,0.0,tlx_632_b_h_24
1672552975,4910.0,0.0,tlx_632_b_h_24
1672552980,3577.0,0.0,tlx_632_b_h_24
1672552985,3036.0,0.0,tlx_632_b_h_24
1672552990,3508.0,0.0,tlx_632_b_h_24
1672552995,4556.0,0.0,tlx_632_b_h_24
1672553000,4015.0,0.0,tlx_632_b_h_24
1672553005,4100.0,0.0,tlx_632_b_h_24
1672553010,3265.0,0.0,tlx_632_b_h_24
