Time,DER_632_b_31_Watts,DER_632_b_31_Vars,DER_632_b_31_loc
1672552795,3925.0,0.0,tlx_632_b_h_31
1672552800,3768.0,0.0,tlx_632_b_h_31
1672552805,4703.0,0.0,tlx_632_b_h_31
1672552810,4846.0,0.0,tlx_632_b_h_31
1672552815,4668.0,0.0,tlx_632_b_h_31
1672552820,4567.0,0.0,tlx_632_b_h_31
1672552825,4829.0,0.0,tlx_632_b_h_31
1672552830,4052.0,0.0,tlx_632_b_h_31
1672552835,3157.0,0.0,tlx_632_b_h_31
1672552840,4874.0,0.0,tlx_632_b_h_31
1672552845,3403.0,0.0,tlx_632_b_h_31
1672552850,3026.0,0.0,tlx_632_b_h_31
1672552855,3332.0,0.0,tlx_632_b_h_31
1672552860,4807.0,0.0,tlx_632_b_h_31
1672552865,3982.0,0.0,tlx_632_b_h_31
1672552870,3849.0,0.0,tlx_632_b_h_31
1672552875,3875.0,0.0,tlx_632_b_h_31
1672552880,3824.0,0.0,tlx_632_b_h_31
1672552885,4000.0,0.0,tlx_632_b_h_31
1672552890,3032.0,0.0,tlx_632_b_h_31
1672552895,3575.0,0.0,tlx_632_b_h_31
1672552900,3985.0,0.0,tlx_632_b_h_31
1672552905,3908.0,0.0,tlx_632_b_h_31
1672552910,3989.0,0.0,tlx_632_b_h_31
1672552915,4884.0,0.0,tlx_632_b_h_31
1672552920,4747.0,0.0,tlx_632_b_h_31
1672552925,4978.0,0.0,tlx_632_b_h_31
1672552930,4831.0,0.0,tlx_632_b_h_31
1672552935,3131.0,0.0,tlx_632_b_h_31
1672552940,3892.0,0.0,tlx_632_b_h_31
1672552945,4658.0,0.0,tlx_632_b_h_31
1672552950,3122.0,0.0,tlx_632_b_h_31
1672552955,3528.0,0.0,tlx_632_b_h_31
1672552960,4856.0,0.0,tlx_632_b_h_31
1672552965,3372.0,0.0,tlx_632_b_h_31
1672552970,4656.0,0.0,tlx_632_b_h_31
1672552975,4585.0,0.0,tlx_632_b_h_31
1672552980,3004.0,0.0,tlx_632_b_h_31
1672552985,4675.0,0.0,tlx_632_b_h_31
1672552990,3644.0,0.0,tlx_632_b_h_31
1672552995,3128.0,0.0,tlx_632_b_h_31
1672553000,4875.0,0.0,tlx_632_b_h_31
1672553005,3155.0,0.0,tlx_632_b_h_31
1672553010,3257.0,0.0,tlx_632_b_h_31
1672553015,4790.0,0.0,tlx_632_b_h_31
1672553020,4494.0,0.0,tlx_632_b_h_31
1672553025,3864.0,0.0,tlx_632_b_h_31
1672553030,4583.0,0.0,tlx_632_b_h_31
1672553035,3619.0,0.0,tlx_632_b_h_31
1672553040,4753.0,0.0,tlx_632_b_h_31
1672553045,4182.0,0.0,tlx_632_b_h_31
1672553050,3509.0,0.0,tlx_632_b_h_31
1672553055,4168.0,0.0,tlx_632_b_h_31
1672553060,3656.0,0.0,tlx_632_b_h_31
1672553065,3007.0,0.0,tlx_632_b_h_31
1672553070,3791.0,0.0,tlx_632_b_h_31
1672553075,3960.0,0.0,tlx_632_b_h_31
1672553080,3755.0,0.0,tlx_632_b_h_31
1672553085,4356.0,0.0,tlx_632_b_h_31
1672553090,3957.0,0.0,tlx_632_b_h_31
1672553095,4453.0,0.0,tlx_632_b_h_31
1672553100,3977.0,0.0,tlx_632_b_h_31
1672553105,3693.0,0.0,tlx_632_b_h_31
1672553110,4964.0,0.0,tlx_632_b_h_31
1672553115,3236.0,0.0,tlx_632_b_h_31
1672553120,3315.0,0.0,tlx_632_b_h_31
1672553125,3215.0,0.0,tlx_632_b_h_31
1672553130,4596.0,0.0,tlx_632_b_h_31
1672553135,3555.0,0.0,tlx_632_b_h_31
1672553140,3117.0,0.0,tlx_632_b_h_31
1672553145,3128.0,0.0,tlx_632_b_h_31
1672553150,3797.0,0.0,tlx_632_b_h_31
1672553155,4223.0,0.0,tlx_632_b_h_31
1672553160,4366.0,0.0,tlx_632_b_h_31
1672553165,3773.0,0.0,tlx_632_b_h_31
1672553170,3330.0,0.0,tlx_632_b_h_31
1672553175,3198.0,0.0,tlx_632_b_h_31
