Time,DER_671_a_20_Watts,DER_671_a_20_Vars,DER_671_a_20_loc
1672552795,3077.0,0.0,tlx_671_a_h_20
1672552800,4369.0,0.0,tlx_671_a_h_20
1672552805,4977.0,0.0,tlx_671_a_h_20
1672552810,4304.0,0.0,tlx_671_a_h_20
1672552815,4010.0,0.0,tlx_671_a_h_20
1672552820,4450.0,0.0,tlx_671_a_h_20
1672552825,3268.0,0.0,tlx_671_a_h_20
1672552830,4749.0,0.0,tlx_671_a_h_20
1672552835,3040.0,0.0,tlx_671_a_h_20
1672552840,4223.0,0.0,tlx_671_a_h_20
1672552845,4961.0,0.0,tlx_671_a_h_20
1672552850,4988.0,0.0,tlx_671_a_h_20
1672552855,3825.0,0.0,tlx_671_a_h_20
1672552860,3068.0,0.0,tlx_671_a_h_20
1672552865,3546.0,0.0,tlx_671_a_h_20
1672552870,4274.0,0.0,tlx_671_a_h_20
1672552875,3528.0,0.0,tlx_671_a_h_20
1672552880,4621.0,0.0,tlx_671_a_h_20
1672552885,3131.0,0.0,tlx_671_a_h_20
1672552890,4158.0,0.0,tlx_671_a_h_20
1672552895,4922.0,0.0,tlx_671_a_h_20
1672552900,3234.0,0.0,tlx_671_a_h_20
1672552905,3214.0,0.0,tlx_671_a_h_20
1672552910,4739.0,0.0,tlx_671_a_h_20
1672552915,3986.0,0.0,tlx_671_a_h_20
1672552920,3446.0,0.0,tlx_671_a_h_20
1672552925,3134.0,0.0,tlx_671_a_h_20
1672552930,4974.0,0.0,tlx_671_a_h_20
1672552935,3751.0,0.0,tlx_671_a_h_20
1672552940,4338.0,0.0,tlx_671_a_h_20
1672552945,4436.0,0.0,tlx_671_a_h_20
1672552950,3292.0,0.0,tlx_671_a_h_20
1672552955,4754.0,0.0,tlx_671_a_h_20
1672552960,4619.0,0.0,tlx_671_a_h_20
1672552965,3176.0,0.0,tlx_671_a_h_20
1672552970,4834.0,0.0,tlx_671_a_h_20
1672552975,3001.0,0.0,tlx_671_a_h_20
1672552980,4537.0,0.0,tlx_671_a_h_20
1672552985,3605.0,0.0,tlx_671_a_h_20
1672552990,4988.0,0.0,tlx_671_a_h_20
1672552995,4546.0,0.0,tlx_671_a_h_20
1672553000,4777.0,0.0,tlx_671_a_h_20
1672553005,4270.0,0.0,tlx_671_a_h_20
