Time,DER_611_c_34_Watts,DER_611_c_34_Vars,DER_611_c_34_loc
1672552795,4919.0,0.0,tlx_611_c_h_34
1672552800,3274.0,0.0,tlx_611_c_h_34
1672552805,3338.0,0.0,tlx_611_c_h_34
1672552810,4841.0,0.0,tlx_611_c_h_34
1672552815,4346.0,0.0,tlx_611_c_h_34
1672552820,3207.0,0.0,tlx_611_c_h_34
1672552825,3454.0,0.0,tlx_611_c_h_34
1672552830,3965.0,0.0,tlx_611_c_h_34
1672552835,4983.0,0.0,tlx_611_c_h_34
1672552840,3595.0,0.0,tlx_611_c_h_34
1672552845,4466.0,0.0,tlx_611_c_h_34
1672552850,3864.0,0.0,tlx_611_c_h_34
1672552855,4346.0,0.0,tlx_611_c_h_34
1672552860,4541.0,0.0,tlx_611_c_h_34
1672552865,3382.0,0.0,tlx_611_c_h_34
1672552870,4202.0,0.0,tlx_611_c_h_34
1672552875,4543.0,0.0,tlx_611_c_h_34
1672552880,4017.0,0.0,tlx_611_c_h_34
1672552885,4453.0,0.0,tlx_611_c_h_34
1672552890,4460.0,0.0,tlx_611_c_h_34
1672552895,3138.0,0.0,tlx_611_c_h_34
1672552900,3526.0,0.0,tlx_611_c_h_34
1672552905,4238.0,0.0,tlx_611_c_h_34
1672552910,3536.0,0.0,tlx_611_c_h_34
1672552915,3404.0,0.0,tlx_611_c_h_34
1672552920,4241.0,0.0,tlx_611_c_h_34
1672552925,3904.0,0.0,tlx_611_c_h_34
1672552930,4670.0,0.0,tlx_611_c_h_34
1672552935,4598.0,0.0,tlx_611_c_h_34
1672552940,4318.0,0.0,tlx_611_c_h_34
1672552945,4728.0,0.0,tlx_611_c_h_34
1672552950,4176.0,0.0,tlx_611_c_h_34
1672552955,4043.0,0.0,tlx_611_c_h_34
1672552960,4876.0,0.0,tlx_611_c_h_34
1672552965,4779.0,0.0,tlx_611_c_h_34
1672552970,4692.0,0.0,tlx_611_c_h_34
1672552975,4922.0,0.0,tlx_611_c_h_34
1672552980,4702.0,0.0,tlx_611_c_h_34
1672552985,4699.0,0.0,tlx_611_c_h_34
1672552990,3990.0,0.0,tlx_611_c_h_34
1672552995,4498.0,0.0,tlx_611_c_h_34
1672553000,3489.0,0.0,tlx_611_c_h_34
1672553005,4296.0,0.0,tlx_611_c_h_34
1672553010,3224.0,0.0,tlx_611_c_h_34
1672553015,3154.0,0.0,tlx_611_c_h_34
1672553020,3754.0,0.0,tlx_611_c_h_34
1672553025,4602.0,0.0,tlx_611_c_h_34
1672553030,4307.0,0.0,tlx_611_c_h_34
1672553035,4729.0,0.0,tlx_611_c_h_34
1672553040,3798.0,0.0,tlx_611_c_h_34
1672553045,4921.0,0.0,tlx_611_c_h_34
1672553050,3845.0,0.0,tlx_611_c_h_34
1672553055,3429.0,0.0,tlx_611_c_h_34
1672553060,3236.0,0.0,tlx_611_c_h_34
1672553065,3919.0,0.0,tlx_611_c_h_34
1672553070,3665.0,0.0,tlx_611_c_h_34
1672553075,4853.0,0.0,tlx_611_c_h_34
1672553080,4277.0,0.0,tlx_611_c_h_34
1672553085,4996.0,0.0,tlx_611_c_h_34
1672553090,3700.0,0.0,tlx_611_c_h_34
1672553095,4847.0,0.0,tlx_611_c_h_34
1672553100,3409.0,0.0,tlx_611_c_h_34
1672553105,3726.0,0.0,tlx_611_c_h_34
1672553110,4185.0,0.0,tlx_611_c_h_34
1672553115,4003.0,0.0,tlx_611_c_h_34
1672553120,3399.0,0.0,tlx_611_c_h_34
1672553125,3318.0,0.0,tlx_611_c_h_34
1672553130,3529.0,0.0,tlx_611_c_h_34
1672553135,4997.0,0.0,tlx_611_c_h_34
1672553140,4626.0,0.0,tlx_611_c_h_34
1672553145,3703.0,0.0,tlx_611_c_h_34
1672553150,4368.0,0.0,tlx_611_c_h_34
1672553155,4039.0,0.0,tlx_611_c_h_34
1672553160,4722.0,0.0,tlx_611_c_h_34
1672553165,3066.0,0.0,tlx_611_c_h_34
1672553170,3306.0,0.0,tlx_611_c_h_34
1672553175,3914.0,0.0,tlx_611_c_h_34
1672553180,3323.0,0.0,tlx_611_c_h_34
1672553185,3010.0,0.0,tlx_611_c_h_34
1672553190,3765.0,0.0,tlx_611_c_h_34
1672553195,3945.0,0.0,tlx_611_c_h_34
1672553200,4842.0,0.0,tlx_611_c_h_34
1672553205,4108.0,0.0,tlx_611_c_h_34
1672553210,4747.0,0.0,tlx_611_c_h_34
1672553215,4718.0,0.0,tlx_611_c_h_34
1672553220,4210.0,0.0,tlx_611_c_h_34
1672553225,3011.0,0.0,tlx_611_c_h_34
1672553230,4679.0,0.0,tlx_611_c_h_34
1672553235,3110.0,0.0,tlx_611_c_h_34
1672553240,3754.0,0.0,tlx_611_c_h_34
1672553245,4526.0,0.0,tlx_611_c_h_34
1672553250,3333.0,0.0,tlx_611_c_h_34
1672553255,4208.0,0.0,tlx_611_c_h_34
1672553260,4908.0,0.0,tlx_611_c_h_34
1672553265,3466.0,0.0,tlx_611_c_h_34
1672553270,3093.0,0.0,tlx_611_c_h_34
1672553275,3288.0,0.0,tlx_611_c_h_34
1672553280,4650.0,0.0,tlx_611_c_h_34
1672553285,4447.0,0.0,tlx_611_c_h_34
1672553290,4848.0,0.0,tlx_611_c_h_34
1672553295,3147.0,0.0,tlx_611_c_h_34
1672553300,4253.0,0.0,tlx_611_c_h_34
1672553305,4040.0,0.0,tlx_611_c_h_34
1672553310,4293.0,0.0,tlx_611_c_h_34
1672553315,3128.0,0.0,tlx_611_c_h_34
1672553320,4173.0,0.0,tlx_611_c_h_34
1672553325,4482.0,0.0,tlx_611_c_h_34
1672553330,4977.0,0.0,tlx_611_c_h_34
1672553335,4974.0,0.0,tlx_611_c_h_34
1672553340,3669.0,0.0,tlx_611_c_h_34
1672553345,4801.0,0.0,tlx_611_c_h_34
1672553350,4224.0,0.0,tlx_611_c_h_34
1672553355,4229.0,0.0,tlx_611_c_h_34
1672553360,3873.0,0.0,tlx_611_c_h_34
1672553365,4932.0,0.0,tlx_611_c_h_34
