Time,DER_692_b_28_Watts,DER_692_b_28_Vars,DER_692_b_28_loc
1672552795,4195.0,0.0,tlx_692_b_h_28
1672552800,3045.0,0.0,tlx_692_b_h_28
1672552805,3185.0,0.0,tlx_692_b_h_28
1672552810,3554.0,0.0,tlx_692_b_h_28
1672552815,4729.0,0.0,tlx_692_b_h_28
1672552820,3857.0,0.0,tlx_692_b_h_28
1672552825,4404.0,0.0,tlx_692_b_h_28
1672552830,3319.0,0.0,tlx_692_b_h_28
1672552835,3719.0,0.0,tlx_692_b_h_28
1672552840,4581.0,0.0,tlx_692_b_h_28
1672552845,3438.0,0.0,tlx_692_b_h_28
1672552850,4262.0,0.0,tlx_692_b_h_28
1672552855,4375.0,0.0,tlx_692_b_h_28
1672552860,3413.0,0.0,tlx_692_b_h_28
1672552865,4058.0,0.0,tlx_692_b_h_28
1672552870,3998.0,0.0,tlx_692_b_h_28
1672552875,4052.0,0.0,tlx_692_b_h_28
1672552880,4275.0,0.0,tlx_692_b_h_28
1672552885,3958.0,0.0,tlx_692_b_h_28
1672552890,3593.0,0.0,tlx_692_b_h_28
1672552895,4637.0,0.0,tlx_692_b_h_28
1672552900,3583.0,0.0,tlx_692_b_h_28
1672552905,3475.0,0.0,tlx_692_b_h_28
1672552910,4688.0,0.0,tlx_692_b_h_28
1672552915,4360.0,0.0,tlx_692_b_h_28
1672552920,4887.0,0.0,tlx_692_b_h_28
1672552925,3378.0,0.0,tlx_692_b_h_28
1672552930,3242.0,0.0,tlx_692_b_h_28
1672552935,4527.0,0.0,tlx_692_b_h_28
1672552940,3991.0,0.0,tlx_692_b_h_28
1672552945,4833.0,0.0,tlx_692_b_h_28
1672552950,3852.0,0.0,tlx_692_b_h_28
1672552955,3432.0,0.0,tlx_692_b_h_28
1672552960,3792.0,0.0,tlx_692_b_h_28
1672552965,4260.0,0.0,tlx_692_b_h_28
1672552970,3015.0,0.0,tlx_692_b_h_28
1672552975,4738.0,0.0,tlx_692_b_h_28
1672552980,3090.0,0.0,tlx_692_b_h_28
1672552985,3211.0,0.0,tlx_692_b_h_28
1672552990,4902.0,0.0,tlx_692_b_h_28
1672552995,3397.0,0.0,tlx_692_b_h_28
1672553000,3507.0,0.0,tlx_692_b_h_28
1672553005,3409.0,0.0,tlx_692_b_h_28
1672553010,3925.0,0.0,tlx_692_b_h_28
1672553015,3721.0,0.0,tlx_692_b_h_28
1672553020,3100.0,0.0,tlx_692_b_h_28
1672553025,4075.0,0.0,tlx_692_b_h_28
1672553030,4738.0,0.0,tlx_692_b_h_28
1672553035,4940.0,0.0,tlx_692_b_h_28
1672553040,4986.0,0.0,tlx_692_b_h_28
1672553045,4679.0,0.0,tlx_692_b_h_28
1672553050,3607.0,0.0,tlx_692_b_h_28
1672553055,3438.0,0.0,tlx_692_b_h_28
1672553060,4067.0,0.0,tlx_692_b_h_28
1672553065,3652.0,0.0,tlx_692_b_h_28
1672553070,4642.0,0.0,tlx_692_b_h_28
1672553075,3512.0,0.0,tlx_692_b_h_28
1672553080,3430.0,0.0,tlx_692_b_h_28
1672553085,3278.0,0.0,tlx_692_b_h_28
1672553090,3759.0,0.0,tlx_692_b_h_28
1672553095,3703.0,0.0,tlx_692_b_h_28
1672553100,3339.0,0.0,tlx_692_b_h_28
1672553105,3427.0,0.0,tlx_692_b_h_28
1672553110,3639.0,0.0,tlx_692_b_h_28
1672553115,3553.0,0.0,tlx_692_b_h_28
1672553120,4829.0,0.0,tlx_692_b_h_28
1672553125,3008.0,0.0,tlx_692_b_h_28
1672553130,3928.0,0.0,tlx_692_b_h_28
1672553135,4984.0,0.0,tlx_692_b_h_28
1672553140,3957.0,0.0,tlx_692_b_h_28
1672553145,4845.0,0.0,tlx_692_b_h_28
1672553150,3062.0,0.0,tlx_692_b_h_28
1672553155,4589.0,0.0,tlx_692_b_h_28
1672553160,3307.0,0.0,tlx_692_b_h_28
1672553165,3189.0,0.0,tlx_692_b_h_28
