Time,DER_684_a_18_Watts,DER_684_a_18_Vars,DER_684_a_18_loc
1672552795,3241.0,0.0,tlx_684_a_h_18
1672552800,4417.0,0.0,tlx_684_a_h_18
1672552805,4765.0,0.0,tlx_684_a_h_18
1672552810,4433.0,0.0,tlx_684_a_h_18
1672552815,3439.0,0.0,tlx_684_a_h_18
1672552820,4102.0,0.0,tlx_684_a_h_18
1672552825,3792.0,0.0,tlx_684_a_h_18
1672552830,4163.0,0.0,tlx_684_a_h_18
1672552835,4388.0,0.0,tlx_684_a_h_18
1672552840,3962.0,0.0,tlx_684_a_h_18
1672552845,4569.0,0.0,tlx_684_a_h_18
1672552850,4916.0,0.0,tlx_684_a_h_18
1672552855,3993.0,0.0,tlx_684_a_h_18
1672552860,3410.0,0.0,tlx_684_a_h_18
1672552865,3526.0,0.0,tlx_684_a_h_18
1672552870,3339.0,0.0,tlx_684_a_h_18
1672552875,3344.0,0.0,tlx_684_a_h_18
1672552880,4057.0,0.0,tlx_684_a_h_18
1672552885,4661.0,0.0,tlx_684_a_h_18
1672552890,4530.0,0.0,tlx_684_a_h_18
1672552895,4869.0,0.0,tlx_684_a_h_18
1672552900,3457.0,0.0,tlx_684_a_h_18
1672552905,4781.0,0.0,tlx_684_a_h_18
1672552910,4365.0,0.0,tlx_684_a_h_18
1672552915,3975.0,0.0,tlx_684_a_h_18
1672552920,3749.0,0.0,tlx_684_a_h_18
1672552925,3632.0,0.0,tlx_684_a_h_18
1672552930,3042.0,0.0,tlx_684_a_h_18
1672552935,4395.0,0.0,tlx_684_a_h_18
1672552940,4134.0,0.0,tlx_684_a_h_18
1672552945,4509.0,0.0,tlx_684_a_h_18
1672552950,3516.0,0.0,tlx_684_a_h_18
1672552955,4785.0,0.0,tlx_684_a_h_18
1672552960,3039.0,0.0,tlx_684_a_h_18
1672552965,3523.0,0.0,tlx_684_a_h_18
1672552970,3079.0,0.0,tlx_684_a_h_18
1672552975,3229.0,0.0,tlx_684_a_h_18
1672552980,3584.0,0.0,tlx_684_a_h_18
1672552985,3021.0,0.0,tlx_684_a_h_18
1672552990,4692.0,0.0,tlx_684_a_h_18
1672552995,3660.0,0.0,tlx_684_a_h_18
1672553000,3479.0,0.0,tlx_684_a_h_18
1672553005,3892.0,0.0,tlx_684_a_h_18
1672553010,4962.0,0.0,tlx_684_a_h_18
1672553015,4781.0,0.0,tlx_684_a_h_18
1672553020,3308.0,0.0,tlx_684_a_h_18
1672553025,3936.0,0.0,tlx_684_a_h_18
1672553030,4512.0,0.0,tlx_684_a_h_18
1672553035,4389.0,0.0,tlx_684_a_h_18
1672553040,3933.0,0.0,tlx_684_a_h_18
1672553045,4402.0,0.0,tlx_684_a_h_18
1672553050,3052.0,0.0,tlx_684_a_h_18
1672553055,4495.0,0.0,tlx_684_a_h_18
1672553060,4894.0,0.0,tlx_684_a_h_18
1672553065,4945.0,0.0,tlx_684_a_h_18
1672553070,4202.0,0.0,tlx_684_a_h_18
1672553075,4759.0,0.0,tlx_684_a_h_18
1672553080,3870.0,0.0,tlx_684_a_h_18
1672553085,3353.0,0.0,tlx_684_a_h_18
1672553090,4564.0,0.0,tlx_684_a_h_18
1672553095,4889.0,0.0,tlx_684_a_h_18
1672553100,3170.0,0.0,tlx_684_a_h_18
1672553105,4238.0,0.0,tlx_684_a_h_18
1672553110,4619.0,0.0,tlx_684_a_h_18
1672553115,4684.0,0.0,tlx_684_a_h_18
1672553120,3657.0,0.0,tlx_684_a_h_18
1672553125,3729.0,0.0,tlx_684_a_h_18
1672553130,3377.0,0.0,tlx_684_a_h_18
1672553135,3388.0,0.0,tlx_684_a_h_18
1672553140,4699.0,0.0,tlx_684_a_h_18
1672553145,3046.0,0.0,tlx_684_a_h_18
1672553150,3502.0,0.0,tlx_684_a_h_18
1672553155,4456.0,0.0,tlx_684_a_h_18
1672553160,3182.0,0.0,tlx_684_a_h_18
1672553165,4349.0,0.0,tlx_684_a_h_18
1672553170,4474.0,0.0,tlx_684_a_h_18
1672553175,4266.0,0.0,tlx_684_a_h_18
1672553180,4361.0,0.0,tlx_684_a_h_18
1672553185,3162.0,0.0,tlx_684_a_h_18
1672553190,3588.0,0.0,tlx_684_a_h_18
1672553195,4018.0,0.0,tlx_684_a_h_18
1672553200,4475.0,0.0,tlx_684_a_h_18
1672553205,3740.0,0.0,tlx_684_a_h_18
1672553210,3967.0,0.0,tlx_684_a_h_18
1672553215,3389.0,0.0,tlx_684_a_h_18
1672553220,4768.0,0.0,tlx_684_a_h_18
1672553225,3083.0,0.0,tlx_684_a_h_18
1672553230,3568.0,0.0,tlx_684_a_h_18
1672553235,3524.0,0.0,tlx_684_a_h_18
1672553240,4933.0,0.0,tlx_684_a_h_18
1672553245,3149.0,0.0,tlx_684_a_h_18
1672553250,3093.0,0.0,tlx_684_a_h_18
1672553255,4535.0,0.0,tlx_684_a_h_18
1672553260,3755.0,0.0,tlx_684_a_h_18
1672553265,3625.0,0.0,tlx_684_a_h_18
1672553270,3171.0,0.0,tlx_684_a_h_18
1672553275,3075.0,0.0,tlx_684_a_h_18
1672553280,3249.0,0.0,tlx_684_a_h_18
1672553285,3081.0,0.0,tlx_684_a_h_18
1672553290,4950.0,0.0,tlx_684_a_h_18
1672553295,3838.0,0.0,tlx_684_a_h_18
1672553300,4283.0,0.0,tlx_684_a_h_18
1672553305,3274.0,0.0,tlx_684_a_h_18
1672553310,3521.0,0.0,tlx_684_a_h_18
1672553315,4874.0,0.0,tlx_684_a_h_18
1672553320,4244.0,0.0,tlx_684_a_h_18
1672553325,4056.0,0.0,tlx_684_a_h_18
1672553330,3685.0,0.0,tlx_684_a_h_18
1672553335,4882.0,0.0,tlx_684_a_h_18
1672553340,4432.0,0.0,tlx_684_a_h_18
1672553345,4205.0,0.0,tlx_684_a_h_18
1672553350,3875.0,0.0,tlx_684_a_h_18
1672553355,3900.0,0.0,tlx_684_a_h_18
1672553360,4110.0,0.0,tlx_684_a_h_18
1672553365,4411.0,0.0,tlx_684_a_h_18
1672553370,3326.0,0.0,tlx_684_a_h_18
1672553375,3028.0,0.0,tlx_684_a_h_18
1672553380,4807.0,0.0,tlx_684_a_h_18
1672553385,3414.0,0.0,tlx_684_a_h_18
1672553390,4980.0,0.0,tlx_684_a_h_18
1672553395,3855.0,0.0,tlx_684_a_h_18
1672553400,3479.0,0.0,tlx_684_a_h_18
1672553405,4371.0,0.0,tlx_684_a_h_18
1672553410,3091.0,0.0,tlx_684_a_h_18
1672553415,4415.0,0.0,tlx_684_a_h_18
1672553420,4957.0,0.0,tlx_684_a_h_18
1672553425,4206.0,0.0,tlx_684_a_h_18
1672553430,4989.0,0.0,tlx_684_a_h_18
1672553435,3714.0,0.0,tlx_684_a_h_18
1672553440,3875.0,0.0,tlx_684_a_h_18
1672553445,4892.0,0.0,tlx_684_a_h_18
1672553450,4832.0,0.0,tlx_684_a_h_18
1672553455,3706.0,0.0,tlx_684_a_h_18
1672553460,4143.0,0.0,tlx_684_a_h_18
1672553465,3433.0,0.0,tlx_684_a_h_18
1672553470,3060.0,0.0,tlx_684_a_h_18
1672553475,4724.0,0.0,tlx_684_a_h_18
1672553480,4347.0,0.0,tlx_684_a_h_18
1672553485,4524.0,0.0,tlx_684_a_h_18
1672553490,4705.0,0.0,tlx_684_a_h_18
1672553495,3502.0,0.0,tlx_684_a_h_18
1672553500,4314.0,0.0,tlx_684_a_h_18
1672553505,3051.0,0.0,tlx_684_a_h_18
1672553510,4419.0,0.0,tlx_684_a_h_18
1672553515,4923.0,0.0,tlx_684_a_h_18
1672553520,3344.0,0.0,tlx_684_a_h_18
1672553525,3935.0,0.0,tlx_684_a_h_18
1672553530,3919.0,0.0,tlx_684_a_h_18
1672553535,3114.0,0.0,tlx_684_a_h_18
1672553540,3955.0,0.0,tlx_684_a_h_18
1672553545,4199.0,0.0,tlx_684_a_h_18
1672553550,4864.0,0.0,tlx_684_a_h_18
1672553555,4800.0,0.0,tlx_684_a_h_18
1672553560,3020.0,0.0,tlx_684_a_h_18
1672553565,3175.0,0.0,tlx_684_a_h_18
1672553570,4060.0,0.0,tlx_684_a_h_18
1672553575,4644.0,0.0,tlx_684_a_h_18
1672553580,4038.0,0.0,tlx_684_a_h_18
1672553585,3178.0,0.0,tlx_684_a_h_18
1672553590,4550.0,0.0,tlx_684_a_h_18
1672553595,4187.0,0.0,tlx_684_a_h_18
1672553600,3653.0,0.0,tlx_684_a_h_18
1672553605,4077.0,0.0,tlx_684_a_h_18
1672553610,3073.0,0.0,tlx_684_a_h_18
1672553615,3805.0,0.0,tlx_684_a_h_18
1672553620,4491.0,0.0,tlx_684_a_h_18
1672553625,3686.0,0.0,tlx_684_a_h_18
1672553630,3280.0,0.0,tlx_684_a_h_18
1672553635,3088.0,0.0,tlx_684_a_h_18
1672553640,4855.0,0.0,tlx_684_a_h_18
1672553645,3179.0,0.0,tlx_684_a_h_18
1672553650,4542.0,0.0,tlx_684_a_h_18
1672553655,3682.0,0.0,tlx_684_a_h_18
1672553660,4109.0,0.0,tlx_684_a_h_18
1672553665,3389.0,0.0,tlx_684_a_h_18
1672553670,4415.0,0.0,tlx_684_a_h_18
1672553675,4861.0,0.0,tlx_684_a_h_18
1672553680,3698.0,0.0,tlx_684_a_h_18
1672553685,3471.0,0.0,tlx_684_a_h_18
1672553690,4098.0,0.0,tlx_684_a_h_18
1672553695,4421.0,0.0,tlx_684_a_h_18
1672553700,3038.0,0.0,tlx_684_a_h_18
1672553705,3587.0,0.0,tlx_684_a_h_18
1672553710,3849.0,0.0,tlx_684_a_h_18
1672553715,4146.0,0.0,tlx_684_a_h_18
1672553720,4143.0,0.0,tlx_684_a_h_18
1672553725,3488.0,0.0,tlx_684_a_h_18
1672553730,3256.0,0.0,tlx_684_a_h_18
1672553735,3539.0,0.0,tlx_684_a_h_18
1672553740,3896.0,0.0,tlx_684_a_h_18
1672553745,3082.0,0.0,tlx_684_a_h_18
1672553750,3661.0,0.0,tlx_684_a_h_18
1672553755,3101.0,0.0,tlx_684_a_h_18
1672553760,3079.0,0.0,tlx_684_a_h_18
1672553765,3846.0,0.0,tlx_684_a_h_18
1672553770,4233.0,0.0,tlx_684_a_h_18
1672553775,3987.0,0.0,tlx_684_a_h_18
1672553780,4106.0,0.0,tlx_684_a_h_18
1672553785,3281.0,0.0,tlx_684_a_h_18
1672553790,4789.0,0.0,tlx_684_a_h_18
1672553795,4720.0,0.0,tlx_684_a_h_18
1672553800,4135.0,0.0,tlx_684_a_h_18
