Time,DER_675_a_11_Watts,DER_675_a_11_Vars,DER_675_a_11_loc
1672552795,3331.0,0.0,tlx_675_a_h_11
1672552800,4092.0,0.0,tlx_675_a_h_11
1672552805,4038.0,0.0,tlx_675_a_h_11
1672552810,4561.0,0.0,tlx_675_a_h_11
1672552815,4395.0,0.0,tlx_675_a_h_11
1672552820,4798.0,0.0,tlx_675_a_h_11
1672552825,3064.0,0.0,tlx_675_a_h_11
1672552830,4389.0,0.0,tlx_675_a_h_11
1672552835,3433.0,0.0,tlx_675_a_h_11
1672552840,4959.0,0.0,tlx_675_a_h_11
1672552845,4631.0,0.0,tlx_675_a_h_11
1672552850,3954.0,0.0,tlx_675_a_h_11
1672552855,4077.0,0.0,tlx_675_a_h_11
1672552860,4720.0,0.0,tlx_675_a_h_11
1672552865,4353.0,0.0,tlx_675_a_h_11
1672552870,3982.0,0.0,tlx_675_a_h_11
1672552875,4150.0,0.0,tlx_675_a_h_11
1672552880,4782.0,0.0,tlx_675_a_h_11
1672552885,3643.0,0.0,tlx_675_a_h_11
1672552890,4366.0,0.0,tlx_675_a_h_11
1672552895,3604.0,0.0,tlx_675_a_h_11
1672552900,3799.0,0.0,tlx_675_a_h_11
1672552905,3666.0,0.0,tlx_675_a_h_11
1672552910,4300.0,0.0,tlx_675_a_h_11
1672552915,3291.0,0.0,tlx_675_a_h_11
1672552920,4073.0,0.0,tlx_675_a_h_11
1672552925,3558.0,0.0,tlx_675_a_h_11
1672552930,3330.0,0.0,tlx_675_a_h_11
1672552935,4203.0,0.0,tlx_675_a_h_11
1672552940,4181.0,0.0,tlx_675_a_h_11
1672552945,3415.0,0.0,tlx_675_a_h_11
1672552950,4494.0,0.0,tlx_675_a_h_11
1672552955,3571.0,0.0,tlx_675_a_h_11
1672552960,4724.0,0.0,tlx_675_a_h_11
1672552965,4443.0,0.0,tlx_675_a_h_11
1672552970,3054.0,0.0,tlx_675_a_h_11
1672552975,4908.0,0.0,tlx_675_a_h_11
1672552980,3864.0,0.0,tlx_675_a_h_11
1672552985,4092.0,0.0,tlx_675_a_h_11
1672552990,3436.0,0.0,tlx_675_a_h_11
1672552995,4811.0,0.0,tlx_675_a_h_11
1672553000,3374.0,0.0,tlx_675_a_h_11
1672553005,3448.0,0.0,tlx_675_a_h_11
1672553010,4806.0,0.0,tlx_675_a_h_11
1672553015,3342.0,0.0,tlx_675_a_h_11
1672553020,4694.0,0.0,tlx_675_a_h_11
1672553025,3347.0,0.0,tlx_675_a_h_11
1672553030,4868.0,0.0,tlx_675_a_h_11
1672553035,4146.0,0.0,tlx_675_a_h_11
1672553040,4562.0,0.0,tlx_675_a_h_11
1672553045,4607.0,0.0,tlx_675_a_h_11
1672553050,5000.0,0.0,tlx_675_a_h_11
1672553055,3627.0,0.0,tlx_675_a_h_11
1672553060,3009.0,0.0,tlx_675_a_h_11
1672553065,4063.0,0.0,tlx_675_a_h_11
1672553070,4889.0,0.0,tlx_675_a_h_11
1672553075,4438.0,0.0,tlx_675_a_h_11
1672553080,3348.0,0.0,tlx_675_a_h_11
1672553085,3792.0,0.0,tlx_675_a_h_11
1672553090,3525.0,0.0,tlx_675_a_h_11
1672553095,4029.0,0.0,tlx_675_a_h_11
1672553100,3276.0,0.0,tlx_675_a_h_11
1672553105,3121.0,0.0,tlx_675_a_h_11
1672553110,3924.0,0.0,tlx_675_a_h_11
1672553115,4429.0,0.0,tlx_675_a_h_11
1672553120,3236.0,0.0,tlx_675_a_h_11
1672553125,4877.0,0.0,tlx_675_a_h_11
1672553130,3660.0,0.0,tlx_675_a_h_11
1672553135,3322.0,0.0,tlx_675_a_h_11
1672553140,3553.0,0.0,tlx_675_a_h_11
1672553145,3964.0,0.0,tlx_675_a_h_11
1672553150,3576.0,0.0,tlx_675_a_h_11
1672553155,3492.0,0.0,tlx_675_a_h_11
1672553160,3241.0,0.0,tlx_675_a_h_11
1672553165,4130.0,0.0,tlx_675_a_h_11
1672553170,3500.0,0.0,tlx_675_a_h_11
1672553175,4831.0,0.0,tlx_675_a_h_11
1672553180,3735.0,0.0,tlx_675_a_h_11
1672553185,3751.0,0.0,tlx_675_a_h_11
1672553190,4728.0,0.0,tlx_675_a_h_11
1672553195,3858.0,0.0,tlx_675_a_h_11
1672553200,4694.0,0.0,tlx_675_a_h_11
1672553205,3514.0,0.0,tlx_675_a_h_11
1672553210,4036.0,0.0,tlx_675_a_h_11
1672553215,3000.0,0.0,tlx_675_a_h_11
1672553220,4565.0,0.0,tlx_675_a_h_11
1672553225,3218.0,0.0,tlx_675_a_h_11
1672553230,4780.0,0.0,tlx_675_a_h_11
1672553235,4243.0,0.0,tlx_675_a_h_11
1672553240,3149.0,0.0,tlx_675_a_h_11
1672553245,4151.0,0.0,tlx_675_a_h_11
1672553250,4996.0,0.0,tlx_675_a_h_11
1672553255,3177.0,0.0,tlx_675_a_h_11
1672553260,4022.0,0.0,tlx_675_a_h_11
1672553265,3350.0,0.0,tlx_675_a_h_11
1672553270,4857.0,0.0,tlx_675_a_h_11
1672553275,4160.0,0.0,tlx_675_a_h_11
1672553280,3271.0,0.0,tlx_675_a_h_11
1672553285,4316.0,0.0,tlx_675_a_h_11
1672553290,4754.0,0.0,tlx_675_a_h_11
1672553295,3545.0,0.0,tlx_675_a_h_11
1672553300,3859.0,0.0,tlx_675_a_h_11
1672553305,3827.0,0.0,tlx_675_a_h_11
1672553310,3302.0,0.0,tlx_675_a_h_11
1672553315,3089.0,0.0,tlx_675_a_h_11
1672553320,3815.0,0.0,tlx_675_a_h_11
1672553325,4773.0,0.0,tlx_675_a_h_11
1672553330,4556.0,0.0,tlx_675_a_h_11
1672553335,3283.0,0.0,tlx_675_a_h_11
1672553340,3747.0,0.0,tlx_675_a_h_11
1672553345,4392.0,0.0,tlx_675_a_h_11
1672553350,3490.0,0.0,tlx_675_a_h_11
1672553355,3700.0,0.0,tlx_675_a_h_11
1672553360,3638.0,0.0,tlx_675_a_h_11
1672553365,3647.0,0.0,tlx_675_a_h_11
