Time,DER_633_b_30_Watts,DER_633_b_30_Vars,DER_633_b_30_loc
1672552795,4477.0,0.0,tlx_633_b_h_30
1672552800,4259.0,0.0,tlx_633_b_h_30
1672552805,4187.0,0.0,tlx_633_b_h_30
1672552810,4425.0,0.0,tlx_633_b_h_30
1672552815,3895.0,0.0,tlx_633_b_h_30
1672552820,4429.0,0.0,tlx_633_b_h_30
1672552825,4792.0,0.0,tlx_633_b_h_30
1672552830,4673.0,0.0,tlx_633_b_h_30
1672552835,4127.0,0.0,tlx_633_b_h_30
1672552840,3860.0,0.0,tlx_633_b_h_30
1672552845,3965.0,0.0,tlx_633_b_h_30
1672552850,4731.0,0.0,tlx_633_b_h_30
1672552855,3242.0,0.0,tlx_633_b_h_30
1672552860,4091.0,0.0,tlx_633_b_h_30
1672552865,4432.0,0.0,tlx_633_b_h_30
1672552870,4345.0,0.0,tlx_633_b_h_30
1672552875,3544.0,0.0,tlx_633_b_h_30
1672552880,4951.0,0.0,tlx_633_b_h_30
1672552885,4815.0,0.0,tlx_633_b_h_30
1672552890,4821.0,0.0,tlx_633_b_h_30
1672552895,4526.0,0.0,tlx_633_b_h_30
1672552900,4121.0,0.0,tlx_633_b_h_30
1672552905,4244.0,0.0,tlx_633_b_h_30
1672552910,4892.0,0.0,tlx_633_b_h_30
1672552915,3461.0,0.0,tlx_633_b_h_30
1672552920,3573.0,0.0,tlx_633_b_h_30
1672552925,4439.0,0.0,tlx_633_b_h_30
1672552930,3128.0,0.0,tlx_633_b_h_30
1672552935,4044.0,0.0,tlx_633_b_h_30
1672552940,4024.0,0.0,tlx_633_b_h_30
1672552945,3553.0,0.0,tlx_633_b_h_30
1672552950,3324.0,0.0,tlx_633_b_h_30
1672552955,3574.0,0.0,tlx_633_b_h_30
1672552960,3129.0,0.0,tlx_633_b_h_30
1672552965,4710.0,0.0,tlx_633_b_h_30
1672552970,3325.0,0.0,tlx_633_b_h_30
1672552975,3201.0,0.0,tlx_633_b_h_30
1672552980,3476.0,0.0,tlx_633_b_h_30
1672552985,3363.0,0.0,tlx_633_b_h_30
1672552990,3974.0,0.0,tlx_633_b_h_30
1672552995,3919.0,0.0,tlx_633_b_h_30
1672553000,4871.0,0.0,tlx_633_b_h_30
1672553005,3965.0,0.0,tlx_633_b_h_30
1672553010,4551.0,0.0,tlx_633_b_h_30
1672553015,4911.0,0.0,tlx_633_b_h_30
1672553020,4321.0,0.0,tlx_633_b_h_30
1672553025,4467.0,0.0,tlx_633_b_h_30
1672553030,3505.0,0.0,tlx_633_b_h_30
1672553035,3185.0,0.0,tlx_633_b_h_30
1672553040,4074.0,0.0,tlx_633_b_h_30
1672553045,3915.0,0.0,tlx_633_b_h_30
1672553050,4851.0,0.0,tlx_633_b_h_30
1672553055,3633.0,0.0,tlx_633_b_h_30
1672553060,3819.0,0.0,tlx_633_b_h_30
1672553065,3007.0,0.0,tlx_633_b_h_30
1672553070,4757.0,0.0,tlx_633_b_h_30
1672553075,3027.0,0.0,tlx_633_b_h_30
1672553080,3941.0,0.0,tlx_633_b_h_30
1672553085,3692.0,0.0,tlx_633_b_h_30
1672553090,3828.0,0.0,tlx_633_b_h_30
1672553095,3008.0,0.0,tlx_633_b_h_30
1672553100,4197.0,0.0,tlx_633_b_h_30
1672553105,4090.0,0.0,tlx_633_b_h_30
1672553110,3752.0,0.0,tlx_633_b_h_30
1672553115,3783.0,0.0,tlx_633_b_h_30
1672553120,4319.0,0.0,tlx_633_b_h_30
1672553125,3917.0,0.0,tlx_633_b_h_30
1672553130,4543.0,0.0,tlx_633_b_h_30
1672553135,3477.0,0.0,tlx_633_b_h_30
1672553140,3038.0,0.0,tlx_633_b_h_30
1672553145,3361.0,0.0,tlx_633_b_h_30
1672553150,3860.0,0.0,tlx_633_b_h_30
1672553155,4462.0,0.0,tlx_633_b_h_30
1672553160,4795.0,0.0,tlx_633_b_h_30
1672553165,3808.0,0.0,tlx_633_b_h_30
1672553170,3870.0,0.0,tlx_633_b_h_30
1672553175,3352.0,0.0,tlx_633_b_h_30
1672553180,4756.0,0.0,tlx_633_b_h_30
1672553185,3853.0,0.0,tlx_633_b_h_30
1672553190,4514.0,0.0,tlx_633_b_h_30
1672553195,4213.0,0.0,tlx_633_b_h_30
1672553200,4086.0,0.0,tlx_633_b_h_30
1672553205,4786.0,0.0,tlx_633_b_h_30
1672553210,3593.0,0.0,tlx_633_b_h_30
1672553215,3787.0,0.0,tlx_633_b_h_30
1672553220,4229.0,0.0,tlx_633_b_h_30
1672553225,4105.0,0.0,tlx_633_b_h_30
1672553230,4900.0,0.0,tlx_633_b_h_30
1672553235,3440.0,0.0,tlx_633_b_h_30
1672553240,3213.0,0.0,tlx_633_b_h_30
1672553245,4293.0,0.0,tlx_633_b_h_30
1672553250,3173.0,0.0,tlx_633_b_h_30
1672553255,4877.0,0.0,tlx_633_b_h_30
1672553260,4011.0,0.0,tlx_633_b_h_30
1672553265,3645.0,0.0,tlx_633_b_h_30
1672553270,3288.0,0.0,tlx_633_b_h_30
1672553275,4048.0,0.0,tlx_633_b_h_30
1672553280,3104.0,0.0,tlx_633_b_h_30
1672553285,3266.0,0.0,tlx_633_b_h_30
1672553290,4324.0,0.0,tlx_633_b_h_30
1672553295,3396.0,0.0,tlx_633_b_h_30
1672553300,3779.0,0.0,tlx_633_b_h_30
1672553305,3615.0,0.0,tlx_633_b_h_30
1672553310,3515.0,0.0,tlx_633_b_h_30
1672553315,3299.0,0.0,tlx_633_b_h_30
1672553320,4984.0,0.0,tlx_633_b_h_30
1672553325,4706.0,0.0,tlx_633_b_h_30
1672553330,4711.0,0.0,tlx_633_b_h_30
1672553335,3349.0,0.0,tlx_633_b_h_30
1672553340,3588.0,0.0,tlx_633_b_h_30
1672553345,4101.0,0.0,tlx_633_b_h_30
1672553350,4184.0,0.0,tlx_633_b_h_30
1672553355,4682.0,0.0,tlx_633_b_h_30
1672553360,3535.0,0.0,tlx_633_b_h_30
1672553365,4853.0,0.0,tlx_633_b_h_30
1672553370,4898.0,0.0,tlx_633_b_h_30
1672553375,3935.0,0.0,tlx_633_b_h_30
1672553380,4295.0,0.0,tlx_633_b_h_30
