Time,DER_675_c_26_Watts,DER_675_c_26_Vars,DER_675_c_26_loc
1672552795,4031.0,0.0,tlx_675_c_h_26
1672552800,3388.0,0.0,tlx_675_c_h_26
1672552805,4461.0,0.0,tlx_675_c_h_26
1672552810,4048.0,0.0,tlx_675_c_h_26
1672552815,4734.0,0.0,tlx_675_c_h_26
1672552820,3045.0,0.0,tlx_675_c_h_26
1672552825,3191.0,0.0,tlx_675_c_h_26
1672552830,3247.0,0.0,tlx_675_c_h_26
1672552835,3254.0,0.0,tlx_675_c_h_26
1672552840,3619.0,0.0,tlx_675_c_h_26
1672552845,3429.0,0.0,tlx_675_c_h_26
1672552850,4589.0,0.0,tlx_675_c_h_26
1672552855,4331.0,0.0,tlx_675_c_h_26
1672552860,3153.0,0.0,tlx_675_c_h_26
1672552865,3154.0,0.0,tlx_675_c_h_26
1672552870,3582.0,0.0,tlx_675_c_h_26
1672552875,4512.0,0.0,tlx_675_c_h_26
1672552880,4207.0,0.0,tlx_675_c_h_26
1672552885,4958.0,0.0,tlx_675_c_h_26
1672552890,3091.0,0.0,tlx_675_c_h_26
1672552895,4441.0,0.0,tlx_675_c_h_26
1672552900,3799.0,0.0,tlx_675_c_h_26
1672552905,4038.0,0.0,tlx_675_c_h_26
1672552910,4818.0,0.0,tlx_675_c_h_26
1672552915,4231.0,0.0,tlx_675_c_h_26
1672552920,4967.0,0.0,tlx_675_c_h_26
1672552925,4920.0,0.0,tlx_675_c_h_26
1672552930,3921.0,0.0,tlx_675_c_h_26
1672552935,3853.0,0.0,tlx_675_c_h_26
1672552940,4444.0,0.0,tlx_675_c_h_26
1672552945,4980.0,0.0,tlx_675_c_h_26
1672552950,3249.0,0.0,tlx_675_c_h_26
1672552955,4037.0,0.0,tlx_675_c_h_26
1672552960,4211.0,0.0,tlx_675_c_h_26
1672552965,3392.0,0.0,tlx_675_c_h_26
1672552970,3081.0,0.0,tlx_675_c_h_26
1672552975,4317.0,0.0,tlx_675_c_h_26
1672552980,4985.0,0.0,tlx_675_c_h_26
1672552985,4973.0,0.0,tlx_675_c_h_26
1672552990,4957.0,0.0,tlx_675_c_h_26
