Time,DER_675_a_23_Watts,DER_675_a_23_Vars,DER_675_a_23_loc
1672552795,4100.0,0.0,tlx_675_a_h_23
1672552800,4908.0,0.0,tlx_675_a_h_23
1672552805,4274.0,0.0,tlx_675_a_h_23
1672552810,3583.0,0.0,tlx_675_a_h_23
1672552815,4050.0,0.0,tlx_675_a_h_23
1672552820,3974.0,0.0,tlx_675_a_h_23
1672552825,4164.0,0.0,tlx_675_a_h_23
1672552830,4813.0,0.0,tlx_675_a_h_23
1672552835,3007.0,0.0,tlx_675_a_h_23
1672552840,3330.0,0.0,tlx_675_a_h_23
1672552845,3813.0,0.0,tlx_675_a_h_23
1672552850,4399.0,0.0,tlx_675_a_h_23
1672552855,4190.0,0.0,tlx_675_a_h_23
1672552860,4712.0,0.0,tlx_675_a_h_23
1672552865,4196.0,0.0,tlx_675_a_h_23
1672552870,4461.0,0.0,tlx_675_a_h_23
1672552875,3280.0,0.0,tlx_675_a_h_23
1672552880,4670.0,0.0,tlx_675_a_h_23
1672552885,4869.0,0.0,tlx_675_a_h_23
1672552890,3076.0,0.0,tlx_675_a_h_23
1672552895,3084.0,0.0,tlx_675_a_h_23
1672552900,4874.0,0.0,tlx_675_a_h_23
1672552905,4430.0,0.0,tlx_675_a_h_23
1672552910,4025.0,0.0,tlx_675_a_h_23
1672552915,3286.0,0.0,tlx_675_a_h_23
1672552920,3197.0,0.0,tlx_675_a_h_23
1672552925,4801.0,0.0,tlx_675_a_h_23
1672552930,4374.0,0.0,tlx_675_a_h_23
1672552935,4878.0,0.0,tlx_675_a_h_23
1672552940,4843.0,0.0,tlx_675_a_h_23
1672552945,3475.0,0.0,tlx_675_a_h_23
1672552950,3748.0,0.0,tlx_675_a_h_23
1672552955,4380.0,0.0,tlx_675_a_h_23
1672552960,4473.0,0.0,tlx_675_a_h_23
1672552965,4611.0,0.0,tlx_675_a_h_23
1672552970,4595.0,0.0,tlx_675_a_h_23
1672552975,4814.0,0.0,tlx_675_a_h_23
1672552980,4702.0,0.0,tlx_675_a_h_23
1672552985,4863.0,0.0,tlx_675_a_h_23
1672552990,3636.0,0.0,tlx_675_a_h_23
1672552995,4686.0,0.0,tlx_675_a_h_23
1672553000,4528.0,0.0,tlx_675_a_h_23
1672553005,3632.0,0.0,tlx_675_a_h_23
1672553010,3461.0,0.0,tlx_675_a_h_23
1672553015,3702.0,0.0,tlx_675_a_h_23
1672553020,3409.0,0.0,tlx_675_a_h_23
1672553025,4565.0,0.0,tlx_675_a_h_23
1672553030,4776.0,0.0,tlx_675_a_h_23
1672553035,3144.0,0.0,tlx_675_a_h_23
1672553040,3344.0,0.0,tlx_675_a_h_23
1672553045,4558.0,0.0,tlx_675_a_h_23
1672553050,4902.0,0.0,tlx_675_a_h_23
1672553055,4369.0,0.0,tlx_675_a_h_23
1672553060,3853.0,0.0,tlx_675_a_h_23
1672553065,4874.0,0.0,tlx_675_a_h_23
1672553070,4389.0,0.0,tlx_675_a_h_23
1672553075,4380.0,0.0,tlx_675_a_h_23
1672553080,4042.0,0.0,tlx_675_a_h_23
1672553085,3352.0,0.0,tlx_675_a_h_23
1672553090,3637.0,0.0,tlx_675_a_h_23
1672553095,4769.0,0.0,tlx_675_a_h_23
1672553100,3333.0,0.0,tlx_675_a_h_23
1672553105,4299.0,0.0,tlx_675_a_h_23
1672553110,3929.0,0.0,tlx_675_a_h_23
1672553115,3364.0,0.0,tlx_675_a_h_23
1672553120,4363.0,0.0,tlx_675_a_h_23
1672553125,3153.0,0.0,tlx_675_a_h_23
1672553130,3332.0,0.0,tlx_675_a_h_23
1672553135,3279.0,0.0,tlx_675_a_h_23
1672553140,3866.0,0.0,tlx_675_a_h_23
1672553145,4498.0,0.0,tlx_675_a_h_23
1672553150,3974.0,0.0,tlx_675_a_h_23
1672553155,4507.0,0.0,tlx_675_a_h_23
1672553160,3495.0,0.0,tlx_675_a_h_23
1672553165,4371.0,0.0,tlx_675_a_h_23
