# file...... ./gld_outputs/tlx_652_a_h_1.csv
# date...... Sat May 27 12:46:40 2023
# user...... deras
# host...... (null)
# target.... triplex_meter 5408
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power.imag, voltage_12.real
2023-05-19 17:00:00 UTC,+7520.54,+208.759
2023-05-19 17:00:01 UTC,+7520.54,+208.759
2023-05-19 17:00:02 UTC,+7520.54,+208.759
2023-05-19 17:00:03 UTC,+7520.54,+208.759
2023-05-19 17:00:04 UTC,+7520.54,+208.759
2023-05-19 17:00:05 UTC,+7520.54,+208.759
2023-05-19 17:00:06 UTC,+7520.54,+208.759
2023-05-19 17:00:07 UTC,+7520.54,+208.759
2023-05-19 17:00:08 UTC,+7520.54,+208.759
2023-05-19 17:00:09 UTC,+7520.54,+208.759
2023-05-19 17:00:10 UTC,+7520.54,+208.759
2023-05-19 17:00:11 UTC,+7520.54,+208.759
2023-05-19 17:00:12 UTC,+7520.54,+208.759
2023-05-19 17:00:13 UTC,+7520.54,+208.759
2023-05-19 17:00:14 UTC,+7520.54,+208.759
2023-05-19 17:00:15 UTC,+7520.54,+208.759
2023-05-19 17:00:16 UTC,+7520.54,+208.759
2023-05-19 17:00:17 UTC,+7520.54,+208.759
2023-05-19 17:00:18 UTC,+7520.54,+208.759
2023-05-19 17:00:19 UTC,+7520.54,+208.759
2023-05-19 17:00:20 UTC,+7520.54,+208.759
2023-05-19 17:00:21 UTC,+7520.54,+208.759
2023-05-19 17:00:22 UTC,+7520.54,+208.759
2023-05-19 17:00:23 UTC,+7520.54,+208.759
2023-05-19 17:00:24 UTC,+7520.54,+208.759
2023-05-19 17:00:25 UTC,+7520.54,+208.759
2023-05-19 17:00:26 UTC,+7520.54,+208.759
2023-05-19 17:00:27 UTC,+7520.54,+208.759
2023-05-19 17:00:28 UTC,+7520.54,+208.759
2023-05-19 17:00:29 UTC,+7520.54,+208.759
2023-05-19 17:00:30 UTC,+7520.54,+208.759
2023-05-19 17:00:31 UTC,+7520.54,+208.759
2023-05-19 17:00:32 UTC,+7520.54,+208.759
2023-05-19 17:00:33 UTC,+7520.54,+208.759
2023-05-19 17:00:34 UTC,+7520.54,+208.759
2023-05-19 17:00:35 UTC,+7520.54,+208.759
2023-05-19 17:00:36 UTC,+7520.54,+208.759
2023-05-19 17:00:37 UTC,+7520.54,+208.759
2023-05-19 17:00:38 UTC,+7520.54,+208.759
2023-05-19 17:00:39 UTC,+7520.54,+208.759
2023-05-19 17:00:40 UTC,+7520.54,+208.759
2023-05-19 17:00:41 UTC,+7520.54,+208.759
2023-05-19 17:00:42 UTC,+7520.54,+208.759
2023-05-19 17:00:43 UTC,+7520.54,+208.759
2023-05-19 17:00:44 UTC,+7520.54,+208.759
2023-05-19 17:00:45 UTC,+7520.54,+208.759
2023-05-19 17:00:46 UTC,+7520.54,+208.759
2023-05-19 17:00:47 UTC,+7520.54,+208.759
2023-05-19 17:00:48 UTC,+7520.54,+208.759
2023-05-19 17:00:49 UTC,+7520.54,+208.759
2023-05-19 17:00:50 UTC,+7520.54,+208.759
2023-05-19 17:00:51 UTC,+7520.54,+208.759
2023-05-19 17:00:52 UTC,+7520.54,+208.759
2023-05-19 17:00:53 UTC,+7520.54,+208.759
2023-05-19 17:00:54 UTC,+7520.54,+208.759
2023-05-19 17:00:55 UTC,+7520.54,+208.759
2023-05-19 17:00:56 UTC,+7520.54,+208.759
2023-05-19 17:00:57 UTC,+7520.54,+208.759
2023-05-19 17:00:58 UTC,+7520.54,+208.759
2023-05-19 17:00:59 UTC,+7520.54,+208.759
2023-05-19 17:01:00 UTC,+7434.58,+208.76
2023-05-19 17:01:01 UTC,+7434.58,+208.76
2023-05-19 17:01:02 UTC,+7434.58,+208.76
2023-05-19 17:01:03 UTC,+7434.58,+208.76
2023-05-19 17:01:04 UTC,+7434.58,+208.76
2023-05-19 17:01:05 UTC,+7434.58,+208.76
2023-05-19 17:01:06 UTC,+7434.58,+208.76
2023-05-19 17:01:07 UTC,+7434.58,+208.76
2023-05-19 17:01:08 UTC,+7434.58,+208.76
2023-05-19 17:01:09 UTC,+7434.58,+208.76
2023-05-19 17:01:10 UTC,+7434.58,+208.76
2023-05-19 17:01:11 UTC,+7434.58,+208.76
2023-05-19 17:01:12 UTC,+7434.58,+208.76
2023-05-19 17:01:13 UTC,+7434.58,+208.76
2023-05-19 17:01:14 UTC,+7434.58,+208.76
2023-05-19 17:01:15 UTC,+7434.58,+208.76
2023-05-19 17:01:16 UTC,+7434.58,+208.76
2023-05-19 17:01:17 UTC,+7434.58,+208.76
2023-05-19 17:01:18 UTC,+7434.58,+208.76
2023-05-19 17:01:19 UTC,+7434.58,+208.76
2023-05-19 17:01:20 UTC,+7434.58,+208.76
2023-05-19 17:01:21 UTC,+7434.58,+208.76
2023-05-19 17:01:22 UTC,+7434.58,+208.76
2023-05-19 17:01:23 UTC,+7434.58,+208.76
2023-05-19 17:01:24 UTC,+7434.58,+208.76
2023-05-19 17:01:25 UTC,+7434.58,+208.76
2023-05-19 17:01:26 UTC,+7434.58,+208.76
2023-05-19 17:01:27 UTC,+7434.58,+208.76
2023-05-19 17:01:28 UTC,+7434.58,+208.76
2023-05-19 17:01:29 UTC,+7434.58,+208.76
2023-05-19 17:01:30 UTC,+7434.58,+208.76
2023-05-19 17:01:31 UTC,+7434.58,+208.76
2023-05-19 17:01:32 UTC,+7434.58,+208.76
2023-05-19 17:01:33 UTC,+7434.58,+208.76
2023-05-19 17:01:34 UTC,+7434.58,+208.76
2023-05-19 17:01:35 UTC,+7434.58,+208.76
2023-05-19 17:01:36 UTC,+7434.58,+208.76
2023-05-19 17:01:37 UTC,+7434.58,+208.76
2023-05-19 17:01:38 UTC,+7434.58,+208.76
2023-05-19 17:01:39 UTC,+7434.58,+208.76
2023-05-19 17:01:40 UTC,+7434.58,+208.76
2023-05-19 17:01:41 UTC,+7434.58,+208.76
2023-05-19 17:01:42 UTC,+7434.58,+208.76
2023-05-19 17:01:43 UTC,+7434.58,+208.76
2023-05-19 17:01:44 UTC,+7434.58,+208.76
2023-05-19 17:01:45 UTC,+7434.58,+208.76
2023-05-19 17:01:46 UTC,+7434.58,+208.76
2023-05-19 17:01:47 UTC,+7434.58,+208.76
2023-05-19 17:01:48 UTC,+7434.58,+208.76
2023-05-19 17:01:49 UTC,+7434.58,+208.76
2023-05-19 17:01:50 UTC,+7434.58,+208.76
2023-05-19 17:01:51 UTC,+7434.58,+208.76
2023-05-19 17:01:52 UTC,+7434.58,+208.76
2023-05-19 17:01:53 UTC,+7434.58,+208.76
2023-05-19 17:01:54 UTC,+7434.58,+208.76
2023-05-19 17:01:55 UTC,+7434.58,+208.76
2023-05-19 17:01:56 UTC,+7434.58,+208.76
2023-05-19 17:01:57 UTC,+7434.58,+208.76
2023-05-19 17:01:58 UTC,+7434.58,+208.76
2023-05-19 17:01:59 UTC,+7434.58,+208.76
2023-05-19 17:02:00 UTC,+7435.56,+208.76
2023-05-19 17:02:01 UTC,+7435.56,+208.76
2023-05-19 17:02:02 UTC,+7435.56,+208.76
2023-05-19 17:02:03 UTC,+7435.56,+208.76
2023-05-19 17:02:04 UTC,+7435.56,+208.76
2023-05-19 17:02:05 UTC,+7435.56,+208.76
2023-05-19 17:02:06 UTC,+7435.56,+208.76
2023-05-19 17:02:07 UTC,+7435.56,+208.76
2023-05-19 17:02:08 UTC,+7435.56,+208.76
