Time,DER504_mag,DER504_loc
1672531200,0,tlx_680_a_h_7
1672531230,5000,tlx_680_a_h_7
1672531260,0,tlx_680_a_h_7
1672531290,0,tlx_680_a_h_7
1672531320,0,tlx_680_a_h_7
1672531350,4497,tlx_680_a_h_7
1672531380,4495,tlx_680_a_h_7
1672531410,4495,tlx_680_a_h_7
1672531440,4495,tlx_680_a_h_7
1672531470,4495,tlx_680_a_h_7
1672531500,4497,tlx_680_a_h_7
1672531530,4497,tlx_680_a_h_7
1672531560,0,tlx_680_a_h_7
1672531590,0,tlx_680_a_h_7
1672531620,0,tlx_680_a_h_7
1672531650,0,tlx_680_a_h_7
1672531680,0,tlx_680_a_h_7
1672531710,0,tlx_680_a_h_7
1672531740,0,tlx_680_a_h_7
1672531770,0,tlx_680_a_h_7
