Time,DER776_mag,DER776_loc
1672531200,0,tlx_632_c_h_9
1672531230,5000,tlx_632_c_h_9
1672531260,0,tlx_632_c_h_9
1672531290,4484,tlx_632_c_h_9
1672531320,4482,tlx_632_c_h_9
1672531350,4488,tlx_632_c_h_9
1672531380,4492,tlx_632_c_h_9
1672531410,4499,tlx_632_c_h_9
1672531440,4498,tlx_632_c_h_9
1672531470,0,tlx_632_c_h_9
1672531500,0,tlx_632_c_h_9
1672531530,0,tlx_632_c_h_9
1672531560,4498,tlx_632_c_h_9
1672531590,4499,tlx_632_c_h_9
1672531620,4494,tlx_632_c_h_9
1672531650,4492,tlx_632_c_h_9
1672531680,4494,tlx_632_c_h_9
1672531710,4504,tlx_632_c_h_9
1672531740,4503,tlx_632_c_h_9
1672531770,0,tlx_632_c_h_9
