Time,DER759_mag,DER759_loc
1672531200,0,tlx_633_c_h_21
1672531230,5000,tlx_633_c_h_21
1672531260,0,tlx_633_c_h_21
1672531290,0,tlx_633_c_h_21
1672531320,0,tlx_633_c_h_21
1672531350,0,tlx_633_c_h_21
1672531380,0,tlx_633_c_h_21
1672531410,4488,tlx_633_c_h_21
1672531440,4487,tlx_633_c_h_21
1672531470,4487,tlx_633_c_h_21
1672531500,4494,tlx_633_c_h_21
1672531530,4496,tlx_633_c_h_21
1672531560,4495,tlx_633_c_h_21
1672531590,0,tlx_633_c_h_21
1672531620,0,tlx_633_c_h_21
1672531650,0,tlx_633_c_h_21
1672531680,0,tlx_633_c_h_21
1672531710,4489,tlx_633_c_h_21
1672531740,4496,tlx_633_c_h_21
1672531770,4500,tlx_633_c_h_21
