Time,DER239_mag,DER239_loc
1672531200,0,tlx_692_a_h_19
1672531230,5000,tlx_692_a_h_19
1672531260,0,tlx_692_a_h_19
1672531290,4490,tlx_692_a_h_19
1672531320,4491,tlx_692_a_h_19
1672531350,4492,tlx_692_a_h_19
1672531380,0,tlx_692_a_h_19
1672531410,0,tlx_692_a_h_19
1672531440,0,tlx_692_a_h_19
1672531470,0,tlx_692_a_h_19
1672531500,0,tlx_692_a_h_19
1672531530,0,tlx_692_a_h_19
1672531560,0,tlx_692_a_h_19
1672531590,0,tlx_692_a_h_19
1672531620,0,tlx_692_a_h_19
1672531650,0,tlx_692_a_h_19
1672531680,0,tlx_692_a_h_19
1672531710,0,tlx_692_a_h_19
1672531740,0,tlx_692_a_h_19
1672531770,0,tlx_692_a_h_19
