Time,DER614_mag,DER614_loc
1672531200,0,tlx_675_c_h_28
1672531230,5000,tlx_675_c_h_28
1672531260,4525,tlx_675_c_h_28
1672531290,4526,tlx_675_c_h_28
1672531320,4526,tlx_675_c_h_28
1672531350,4527,tlx_675_c_h_28
1672531380,0,tlx_675_c_h_28
1672531410,0,tlx_675_c_h_28
1672531440,0,tlx_675_c_h_28
1672531470,0,tlx_675_c_h_28
1672531500,0,tlx_675_c_h_28
1672531530,4529,tlx_675_c_h_28
1672531560,4526,tlx_675_c_h_28
1672531590,4527,tlx_675_c_h_28
1672531620,4527,tlx_675_c_h_28
1672531650,4530,tlx_675_c_h_28
1672531680,4530,tlx_675_c_h_28
1672531710,4530,tlx_675_c_h_28
1672531740,4530,tlx_675_c_h_28
1672531770,0,tlx_675_c_h_28
