Time,DER57_mag,DER57_loc
1672531200,0,trip_load_671_c_h_1
1672531260,0,trip_load_671_c_h_1
1672531320,0,trip_load_671_c_h_1
1672531380,0,trip_load_671_c_h_1
1672531440,0,trip_load_671_c_h_1
1672531500,0,trip_load_671_c_h_1
1672531560,0,trip_load_671_c_h_1
1672531620,0,trip_load_671_c_h_1
1672531680,0,trip_load_671_c_h_1
1672531740,0,trip_load_671_c_h_1
1672531800,0,trip_load_671_c_h_1
1672531860,0,trip_load_671_c_h_1
1672531920,0,trip_load_671_c_h_1
1672531980,0,trip_load_671_c_h_1
1672532040,0,trip_load_671_c_h_1
1672532100,0,trip_load_671_c_h_1
1672532160,0,trip_load_671_c_h_1
1672532220,0,trip_load_671_c_h_1
1672532280,0,trip_load_671_c_h_1
1672532340,0,trip_load_671_c_h_1
1672532400,0,trip_load_671_c_h_1
1672532460,0,trip_load_671_c_h_1
1672532520,0,trip_load_671_c_h_1
1672532580,0,trip_load_671_c_h_1
1672532640,0,trip_load_671_c_h_1
1672532700,0,trip_load_671_c_h_1
1672532760,0,trip_load_671_c_h_1
1672532820,0,trip_load_671_c_h_1
1672532880,0,trip_load_671_c_h_1
1672532940,0,trip_load_671_c_h_1
1672533000,0,trip_load_671_c_h_1
1672533060,0,trip_load_671_c_h_1
1672533120,0,trip_load_671_c_h_1
1672533180,0,trip_load_671_c_h_1
1672533240,0,trip_load_671_c_h_1
1672533300,0,trip_load_671_c_h_1
1672533360,0,trip_load_671_c_h_1
1672533420,0,trip_load_671_c_h_1
1672533480,0,trip_load_671_c_h_1
1672533540,0,trip_load_671_c_h_1
1672533600,0,trip_load_671_c_h_1
1672533660,0,trip_load_671_c_h_1
1672533720,0,trip_load_671_c_h_1
1672533780,0,trip_load_671_c_h_1
1672533840,0,trip_load_671_c_h_1
1672533900,0,trip_load_671_c_h_1
1672533960,0,trip_load_671_c_h_1
1672534020,0,trip_load_671_c_h_1
1672534080,0,trip_load_671_c_h_1
1672534140,0,trip_load_671_c_h_1
1672534200,0,trip_load_671_c_h_1
1672534260,0,trip_load_671_c_h_1
1672534320,0,trip_load_671_c_h_1
1672534380,0,trip_load_671_c_h_1
1672534440,0,trip_load_671_c_h_1
1672534500,0,trip_load_671_c_h_1
1672534560,0,trip_load_671_c_h_1
1672534620,0,trip_load_671_c_h_1
1672534680,0,trip_load_671_c_h_1
1672534740,0,trip_load_671_c_h_1
1672534800,0,trip_load_671_c_h_1
1672534860,0,trip_load_671_c_h_1
1672534920,0,trip_load_671_c_h_1
1672534980,0,trip_load_671_c_h_1
1672535040,0,trip_load_671_c_h_1
1672535100,0,trip_load_671_c_h_1
1672535160,0,trip_load_671_c_h_1
1672535220,0,trip_load_671_c_h_1
1672535280,0,trip_load_671_c_h_1
1672535340,0,trip_load_671_c_h_1
1672535400,0,trip_load_671_c_h_1
1672535460,0,trip_load_671_c_h_1
1672535520,0,trip_load_671_c_h_1
1672535580,0,trip_load_671_c_h_1
1672535640,0,trip_load_671_c_h_1
1672535700,0,trip_load_671_c_h_1
1672535760,0,trip_load_671_c_h_1
1672535820,0,trip_load_671_c_h_1
1672535880,0,trip_load_671_c_h_1
1672535940,0,trip_load_671_c_h_1
1672536000,0,trip_load_671_c_h_1
1672536060,0,trip_load_671_c_h_1
1672536120,0,trip_load_671_c_h_1
1672536180,0,trip_load_671_c_h_1
1672536240,0,trip_load_671_c_h_1
1672536300,0,trip_load_671_c_h_1
1672536360,4392,trip_load_671_c_h_1
1672536420,4381,trip_load_671_c_h_1
1672536480,4375,trip_load_671_c_h_1
1672536540,4383,trip_load_671_c_h_1
1672536600,4380,trip_load_671_c_h_1
1672536660,4394,trip_load_671_c_h_1
1672536720,4401,trip_load_671_c_h_1
1672536780,4390,trip_load_671_c_h_1
1672536840,4390,trip_load_671_c_h_1
1672536900,4376,trip_load_671_c_h_1
1672536960,4379,trip_load_671_c_h_1
1672537020,4389,trip_load_671_c_h_1
1672537080,4385,trip_load_671_c_h_1
1672537140,4395,trip_load_671_c_h_1
1672537200,0,trip_load_671_c_h_1
1672537260,0,trip_load_671_c_h_1
1672537320,0,trip_load_671_c_h_1
1672537380,0,trip_load_671_c_h_1
1672537440,0,trip_load_671_c_h_1
1672537500,0,trip_load_671_c_h_1
1672537560,0,trip_load_671_c_h_1
1672537620,0,trip_load_671_c_h_1
1672537680,0,trip_load_671_c_h_1
1672537740,0,trip_load_671_c_h_1
1672537800,0,trip_load_671_c_h_1
1672537860,0,trip_load_671_c_h_1
1672537920,0,trip_load_671_c_h_1
1672537980,0,trip_load_671_c_h_1
1672538040,0,trip_load_671_c_h_1
1672538100,0,trip_load_671_c_h_1
1672538160,0,trip_load_671_c_h_1
1672538220,0,trip_load_671_c_h_1
