Time,DER724_mag,DER724_loc
1672531200,4485,trip_load_633_a_h_16
1672531260,4474,trip_load_633_a_h_16
1672531320,4474,trip_load_633_a_h_16
1672531380,4477,trip_load_633_a_h_16
1672531440,4477,trip_load_633_a_h_16
1672531500,4468,trip_load_633_a_h_16
1672531560,4470,trip_load_633_a_h_16
1672531620,4474,trip_load_633_a_h_16
1672531680,4479,trip_load_633_a_h_16
1672531740,0,trip_load_633_a_h_16
1672531800,0,trip_load_633_a_h_16
1672531860,0,trip_load_633_a_h_16
1672531920,0,trip_load_633_a_h_16
1672531980,0,trip_load_633_a_h_16
1672532040,0,trip_load_633_a_h_16
1672532100,4475,trip_load_633_a_h_16
1672532160,4480,trip_load_633_a_h_16
1672532220,4473,trip_load_633_a_h_16
1672532280,0,trip_load_633_a_h_16
1672532340,0,trip_load_633_a_h_16
1672532400,0,trip_load_633_a_h_16
1672532460,0,trip_load_633_a_h_16
1672532520,0,trip_load_633_a_h_16
1672532580,0,trip_load_633_a_h_16
1672532640,0,trip_load_633_a_h_16
1672532700,0,trip_load_633_a_h_16
1672532760,0,trip_load_633_a_h_16
1672532820,0,trip_load_633_a_h_16
1672532880,0,trip_load_633_a_h_16
1672532940,0,trip_load_633_a_h_16
1672533000,0,trip_load_633_a_h_16
1672533060,0,trip_load_633_a_h_16
1672533120,0,trip_load_633_a_h_16
1672533180,0,trip_load_633_a_h_16
1672533240,0,trip_load_633_a_h_16
1672533300,0,trip_load_633_a_h_16
1672533360,0,trip_load_633_a_h_16
1672533420,0,trip_load_633_a_h_16
1672533480,0,trip_load_633_a_h_16
1672533540,0,trip_load_633_a_h_16
1672533600,0,trip_load_633_a_h_16
1672533660,0,trip_load_633_a_h_16
1672533720,0,trip_load_633_a_h_16
1672533780,0,trip_load_633_a_h_16
1672533840,0,trip_load_633_a_h_16
1672533900,4489,trip_load_633_a_h_16
1672533960,4483,trip_load_633_a_h_16
1672534020,4473,trip_load_633_a_h_16
1672534080,4466,trip_load_633_a_h_16
1672534140,4471,trip_load_633_a_h_16
1672534200,0,trip_load_633_a_h_16
1672534260,0,trip_load_633_a_h_16
1672534320,0,trip_load_633_a_h_16
1672534380,4478,trip_load_633_a_h_16
1672534440,4480,trip_load_633_a_h_16
1672534500,4479,trip_load_633_a_h_16
1672534560,4481,trip_load_633_a_h_16
1672534620,4475,trip_load_633_a_h_16
1672534680,4463,trip_load_633_a_h_16
1672534740,4461,trip_load_633_a_h_16
1672534800,4461,trip_load_633_a_h_16
1672534860,4468,trip_load_633_a_h_16
1672534920,4460,trip_load_633_a_h_16
1672534980,4450,trip_load_633_a_h_16
1672535040,4453,trip_load_633_a_h_16
1672535100,0,trip_load_633_a_h_16
1672535160,0,trip_load_633_a_h_16
1672535220,0,trip_load_633_a_h_16
1672535280,0,trip_load_633_a_h_16
1672535340,0,trip_load_633_a_h_16
1672535400,0,trip_load_633_a_h_16
1672535460,0,trip_load_633_a_h_16
1672535520,0,trip_load_633_a_h_16
1672535580,0,trip_load_633_a_h_16
1672535640,0,trip_load_633_a_h_16
1672535700,0,trip_load_633_a_h_16
1672535760,0,trip_load_633_a_h_16
1672535820,0,trip_load_633_a_h_16
1672535880,4450,trip_load_633_a_h_16
1672535940,4445,trip_load_633_a_h_16
1672536000,4462,trip_load_633_a_h_16
1672536060,4460,trip_load_633_a_h_16
1672536120,4456,trip_load_633_a_h_16
1672536180,4467,trip_load_633_a_h_16
1672536240,4477,trip_load_633_a_h_16
1672536300,4496,trip_load_633_a_h_16
1672536360,4503,trip_load_633_a_h_16
1672536420,4515,trip_load_633_a_h_16
1672536480,4518,trip_load_633_a_h_16
1672536540,4513,trip_load_633_a_h_16
1672536600,4509,trip_load_633_a_h_16
1672536660,4502,trip_load_633_a_h_16
1672536720,4491,trip_load_633_a_h_16
1672536780,4493,trip_load_633_a_h_16
1672536840,4491,trip_load_633_a_h_16
1672536900,4493,trip_load_633_a_h_16
1672536960,4496,trip_load_633_a_h_16
1672537020,4483,trip_load_633_a_h_16
1672537080,4485,trip_load_633_a_h_16
1672537140,4489,trip_load_633_a_h_16
1672537200,4467,trip_load_633_a_h_16
1672537260,4476,trip_load_633_a_h_16
1672537320,4472,trip_load_633_a_h_16
1672537380,4468,trip_load_633_a_h_16
1672537440,4469,trip_load_633_a_h_16
1672537500,4459,trip_load_633_a_h_16
1672537560,4468,trip_load_633_a_h_16
1672537620,4468,trip_load_633_a_h_16
1672537680,4460,trip_load_633_a_h_16
1672537740,4454,trip_load_633_a_h_16
1672537800,4462,trip_load_633_a_h_16
1672537860,4455,trip_load_633_a_h_16
1672537920,4458,trip_load_633_a_h_16
1672537980,0,trip_load_633_a_h_16
1672538040,0,trip_load_633_a_h_16
1672538100,0,trip_load_633_a_h_16
1672538160,0,trip_load_633_a_h_16
1672538220,0,trip_load_633_a_h_16
1672538280,0,trip_load_633_a_h_16
1672538340,0,trip_load_633_a_h_16
1672538400,0,trip_load_633_a_h_16
1672538460,0,trip_load_633_a_h_16
1672538520,0,trip_load_633_a_h_16
1672538580,0,trip_load_633_a_h_16
1672538640,0,trip_load_633_a_h_16
1672538700,0,trip_load_633_a_h_16
1672538760,0,trip_load_633_a_h_16
1672538820,0,trip_load_633_a_h_16
1672538880,0,trip_load_633_a_h_16
1672538940,0,trip_load_633_a_h_16
1672539000,0,trip_load_633_a_h_16
1672539060,0,trip_load_633_a_h_16
1672539120,0,trip_load_633_a_h_16
1672539180,0,trip_load_633_a_h_16
1672539240,0,trip_load_633_a_h_16
1672539300,0,trip_load_633_a_h_16
1672539360,0,trip_load_633_a_h_16
1672539420,0,trip_load_633_a_h_16
1672539480,0,trip_load_633_a_h_16
1672539540,0,trip_load_633_a_h_16
1672539600,0,trip_load_633_a_h_16
1672539660,0,trip_load_633_a_h_16
1672539720,0,trip_load_633_a_h_16
1672539780,0,trip_load_633_a_h_16
1672539840,0,trip_load_633_a_h_16
1672539900,0,trip_load_633_a_h_16
1672539960,0,trip_load_633_a_h_16
1672540020,0,trip_load_633_a_h_16
