Time,DER760_mag,DER760_loc
1672531200,0,tlx_671_a_h_30
1672531230,5000,tlx_671_a_h_30
1672531260,4489,tlx_671_a_h_30
1672531290,4484,tlx_671_a_h_30
1672531320,4482,tlx_671_a_h_30
1672531350,4488,tlx_671_a_h_30
1672531380,4492,tlx_671_a_h_30
1672531410,4499,tlx_671_a_h_30
1672531440,4498,tlx_671_a_h_30
1672531470,0,tlx_671_a_h_30
1672531500,0,tlx_671_a_h_30
1672531530,0,tlx_671_a_h_30
1672531560,4498,tlx_671_a_h_30
1672531590,4499,tlx_671_a_h_30
1672531620,4494,tlx_671_a_h_30
1672531650,4492,tlx_671_a_h_30
1672531680,4494,tlx_671_a_h_30
1672531710,0,tlx_671_a_h_30
1672531740,0,tlx_671_a_h_30
1672531770,0,tlx_671_a_h_30
