Time,DER29_mag,DER29_loc
1672531200,0,tlx_675_a_h_30
1672531230,5000,tlx_675_a_h_30
1672531260,0,tlx_675_a_h_30
1672531290,0,tlx_675_a_h_30
1672531320,0,tlx_675_a_h_30
1672531350,0,tlx_675_a_h_30
1672531380,0,tlx_675_a_h_30
1672531410,0,tlx_675_a_h_30
1672531440,0,tlx_675_a_h_30
1672531470,0,tlx_675_a_h_30
1672531500,0,tlx_675_a_h_30
1672531530,0,tlx_675_a_h_30
1672531560,0,tlx_675_a_h_30
1672531590,0,tlx_675_a_h_30
1672531620,0,tlx_675_a_h_30
1672531650,0,tlx_675_a_h_30
1672531680,4491,tlx_675_a_h_30
1672531710,4487,tlx_675_a_h_30
1672531740,4492,tlx_675_a_h_30
1672531770,4497,tlx_675_a_h_30
