Time,DER670_mag,DER670_loc
1672531200,0,trip_load_692_a_h_39
1672531260,0,trip_load_692_a_h_39
1672531320,0,trip_load_692_a_h_39
1672531380,0,trip_load_692_a_h_39
1672531440,0,trip_load_692_a_h_39
1672531500,0,trip_load_692_a_h_39
1672531560,0,trip_load_692_a_h_39
1672531620,0,trip_load_692_a_h_39
1672531680,0,trip_load_692_a_h_39
1672531740,0,trip_load_692_a_h_39
1672531800,0,trip_load_692_a_h_39
1672531860,0,trip_load_692_a_h_39
1672531920,0,trip_load_692_a_h_39
1672531980,0,trip_load_692_a_h_39
1672532040,0,trip_load_692_a_h_39
1672532100,0,trip_load_692_a_h_39
1672532160,0,trip_load_692_a_h_39
1672532220,0,trip_load_692_a_h_39
1672532280,0,trip_load_692_a_h_39
1672532340,0,trip_load_692_a_h_39
1672532400,0,trip_load_692_a_h_39
1672532460,0,trip_load_692_a_h_39
1672532520,0,trip_load_692_a_h_39
1672532580,0,trip_load_692_a_h_39
1672532640,0,trip_load_692_a_h_39
1672532700,0,trip_load_692_a_h_39
1672532760,0,trip_load_692_a_h_39
1672532820,0,trip_load_692_a_h_39
1672532880,0,trip_load_692_a_h_39
1672532940,4520,trip_load_692_a_h_39
1672533000,4520,trip_load_692_a_h_39
1672533060,4520,trip_load_692_a_h_39
1672533120,4520,trip_load_692_a_h_39
1672533180,4520,trip_load_692_a_h_39
1672533240,4520,trip_load_692_a_h_39
1672533300,4520,trip_load_692_a_h_39
1672533360,4521,trip_load_692_a_h_39
1672533420,4521,trip_load_692_a_h_39
1672533480,4518,trip_load_692_a_h_39
1672533540,4518,trip_load_692_a_h_39
1672533600,4517,trip_load_692_a_h_39
1672533660,4517,trip_load_692_a_h_39
1672533720,4517,trip_load_692_a_h_39
1672533780,4520,trip_load_692_a_h_39
1672533840,4522,trip_load_692_a_h_39
1672533900,4520,trip_load_692_a_h_39
1672533960,4520,trip_load_692_a_h_39
1672534020,4520,trip_load_692_a_h_39
1672534080,4520,trip_load_692_a_h_39
1672534140,4515,trip_load_692_a_h_39
1672534200,4515,trip_load_692_a_h_39
1672534260,4513,trip_load_692_a_h_39
1672534320,4514,trip_load_692_a_h_39
1672534380,0,trip_load_692_a_h_39
1672534440,0,trip_load_692_a_h_39
1672534500,0,trip_load_692_a_h_39
1672534560,0,trip_load_692_a_h_39
1672534620,0,trip_load_692_a_h_39
1672534680,0,trip_load_692_a_h_39
1672534740,0,trip_load_692_a_h_39
1672534800,0,trip_load_692_a_h_39
1672534860,0,trip_load_692_a_h_39
1672534920,0,trip_load_692_a_h_39
1672534980,0,trip_load_692_a_h_39
1672535040,0,trip_load_692_a_h_39
1672535100,0,trip_load_692_a_h_39
1672535160,0,trip_load_692_a_h_39
1672535220,0,trip_load_692_a_h_39
1672535280,0,trip_load_692_a_h_39
1672535340,0,trip_load_692_a_h_39
1672535400,0,trip_load_692_a_h_39
1672535460,0,trip_load_692_a_h_39
1672535520,0,trip_load_692_a_h_39
1672535580,0,trip_load_692_a_h_39
1672535640,0,trip_load_692_a_h_39
1672535700,0,trip_load_692_a_h_39
1672535760,0,trip_load_692_a_h_39
1672535820,0,trip_load_692_a_h_39
1672535880,0,trip_load_692_a_h_39
1672535940,0,trip_load_692_a_h_39
1672536000,0,trip_load_692_a_h_39
1672536060,0,trip_load_692_a_h_39
1672536120,0,trip_load_692_a_h_39
1672536180,0,trip_load_692_a_h_39
1672536240,0,trip_load_692_a_h_39
1672536300,0,trip_load_692_a_h_39
1672536360,0,trip_load_692_a_h_39
1672536420,0,trip_load_692_a_h_39
1672536480,0,trip_load_692_a_h_39
1672536540,0,trip_load_692_a_h_39
1672536600,0,trip_load_692_a_h_39
1672536660,0,trip_load_692_a_h_39
1672536720,0,trip_load_692_a_h_39
1672536780,0,trip_load_692_a_h_39
1672536840,0,trip_load_692_a_h_39
1672536900,0,trip_load_692_a_h_39
1672536960,0,trip_load_692_a_h_39
1672537020,0,trip_load_692_a_h_39
1672537080,0,trip_load_692_a_h_39
1672537140,0,trip_load_692_a_h_39
1672537200,0,trip_load_692_a_h_39
1672537260,0,trip_load_692_a_h_39
1672537320,0,trip_load_692_a_h_39
1672537380,0,trip_load_692_a_h_39
1672537440,0,trip_load_692_a_h_39
1672537500,0,trip_load_692_a_h_39
1672537560,0,trip_load_692_a_h_39
1672537620,0,trip_load_692_a_h_39
1672537680,0,trip_load_692_a_h_39
1672537740,0,trip_load_692_a_h_39
1672537800,0,trip_load_692_a_h_39
1672537860,0,trip_load_692_a_h_39
1672537920,0,trip_load_692_a_h_39
1672537980,0,trip_load_692_a_h_39
1672538040,0,trip_load_692_a_h_39
1672538100,0,trip_load_692_a_h_39
1672538160,0,trip_load_692_a_h_39
1672538220,0,trip_load_692_a_h_39
1672538280,0,trip_load_692_a_h_39
1672538340,4526,trip_load_692_a_h_39
1672538400,4527,trip_load_692_a_h_39
1672538460,4526,trip_load_692_a_h_39
1672538520,4523,trip_load_692_a_h_39
1672538580,4523,trip_load_692_a_h_39
1672538640,4523,trip_load_692_a_h_39
1672538700,4523,trip_load_692_a_h_39
1672538760,4523,trip_load_692_a_h_39
1672538820,4524,trip_load_692_a_h_39
1672538880,0,trip_load_692_a_h_39
1672538940,0,trip_load_692_a_h_39
1672539000,0,trip_load_692_a_h_39
1672539060,0,trip_load_692_a_h_39
1672539120,0,trip_load_692_a_h_39
1672539180,0,trip_load_692_a_h_39
1672539240,0,trip_load_692_a_h_39
1672539300,0,trip_load_692_a_h_39
1672539360,0,trip_load_692_a_h_39
1672539420,0,trip_load_692_a_h_39
1672539480,0,trip_load_692_a_h_39
1672539540,0,trip_load_692_a_h_39
1672539600,0,trip_load_692_a_h_39
1672539660,0,trip_load_692_a_h_39
1672539720,0,trip_load_692_a_h_39
1672539780,0,trip_load_692_a_h_39
1672539840,0,trip_load_692_a_h_39
1672539900,4521,trip_load_692_a_h_39
1672539960,4521,trip_load_692_a_h_39
1672540020,4520,trip_load_692_a_h_39
1672540080,4520,trip_load_692_a_h_39
1672540140,4520,trip_load_692_a_h_39
1672540200,0,trip_load_692_a_h_39
1672540260,0,trip_load_692_a_h_39
1672540320,0,trip_load_692_a_h_39
1672540380,4521,trip_load_692_a_h_39
1672540440,4521,trip_load_692_a_h_39
1672540500,4521,trip_load_692_a_h_39
1672540560,4521,trip_load_692_a_h_39
1672540620,4522,trip_load_692_a_h_39
1672540680,4520,trip_load_692_a_h_39
1672540740,0,trip_load_692_a_h_39
1672540800,0,trip_load_692_a_h_39
1672540860,0,trip_load_692_a_h_39
1672540920,0,trip_load_692_a_h_39
1672540980,0,trip_load_692_a_h_39
1672541040,0,trip_load_692_a_h_39
1672541100,0,trip_load_692_a_h_39
1672541160,0,trip_load_692_a_h_39
1672541220,0,trip_load_692_a_h_39
1672541280,0,trip_load_692_a_h_39
1672541340,4524,trip_load_692_a_h_39
1672541400,4525,trip_load_692_a_h_39
1672541460,4523,trip_load_692_a_h_39
1672541520,4523,trip_load_692_a_h_39
1672541580,4523,trip_load_692_a_h_39
1672541640,4523,trip_load_692_a_h_39
1672541700,4524,trip_load_692_a_h_39
1672541760,4524,trip_load_692_a_h_39
1672541820,0,trip_load_692_a_h_39
1672541880,0,trip_load_692_a_h_39
1672541940,0,trip_load_692_a_h_39
1672542000,4524,trip_load_692_a_h_39
1672542060,4521,trip_load_692_a_h_39
1672542120,4524,trip_load_692_a_h_39
1672542180,4524,trip_load_692_a_h_39
1672542240,0,trip_load_692_a_h_39
1672542300,0,trip_load_692_a_h_39
1672542360,0,trip_load_692_a_h_39
1672542420,0,trip_load_692_a_h_39
1672542480,0,trip_load_692_a_h_39
1672542540,0,trip_load_692_a_h_39
1672542600,0,trip_load_692_a_h_39
1672542660,0,trip_load_692_a_h_39
1672542720,0,trip_load_692_a_h_39
1672542780,0,trip_load_692_a_h_39
1672542840,0,trip_load_692_a_h_39
1672542900,0,trip_load_692_a_h_39
1672542960,0,trip_load_692_a_h_39
1672543020,0,trip_load_692_a_h_39
1672543080,0,trip_load_692_a_h_39
1672543140,0,trip_load_692_a_h_39
1672543200,0,trip_load_692_a_h_39
1672543260,0,trip_load_692_a_h_39
1672543320,0,trip_load_692_a_h_39
1672543380,0,trip_load_692_a_h_39
1672543440,0,trip_load_692_a_h_39
1672543500,0,trip_load_692_a_h_39
1672543560,0,trip_load_692_a_h_39
1672543620,0,trip_load_692_a_h_39
1672543680,0,trip_load_692_a_h_39
1672543740,0,trip_load_692_a_h_39
1672543800,0,trip_load_692_a_h_39
1672543860,0,trip_load_692_a_h_39
1672543920,0,trip_load_692_a_h_39
1672543980,0,trip_load_692_a_h_39
1672544040,0,trip_load_692_a_h_39
1672544100,0,trip_load_692_a_h_39
1672544160,0,trip_load_692_a_h_39
1672544220,0,trip_load_692_a_h_39
1672544280,0,trip_load_692_a_h_39
1672544340,0,trip_load_692_a_h_39
1672544400,0,trip_load_692_a_h_39
1672544460,0,trip_load_692_a_h_39
1672544520,0,trip_load_692_a_h_39
1672544580,0,trip_load_692_a_h_39
1672544640,0,trip_load_692_a_h_39
1672544700,0,trip_load_692_a_h_39
1672544760,0,trip_load_692_a_h_39
