Time,DER924_mag,DER924_loc
1672531200,0,tlx_671_c_h_20
1672531230,5000,tlx_671_c_h_20
1672531260,0,tlx_671_c_h_20
1672531290,0,tlx_671_c_h_20
1672531320,0,tlx_671_c_h_20
1672531350,0,tlx_671_c_h_20
1672531380,0,tlx_671_c_h_20
1672531410,0,tlx_671_c_h_20
1672531440,0,tlx_671_c_h_20
1672531470,0,tlx_671_c_h_20
1672531500,0,tlx_671_c_h_20
1672531530,4481,tlx_671_c_h_20
1672531560,4485,tlx_671_c_h_20
1672531590,4485,tlx_671_c_h_20
1672531620,4488,tlx_671_c_h_20
1672531650,4483,tlx_671_c_h_20
1672531680,4479,tlx_671_c_h_20
1672531710,4476,tlx_671_c_h_20
1672531740,4470,tlx_671_c_h_20
1672531770,4465,tlx_671_c_h_20
